,created_at,username,tweet,language,replies_count,retweets_count,likes_count
24,2021-04-08 05:15:35 India Standard Time,sangapmanik91,Grafik positif Covid-19 masih naik. @halimiskandarnu  @imansyukri  @malik_haramain  @taufikmadjid71  @yusradaridesa  @tppkemendes  @kemendespdtt  #GusMenteri  #Imansyukri  #malik_haramain  #TaufikMadjid  #YusraDariDesa  #kemendesapdtt  #tppkemendesa  https://t.co/NpXBtjHA8W,in,0.0,0.0,0.0
25,2021-04-08 05:14:42 India Standard Time,mordahaih,Grafik Positif Covid-19 di PPKM Mikro Desa masih selalu naik setelah libur panjang @jokowi @halimiskandarnu @malik_haramain @imansyukri @fachrilabalado @azzameldzikrie @yusradaridesa @tppkemendes @kemendesapdtt @BerandadesaID @TPPISUMUT @Erwin3977  https://t.co/OYyAFsCLsu,in,0.0,8.0,12.0
26,2021-04-08 05:14:06 India Standard Time,ashok_rastogi,@drharshvardhan @PMOIndia @narendramodi @JPNadda @AmitShah @MoHFW_INDIA @AyushmanNHA @BJP4India @moayush @BJP4CGState इनको भी mask पहन के जनता के बीच मे जाने के लिये कहिये। If supreme leader himself violate # COVID Protocols how can expect common ppl to follow protocols.  https://t.co/O4lGQQsg73,und,0.0,0.0,0.0
27,2021-04-08 05:11:50 India Standard Time,afrizalluddin02,Tetap patuhi protokol kesehatan untuk memutus mata rantai covid-19 @jokowi @halimiskandarnu @imansyukri  @malik_haramain @taufikmadjid71 @yusradaridesa @tppkemendes @kemendesapdtt @SukoyoKasekpro @bangsispusdatin @AcehTpp @Mursyidan10  https://t.co/frf4Jlzjkw,in,0.0,1.0,7.0
28,2021-04-08 05:10:32 India Standard Time,yashwantpatank6,"@narendramodi ICMR cannot tell all these things. If you see Mithi rever in Mumbai, and 3-4 big gutters in pune, they are like hell. Covid must be filth friendly as like other deceases.",en,0.0,0.0,0.0
29,2021-04-08 04:57:20 India Standard Time,balwans60039305,"@CritCareLunatic Nothing this COVID, in India we have thrown it in dustbin",en,0.0,0.0,0.0
30,2021-04-08 04:57:03 India Standard Time,thaimiller2019,@goo_stewart Let's have a Covid News Free day.  #nocovidthursday,en,0.0,0.0,3.0
31,2021-04-08 04:55:56 India Standard Time,yashwantpatank6,"@narendramodi In Mumbai,there is a very big gutter. Originally it was a rever. If anybody goes there .he definitely a covid patient. Similarly, there are 100s of gutters in Mumbai and subùrben. if he will smell bad, covid will catch him.",en,0.0,0.0,0.0
32,2021-04-08 04:55:02 India Standard Time,drdrjawaharl,"@ONUNews @UNYouthEnvoy @antonioguterres Covid-19,since Jan-2020,hs stilled youths' lives;they r out of schools,varsities&amp;job-market:thr career&amp;dreams got maimed:they,r out of decision-makg gbl boardrooms,even if being more energetic,powerful,proficient.  So,#JOVENS' frustratn,impatience must be addressed judiciously.",en,0.0,0.0,0.0
33,2021-04-08 04:54:44 India Standard Time,lulubellrunner,@misrab @angryoldbob @jessphillips Isn't covid a.... Respiratory disease?!,en,0.0,0.0,1.0
34,2021-04-08 04:26:45 India Standard Time,nasseramparna,"The problem in NCR is personal negligence and being socially irresponsible. I've read some covid protocols from Pasig, Quezon City, Manila, Marikina, etc. Your LGU's are tirelessly working and providing neccessary help. They actually have good initiatives.",en,0.0,1.0,11.0
35,2021-04-08 04:25:24 India Standard Time,nainoizjamjungk,แบงค์ ธิติ ติด covid ละแบงค์ไปคัดเลือกทหาร เอาล่ะ คุณผู้ชม,th,0.0,1.0,1.0
36,2021-04-08 04:19:52 India Standard Time,bdonorspakistan,RT #URGENT plasma of COVID recovered patient having #B+ blood group required in #Lahore. Please contact on +92 321 5030116. #SpreadTheWord #donateblood #savelife #BeAHero #BDP  Courtesy @abdullahsulehri,en,0.0,49.0,31.0
37,2021-04-08 04:11:38 India Standard Time,lailahatta,"Di sini nak ckp, di era Covid ni simpan lah duit dan pergi la private hospital untuk bersalin. Husband boleh teman, boleh bantu. Meh i cite; Lepas bersalin, i dah tidur, i dah rehat ni... I pun pergi la toilet nak salin pad and mandi sikit. Sampai je toilet, dah nampak bintang..",in,1.0,1.0,3.0
38,2021-04-08 04:11:37 India Standard Time,lailahatta,"Lepastu hospital gov tak reti2 lagi bagi penjaga. It’s covid? Ok, nurse jaga la elok2. Ini paksa bagi tetek. Yes, it stimulates breastmilk. Yes, bf “friendly” hospital. Bukan friendly tu, PAKSA bf. Dah kalau mommy tu barai, baby lapar, jaundice lg, nurse boleh biar berjam2 nangis",in,1.0,0.0,3.0
39,2021-04-08 03:51:12 India Standard Time,shubhamjha112,"महाराष्ट्र सरकार को समझ ही नही आ रहा है कि इस महामारी से कैसे निपटा जाए, सिर्फ पुलिस वालों की गुंडा गर्दी चल रही है Night &amp; weekend curfew बोल के दिन भर सारे दुकान, धंधे बंद करवा रही है, इंसान कमाएगा नही तो खाएगा क्या, Covid से बच जाएंगे तो भूखे मर जाएंगे। #maharashtralockdown",hi,0.0,2.0,3.0
40,2021-04-08 03:31:35 India Standard Time,imrprabhakar,"Dear @RailMinIndia @RailwaySeva, This is a critical time of Covid-19, second wave have taken speed. We can't expect this type of situation in trains, that too in reserved wagons. (Secunderabad-Darbhanga 07007) @narendramodi @SCRailwayIndia @ECRlyHJP @EasternRailway @serailwaykol  https://t.co/PNuc6O17bB",en,0.0,3.0,5.0
41,2021-04-08 03:19:40 India Standard Time,nestorcalderson,"Loosing my job months ago  Sadly thinking was because of the covid but no racism is so huge destroyed get fired to hire white people None of us have choose his skin color, country, soul Why this earth is behind Blacks? We don’t deserve happiness? Doing all your best but.....💔",en,0.0,0.0,0.0
42,2021-04-08 03:11:47 India Standard Time,creatureneupane,"Everything conspired against us,It was PSG's luck that Lewandowski &amp; Gnabry didn’t play due to Injury and Covid issue, and unable to convert a 27 heap of chances. No problem! next match we will show them how to do it. Bayern will be back #MiaSanMia  #FCBPSG #UCL  https://t.co/2zJY0SSb4Q",en,0.0,0.0,2.0
43,2021-04-08 03:08:03 India Standard Time,sipgrab,"Personal Finance Daily: 10 countries where vaccinated Americans are allowed to travel and over-the-counter, 15-minute COVID-19 tests are coming to a store near you  https://t.co/Uq5FysgnIk #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,0.0,0.0,0.0
44,2021-04-08 02:55:52 India Standard Time,ridhmbhau_jain,Ap khud online meeting kar rahe hai aur students offline exams de - (kya sarkar zimmedaar hai agar kisi bacche ko COVID sankraman hota hai to)#cancelboardexam2021  #NarendraModi what about desh ka bhavishya?#CBSE2021 #cbseboardexams #class10 #class12 @narendramodi @ChouhanShivraj  https://t.co/3EdX0Q7Frp,hi,0.0,2.0,3.0
45,2021-04-08 02:51:39 India Standard Time,radziyusof,The state of New York issued official advice urging people to stay home and practice self-love as a way of limiting the spread of Covid. #interesting,en,0.0,0.0,0.0
46,2021-04-08 02:28:44 India Standard Time,chinmaayh,"#changeeducationministervarshagaikwad   @VarshaEGaikwad I think you don't know what is covid right Orr something else. Students study well, mark sheet will keep you alive not vaccine. Really Net issues are just for exams not for lectures",en,0.0,12.0,6.0
47,2021-04-08 02:21:39 India Standard Time,jyotirmoy_roy1,Do you think removing age restrictions from vaccination will help everyone to get vaccinated as early as possible which eventually could reduce Covid 19 spread ?,en,0.0,0.0,0.0
48,2021-04-08 02:18:33 India Standard Time,sipgrab,Clinical trial completion rates decline during COVID-19 pandemic  https://t.co/Tfy6YBWOOc #Nifty #sipgrab,en,0.0,0.0,0.0
49,2021-04-08 02:18:32 India Standard Time,sipgrab,Study identifies possible COVID-19 drugs - including several that are FDA-approved  https://t.co/vES4kRWlI4 #Nifty #sipgrab,en,0.0,0.0,0.0
50,2021-04-08 02:17:23 India Standard Time,samrinahashmi,"Vaccines teach your immune system to find and fight Covid, then they disappear. They don’t change you, they just give your system the instructions it needs to stay safe from Covid #COVIDー19 #COVID19Vaccine  https://t.co/4Kymhxgkka",en,1.0,3.0,21.0
51,2021-04-08 02:16:12 India Standard Time,rajdeore14,"#cancelboards2021 please I'm in restricted zone please,surrounded by all covid patients  https://t.co/LYxRnTdKw9",en,0.0,1.0,1.0
52,2021-04-08 02:10:05 India Standard Time,iamoneofyou,@mybmc @CMOMaharashtra @DGPMaharashtra my brother and mom both Covid positive and none of your team has contacted them. currently both are them are home quarantined we tried calling war room but none of them responded. How and where should we contact if we need help.,en,2.0,0.0,0.0
53,2021-04-08 02:06:36 India Standard Time,saurabh31jain,"A meeting was conducted with District Magistrate, East under leadership of Dr Parvez ji Due to rising covid, several measures for prevention of Covid were discussed. ""Maintaining social distance and wearing mask are two most important tools for prevention of covid"", DM madam said  https://t.co/bnbnXniAE8",en,0.0,0.0,0.0
54,2021-04-08 01:56:34 India Standard Time,mohamma11825531,@BakhtawarBZ tested Positive for Covid-19. Get well soon addi. !,en,0.0,0.0,0.0
55,2021-04-08 01:53:17 India Standard Time,ozair48909279,@Shafqat_Mahmood Finally Now my Mamu had died😭 My parents are sick.🥺😭Now I can study and give exams.Even I was infected by covid..Sir plz kuch khayal karien lakhoon students ke life ha.Ap ko shaid iss baat ka ehsaas ho na ho lekin jis pressure se ma guzara ho ALLAH dosro ko is waqt se bachay😭,en,0.0,0.0,0.0
56,2021-04-08 01:52:59 India Standard Time,chandu_holi,@itsmesabita @sandhyafernez @indiacares_2020 @SOSSaviours @DarshanNPopat @iamnitinsea @ajaynadkarni @manishjain1234 @dial4242 @chubbyshek @Kalpeshvporwal1 You are God Sabita madam &amp; Sandhya Fernandes Madam for all the COVID Patients how you manage all this in Mumbai God knows Appreciate your support God bless you ❣️💯,en,1.0,1.0,12.0
57,2021-04-08 01:49:02 India Standard Time,sipgrab,"Exclusive: Germany wants to buy Sputnik COVID vaccine if approved by EU, source says  https://t.co/t190izgrLJ #Sipgrab #UnitingPeopleWithThePossibilities",en,0.0,0.0,0.0
58,2021-04-08 01:48:14 India Standard Time,film0983799924,ชีวิตกำลังจะดีขอให้สิ่งศักดิ์สิทธิ์ดลบันดาลให้ปลอดภัย covid ให้หายไปจากโลกนี้ไวๆสาธุครับ🙏🙏🙏 #ผมเลิกการพนันแล้วจะเก็บตังค์ทำไมต้องเป็นแบบนี้ด้วย😥😥😥  https://t.co/IRcvcC9aeo,th,0.0,1.0,3.0
59,2021-04-08 01:40:45 India Standard Time,xx_maui,"@kamilaxxii Wala bebi, tsaka bawal kami lumabas jan. Fuck covid nalang talaga",tl,1.0,0.0,1.0
60,2021-04-10 05:27:13 India Standard Time,shivamsunhare,Is saal hamare Madhya Pradesh ke ujjain zila Mai covid cases bhut bad rahe hai to meri sabse ye request ki ghar mai rahe or safe rahe or lock down ka palan kare mask phene or social distance rahe . @raghav_mahakaal  @Abhiman17883927  @ABVPMB    Shivam Sunhare   Karlya Mantri ABVP,hi,0.0,0.0,1.0
61,2021-04-10 05:19:46 India Standard Time,sirajnoorani,"#Maharashtra: A fire broke out at a COVID hospital in #Nagpur  ""Around 27 patients at the hospital were shifted to other hospitals. We can't comment on their health condition now. Hospital has been evacuated,"" says police  https://t.co/XAU9Kupyrj",en,1.0,1.0,0.0
62,2021-04-10 05:18:59 India Standard Time,sirajnoorani,#AndhraPradesh CM YS Jagan Mohan Reddy writes to PM Narendra Modi requesting for supply of 25 lakh doses of COVID vaccine for 'Tika Utsav' to be held between April 11 &amp; April 14  https://t.co/ot56NiF2DI,en,0.0,0.0,0.0
63,2021-04-10 05:18:46 India Standard Time,sirajnoorani,"#Jharkhand reported 1925 fresh COVID cases, 553 discharges, and 17 deaths yesterday  Total cases: 1,34,715 Total discharges: 1,22,936 Death toll: 1,175 Active cases: 10,604  https://t.co/8pCbJ566Q4",en,0.0,0.0,0.0
64,2021-04-10 05:16:06 India Standard Time,_rodahidup,China weighs carrots and sticks in push to vaccinate millions against COVID-19  https://t.co/u7nC2ab9EH,en,0.0,0.0,0.0
65,2021-04-10 04:56:12 India Standard Time,zulfahmi_coen,Positif covid-19  Sakit kepala campur demam dan sedikit batuk  #BebaskanIBHRSTanpaSyarat  #BebaskanIBHRSTanpaSyarat,in,0.0,0.0,0.0
66,2021-04-10 04:47:04 India Standard Time,sipgrab,Pfizer and BioNTech request regulatory agencies expand emergency use of their COVID-19 vaccine to adolescents  https://t.co/GxtzY1aXuA #Nifty #sipgrab,en,0.0,0.0,0.0
67,2021-04-10 04:46:03 India Standard Time,anupbhatia7,Coronavirus second wave symptoms: Do not ignore these COVID-19​ symptoms even if you don’t have fever and cold  https://t.co/8m0TDeZMxN,en,0.0,0.0,0.0
68,2021-04-10 04:42:46 India Standard Time,sudhanshugarg6,"Modi urges States to ‘test, track, treat’ to bring Covid positivity rate below 5%  https://t.co/QQeuiSA0ws via NaMo App  https://t.co/rXDMJkdtLi",en,0.0,0.0,0.0
69,2021-04-10 04:41:03 India Standard Time,sudhanshugarg6,"Modi urges States to ‘test, track, treat’ to bring Covid positivity rate below 5%  https://t.co/QQeuiSA0ws  via NaMo App  https://t.co/1w9P6qcb4c",en,0.0,0.0,0.0
70,2021-04-10 04:06:42 India Standard Time,_rodahidup,@eddydaud  Covid vaccine: Pfizer says shot is 100% effective in kids 12 to 15  https://t.co/2LCMKbvhzc,en,0.0,0.0,0.0
71,2021-04-10 03:48:32 India Standard Time,sipgrab,COVID-19 causes 'unexpected' cellular response in the lungs  https://t.co/WXAgei9CQ6 #Nifty #sipgrab,en,0.0,0.0,0.0
72,2021-04-10 03:46:37 India Standard Time,salima252,@ronavioleta Oh keluarga test swab semua karena dulu ad satu yg kena covid sebulan lalu kak 😸 Alhamdulillah beliau sudah negative dan kita semua juga negative (ga ada yg kena kalau yg di pdg selain beliau)  Aku diabet mmg kak rona ☺️,in,2.0,0.0,1.0
73,2021-04-10 03:42:27 India Standard Time,kaustubhjadhav7,"Is it really the moment to take politics,police &amp; democracy seriously. Maharashtra needs to decide now or never? Is covid even real. We need help @OfficeofUT @PMOIndia  #nolockdown #Trending #maharashtralockdown #MaharashtraNeedsVaccine #COVID19India #CoronavirusIndia #food",en,0.0,0.0,1.0
74,2021-04-10 03:40:36 India Standard Time,sipgrab,Chipotle CFO says digital sales remain strong even as dining rooms reopen from Covid closures  https://t.co/UUSPfcvVB8 #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0.0
75,2021-04-10 03:31:37 India Standard Time,amitsampattoi,@ProshuncTOI @uddhavthackeray @TOI_Nagpur @t_dayashankar @radhakrishnan11 @RanjitVDeshmukh @NitinRaut_INC @nitin_gadkari Why there are NO BEDS? What has the administration done since last full year? Where is that Katol road @ngpnmc #Covid centre where Crores were spent.  What happened to Mankapur stadium Covid centre? Lastly what’s the result of 15-day March lockdown in #Nagpur @NitinRaut_INC ?,en,0.0,0.0,0.0
76,2021-04-10 03:24:58 India Standard Time,dips_singhania,Where Is Arogyasetu App ?  Which Made For The Covid-19.🤔 #IndiaFightsCorona😷  #ArogyasetuApp #CoronaVaccine  https://t.co/ZNXnnLeioz,en,0.0,0.0,1.0
77,2021-04-10 03:17:27 India Standard Time,sandstormcasts,"So in order for me to go back to Ireland, i have to quarantine for 2 weeks and it costs 1.9k euros.  And today they confirmed 10 covid cases in the hotel where you quarantine.   What an absolute fucking shitshow... Just let me quarantine at home ffs..  https://t.co/aCOBeyDPcT",en,5.0,0.0,7.0
78,2021-04-10 03:12:52 India Standard Time,stretchwater,"@amitabhk87 sir I have been trying to get in touch with authorities, we work for disinfection in hospitals and we have a solution that can incorporated to daily lives. The chemical works against COVID-19. We have done some testing at PWD office, we have on site",en,1.0,0.0,0.0
79,2021-04-10 03:04:47 India Standard Time,nada10062503,Demokrasi KENA COVID JUGA NICH.. ????????,in,0.0,0.0,0.0
80,2021-04-12 05:27:11 India Standard Time,mulletfarm,"""Cannot do COVID test... [swab] test messed up my friend's silicone nose, crooked now.""  Everything is a struggle around here.",en,0.0,0.0,4.0
81,2021-04-12 05:18:24 India Standard Time,dipakghyar4,#महाराष्ट्रचे_मुख्यमंत्री🚩   श्री .  @uddhavthackeray  #Boss♥️  जो #निर्णय घेतील #निर्णय मान्य ... कारण मि #महाराष्ट्टीयन आहे  #महाराष्ट्र_द्रोही नाही .  #रडायचं_नाही_लढायचं_साहेब  #On_duty_covid-19✌️😎😍  https://t.co/JwlQOaljlm,mr,0.0,0.0,0.0
82,2021-04-12 05:15:05 India Standard Time,the_pattayanews,"97 cases of Covid-19 in #Chonburi today, a drop from the past two days as health authorities continue to test thousands of people locally.   https://t.co/sgBIp76FY2",en,1.0,0.0,2.0
83,2021-04-12 05:12:53 India Standard Time,himanshu2904,I am so sorry for your loss Fareed. My thoughts are with you and your family. I lost my mom to Covid too and I couldn’t see her. One feels so helpless in these times.,en,0.0,0.0,0.0
84,2021-04-12 04:53:05 India Standard Time,profsomashekhar,This 🧵 supposed errors but sometimes I feel individuals with an agenda in the clothing of journalists have been doing immense damage to the Mx of #Covid_19 Trust loss has huge implications since individuals then base decisions often on rumors!,en,0.0,0.0,7.0
85,2021-04-12 04:43:01 India Standard Time,mdtanve54258066,Covid or no Covid  Please maintain social distance,en,0.0,0.0,0.0
86,2021-04-12 04:29:18 India Standard Time,whymeali,Did Simpsons predict when covid would end?,en,0.0,0.0,0.0
87,2021-04-12 04:24:59 India Standard Time,kar_subrat,@doorva207 Hospitals now taking COVID-19 pendamic as a opertunity to make money no proper medicine for corona still they are charging too much 10 to 15 lakh package  in superspaciality hospitals to kill anyone. They will develop condition of patients for ventilator then no chance left .,en,0.0,0.0,0.0
88,2021-04-12 04:19:13 India Standard Time,gotrek2,The total mismanagement of the covid virus pandemic makes the government more dangerous than the virus.,en,0.0,0.0,0.0
89,2021-04-12 04:07:39 India Standard Time,manojkghezta,@ndtv No one can explain  What is Corona &amp; covid-19,en,0.0,0.0,1.0
90,2021-04-12 04:07:29 India Standard Time,gyanendracapt,"COVID test system at Mumbai International Airport...making people fool &amp; collecting Rs 600...why we need to retest when holding within 72 hrs negative test report, and its only for other states connecting flight, why not for Mumbai passengers...  https://t.co/ixo2VhqBwY",en,0.0,0.0,1.0
91,2021-04-12 04:06:20 India Standard Time,puakfug,Covid-19 อยุ่บ้านหยุดเชื้อ  https://t.co/ZPjhswizRg,th,0.0,0.0,1.0
92,2021-04-12 04:05:13 India Standard Time,srishtizworld25,Benifits of wearing Mask 👇 1-Reduce Your Own Chance of Catching COVID-19  2 photo bhi aachi aati h Bro 😂 #COVIDSecondWave #MaskUp #COVID19India #mask #haldarsrishti25  https://t.co/CBGcftHOsB,en,0.0,0.0,1.0
93,2021-04-12 03:36:33 India Standard Time,sipgrab,Equity Strategy: Covid wave likely to affect the recovery  https://t.co/ct3wThhedT #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0.0
94,2021-04-12 03:26:48 India Standard Time,rajaasadullah,@TariqQasmi10 @MNAMohsinRanjha @MaryamNSharif @AzmaBokhariPMLN @akleghari Ranjha he should take Covid-19 precautions. We are losing our elders everywhere. Please tell uncle to be cautious..... these elections will be there for ever.... as a saying goes جان ھے تو جہان ھے,en,0.0,0.0,1.0
95,2021-04-12 03:15:48 India Standard Time,abernathy_pet,didn't collected my PT-PCR sample but received messages as sample collected and given for testing. if government is like that then how we can stop covid-19.#Karnataka #KarnatakaFightsCorona #karnatakalockdown #COVID19 #secondwave,en,0.0,0.0,0.0
96,2021-04-12 03:15:04 India Standard Time,koreamitali,"Better to be frustrated with masks and excessive precautionary measures than being due to isolation due to Covid or anything else. Stay at home, spend time with your family. I hope you all stay safe and also take care of your mental health. (3/3)",en,0.0,0.0,3.0
97,2021-04-12 03:09:00 India Standard Time,koreamitali,My aunt also tested positive and yesterday my bf told me he and his family also have symptoms of covid. My parents came in close contact with my aunt and now they're also isolated. This is depressing. I understand we all are frustrated with masks and excessive precautions. (2/n),en,1.0,0.0,3.0
98,2021-04-12 03:03:21 India Standard Time,koreamitali,"Thank god everyday if you and your family are still safe from Covid. Past two days have been the worst for me. My uncle, who was absolutely fine until 4days ago, passed away due to it and everything happened so fast I still can't comprehend it. (1/n)",en,1.0,0.0,4.0
99,2021-04-12 03:00:49 India Standard Time,antonsudarwo4,Tangkal Covid-19 Masuk Desa Aktifkan Kembali Pos Jaga Desa @jokowi  @halimiskandarnu  @budimuni98  @taufikmadjid71  @fachrilabalado  @yusradaridesa  @SukoyoKasekpro  @tppkemendes @TPPI_Batanghari  https://t.co/cUlIl4m43t,in,0.0,0.0,0.0
100,2021-04-14 05:05:27 India Standard Time,iqbaalahmed20,"Major restrictions that were imposed due to Covid-19 have been lifted. Things are returning back to normal, and today truly feels like the first of Ramadan.  📸: @aphrah11 👏👏👏🇲🇻👏👏🤘💪👍🍰🇲🇻🤟🇲🇻   https://t.co/5oYRnps3zt",en,0.0,0.0,0.0
101,2021-04-14 04:57:11 India Standard Time,jamiamasjidsdl,"As per GOK Guidelines Due to Covid 2 Wave, All are requested to Break Fast At Home In The Holy Month of Ramazan.   Wear Mask, Stay Safe  Only Prayers During Ramadan No Iftar at Masjid @VMuniyappaMla  https://t.co/8qUtpIMELN",en,0.0,1.0,3.0
102,2021-04-14 04:54:11 India Standard Time,khurammmalik,@ishawtf Yeah unfortunately due to covid positive filhaal tu sehri nahi ho sakti :$,et,0.0,0.0,0.0
103,2021-04-14 04:38:17 India Standard Time,emanamerdar,Ramadan Mubarak to everyone  May this month brings happiness and prosperity for all of us and free us from this corona covid-19  Ameen #RamadanKareem   #١رمضان_١٤٤٢,en,0.0,0.0,2.0
104,2021-04-14 04:32:06 India Standard Time,bhopal_ki_shan_,"""How COVID-19 vaccines are being prioritized and distributed""  https://t.co/zi3oOTATVt",en,0.0,0.0,1.0
105,2021-04-14 04:25:08 India Standard Time,aayash910,It’s covid ka mela,en,0.0,0.0,0.0
