,tweet,clean_tweet,hastags,attherate,urls,emojis,label
2111,"If Delhi Govt increase the weekend curfew to 15 days curfew. We may see decrease in Covid spread rate in next 7 days.   Warna, pta nhi kaun malik hai.",delhi govt increas weekend curfew day curfew decreas covid spread rate day warna pta nhi kaun malik hai ,[],[],[],[],2
2112,@anmol_ambani Exactly - u bring the correct point. @narendramodi sir how can u do rallies in this crisis and then order curfew after 8 pm - Very contradictory.,exactli bring correct point ralli crisi order curfew contradictori ,[],"['@anmol_ambani', '@narendramodi']",[],[],2
2115,NIGHT CURFEW AT BERHAMPUR  https://t.co/0lxXTB0TR5,night curfew berhampur ,[],[],['https://t.co/0lxXTB0TR5'],[],2
2116,@PMOIndia Only way to save Delhi seems State Government should extend curfew till cases go negative and center sends Amit Shah Ji to reaccess medical facilities,way save delhi state govern extend curfew till case neg center send amit shah reaccess medic facil ,[],['@PMOIndia'],[],[],2
2117,@CMO_Odisha Jajpur District Dharamsala Block Endalba Gram Panchayat BaghuaBarana Project Primary School begins at 7 am and ends at 10 am. It is amazing how the teachers of this school are teaching when the government has imposed a curfew and closed schools for Karona.,jajpur district dharamsala block endalba gram panchayat baghuabarana project primari school begin end amaz teacher school teach govern impos curfew close school karona ,[],['@CMO_Odisha'],[],[],2
2118,"@_pallavighosh Curfew not being followed properly by citizens, and govt too not imposing strictly. Time for Maharashtra govt to take off the gloves and crack the whip. @CMOMaharashtra  @DGPMaharashtra  @OfficeofUT  @PawarSpeaks @NCPspeaks @ShivSena  @INCMaharashtra @NANA_PATOLE  @MumbaiPolice",curfew follow properli citizen govt impos strictli time maharashtra govt glove crack whip ,[],"['@_pallavighosh', '@CMOMaharashtra', '@DGPMaharashtra', '@OfficeofUT', '@PawarSpeaks', '@NCPspeaks', '@ShivSena', '@INCMaharashtra', '@NANA_PATOLE', '@MumbaiPolice']",[],[],2
2119,🚨 *IMPORTANT LINKS*  (All are Verified on 16th April 2021)   ▪️For availability of *Hospital Beds*  https://t.co/HOPwUI9yaD  ▪️For *e-pass* during Night Curfew  https://t.co/Fbuhb51xjs  ▪️For *Plasma Request*  https://t.co/D2qZMAXk9U,import link all verifi april avail hospit bed epa night curfew plasma request ,[],[],"['https://t.co/HOPwUI9yaD', 'https://t.co/Fbuhb51xjs', 'https://t.co/D2qZMAXk9U']","['🚨', '▪️', '▪️', '▪️']",2
2120,#MadhyaPradesh: Bhopal district collector imposes 'Corona Curfew' in Bhopal Municipal Corporation and Berasia municipality areas beginning 6 am on April 19 to 6 am on April 26,bhopal district collector impos corona curfew bhopal municip corpor berasia municip area begin april april ,['#MadhyaPradesh:'],[],[],[],2
2121,@DCPEastDelhi  Police should take strict action such fools who are sitting on streets even after Night Curfew and Lockdown is there .  Location : New Ashok Nagar Block C  Near Pili Kothi  New Delhi 110096  https://t.co/fW3Tuh9dXJ,polic strict action fool sit street night curfew lockdown locat new ashok nagar block near pili kothi new delhi ,[],['@DCPEastDelhi'],['https://t.co/fW3Tuh9dXJ'],[],2
2122,NIGHT CURFEW has been imposed in all URBAN AREAS of the district. Berhampur Police appeals to all the citizens to cooperate us in implementation of NIGHT CURFEW. Let's break the chain.  #Break_the_Chain  #stay_at_home_stay_safe   @odisha_police  @DGPOdisha  @CMO_Odisha  @igpsr  https://t.co/K9csPijt7I,night curfew impos urban area district berhampur polic appeal citizen cooper implement night curfew break chain ,"['#Break_the_Chain', '#stay_at_home_stay_safe']","['@odisha_police', '@DGPOdisha', '@CMO_Odisha', '@igpsr']",['https://t.co/K9csPijt7I'],[],2
2123,"Military terrorists raided a house and forcibly abducted a civilian in KanPhyar ward, Myeik around 9:15pm. The curfew in Myeik will be from 10pm to 4am announced by Junta days ago. NUG ASSEMBLE #Apr17Coup #ReleaseTheDetainees #WhatsHappeningInMyanmar  https://t.co/1gLjrzXefZ",militari terrorist raid hous forcibl abduct civilian kanphyar ward myeik curfew myeik announc junta day ago nug assembl ,"['#Apr17Coup', '#ReleaseTheDetainees', '#WhatsHappeningInMyanmar']",[],['https://t.co/1gLjrzXefZ'],[],2
2124,"Military terrorists raided a house and forcibly abducted a civilian in KanPhyar ward, Myeik around 9:15pm. The curfew in Myeik will be from 10pm to 4am announced by Junta days ago. NUG ASSEMBLE #Apr17Coup #ReleaseTheDetainees #WhatsHappeningInMyanmar  https://t.co/yiUaqtq6z8",militari terrorist raid hous forcibl abduct civilian kanphyar ward myeik curfew myeik announc junta day ago nug assembl ,"['#Apr17Coup', '#ReleaseTheDetainees', '#WhatsHappeningInMyanmar']",[],['https://t.co/yiUaqtq6z8'],[],2
2125,@DC_Gurugram @gurgaonpolice @TrafficGGM  DJ playing so loud during night curfew... Near RBS hospital Nathupur phase 3...  https://t.co/mRrH43XoXm,play loud night curfew near hospit nathupur phase ,[],"['@DC_Gurugram', '@gurgaonpolice', '@TrafficGGM']",['https://t.co/mRrH43XoXm'],[],2
2126,NIGHT CURFEW has been imposed in all URBAN AREAS of the district. Berhampur Police appeals to all the citizens to cooperate us in implementation of NIGHT CURFEW. Let's break the chain.  #Break_the_Chain  #stay_at_home_stay_safe  https://t.co/BJSlly4LO8,night curfew impos urban area district berhampur polic appeal citizen cooper implement night curfew break chain ,"['#Break_the_Chain', '#stay_at_home_stay_safe']",[],['https://t.co/BJSlly4LO8'],[],2
2127,The traffic (the lack of it) is the absolute highlight of this curfew. Ufffff!  #WeekendCurfew #COVID19,traffic absolut highlight curfew ufffff ,"['#WeekendCurfew', '#COVID19']",[],[],[],2
2128,@Gaurav06785 @noida_authority @CeoNoida @dmgbnagar @noidapolice @CMOfficeUP @myogiadityanath Exactly. There should have been planned and smooth handover.  Now most of the resident running for procuring drinking water and cherry to the cake is that there is curfew.  Hope everything settles in few days.,exactli plan smooth handov resid procur drink water cherri cake curfew hope settl day ,[],"['@Gaurav06785', '@noida_authority', '@CeoNoida', '@dmgbnagar', '@noidapolice', '@CMOfficeUP', '@myogiadityanath']",[],[],2
2129,@seemarkmenon @ANI If permission was not given then how was this possible at this large scale? Govt could have imposed curfew and cancelled the event. Ppl are equally at fault but this event was completely unnecessary at this point of time.,permiss give possibl larg scale govt impos curfew cancel event ppl equal fault event complet unnecessari point time ,[],"['@seemarkmenon', '@ANI']",[],[],2
2130,"@cbic_india @FinMinIndia @PIBMumbai @DDNewslive @airnewsalerts It seems there are no living person in CBIC who think about living human beings who are suffering in this difficult time with Covid , night and/or weekend curfew. It seems that these people are either not living in this world or showing there ability of twitting.",live person cbic live human suffer difficult time covid night andor weekend curfew peopl live world show abil twit ,[],"['@cbic_india', '@FinMinIndia', '@PIBMumbai', '@DDNewslive', '@airnewsalerts']",[],[],2
2131,Jamia Millia Islamia has postponed the PhD Entrance Test till further order in view of the COVID-19 surge in Delhi and weekend curfew imposed by Delhi Government.,jamia millia islamia postpon phd entranc test till order view covid surg delhi weekend curfew impos delhi govern ,[],[],[],[],2
2132,"Military terrorists raided a house and forcibly abducted a civilian in KanPhyar ward, Myeik around 9:15pm. The curfew in Myeik will be from 10pm to 4am announced by Junta days ago. NUG ASSEMBLE #Apr17Coup #ReleaseTheDetainees #WhatsHappeningInMyanmar  https://t.co/NOvbhpHglQ",militari terrorist raid hous forcibl abduct civilian kanphyar ward myeik curfew myeik announc junta day ago nug assembl ,"['#Apr17Coup', '#ReleaseTheDetainees', '#WhatsHappeningInMyanmar']",[],['https://t.co/NOvbhpHglQ'],[],2
2133,Delhi Police check identity cards &amp; movement passes of commuters during the weekend curfew; visuals from near Akshardham temple.  https://t.co/eqeUcKhg55  https://t.co/QnAP4uNcHn,delhi polic check ident card movement pass commut weekend curfew visual near akshardham templ ,[],[],"['https://t.co/eqeUcKhg55', 'https://t.co/QnAP4uNcHn']",[],2
2134,"Night curfew is like the Crush !  It gives you the feeling , But no fun &amp; value !! 🙊😄",night curfew like crush give feel fun valu ,[],[],[],"['🙊', '😄']",2
2135,"Military terrorists raided a house and forcibly abducted a civilian in KanPhyar ward, Myeik around 9:15pm. The curfew in Myeik will be from 10pm to 4am announced by Junta days ago. NUG ASSEMBLE #Apr17Coup #ReleaseTheDetainees #WhatsHappeningInMyanmar  https://t.co/inSz081xWE",militari terrorist raid hous forcibl abduct civilian kanphyar ward myeik curfew myeik announc junta day ago nug assembl ,"['#Apr17Coup', '#ReleaseTheDetainees', '#WhatsHappeningInMyanmar']",[],['https://t.co/inSz081xWE'],[],2
2136,"Military terrorists raided a house and forcibly abducted a civilian in KanPhyar ward, Myeik around 9:15pm. The curfew in Myeik will be from 10pm to 4am announced by Junta days ago. NUG ASSEMBLE #Apr17Coup #ReleaseTheDetainees #WhatsHappeningInMyanmar  https://t.co/4MjLWAzA0Q",militari terrorist raid hous forcibl abduct civilian kanphyar ward myeik curfew myeik announc junta day ago nug assembl ,"['#Apr17Coup', '#ReleaseTheDetainees', '#WhatsHappeningInMyanmar']",[],['https://t.co/4MjLWAzA0Q'],[],2
2137,"📍Myeik  One civilian was forcibly ABDUCTED in KanPhyar ward, Myeik after the terrorists have raided the house around 9:15pm. Terrorists have announced the curfew will be 10pm-4am in Myeik days ago.   #WhatsHappeningInMyanmar  #Apr17Coup  #ASEANrejectSAC Apr17Coup  https://t.co/ZRz6tSwin0",myeik civilian forcibl abduct kanphyar ward myeik terrorist raid hous terrorist announc curfew pmam myeik day ago aprcoup ,"['#WhatsHappeningInMyanmar', '#Apr17Coup', '#ASEANrejectSAC']",[],['https://t.co/ZRz6tSwin0'],['📍'],2
2138,"Please clarify if night food delivery is allowed in essential services as per the Covid night curfew norms or not? Police is torturing the food delivery outlets, I ask on behalf of the owners of delivery kitchens in Noida. @noidapolice @Uppolice @CeoNoida @DeptGbn @dmgbnagar",clarifi night food deliveri allow essenti servic covid night curfew norm polic tortur food deliveri outlet ask behalf owner deliveri kitchen noida ,[],"['@noidapolice', '@Uppolice', '@CeoNoida', '@DeptGbn', '@dmgbnagar']",[],[],2
2139,Can’t complain with this sunset before curfew 😍💙  https://t.co/n4lXhmsi9O,cant complain sunset curfew ,[],[],['https://t.co/n4lXhmsi9O'],"['😍', '💙']",2
2140,Curfew is meant to break the chain of virus transmission: Minister - The Hindu  https://t.co/Gr8xnw1ZjT,curfew meant break chain viru transmiss minist hindu ,[],[],['https://t.co/Gr8xnw1ZjT'],[],2
2141,"•#Bangalore Metro rail services to be closed on saturdays &amp; sundays, in view of weekend curfew  •No weekend lockdown in Chandigarh, only night curfew from 9 PM to 5 AM on all days  •Air India to cancel flights between India &amp; UK from April 24 to 30",metro rail servic close saturday sunday view weekend curfew weekend lockdown chandigarh night curfew day air india cancel flight india april ,[],[],[],[],2
2142,"To stop the spread in COVID19 cases, District administration has imposed night curfew between 10 pm to 6 am in Poonch &amp; Surankote towns. Night curfew will be imposed strictly. Vehicles can ply with 50% seating capacity: Vinod Kumar, SSP, Poonch (23/4)  #JammuandKashmir",stop spread covid case district administr impos night curfew poonch surankot town night curfew impos strictli vehicl pli seat capac vinod kumar ssp poonch ,['#JammuandKashmir'],[],[],[],2
2143,-internet curfew 69th nights  -Mobile data disabled 40 days -Public wifi limited 38 days -Wireless broadband 22 days - Platforms filtered since Feb Speak out for Myanmar. They are violating our human rights everyday #WhatsHappeningInMyanmar #InternetShutdown #ASEANsupportNUG,internet curfew night mobil data disabl day public wifi limit day wireless broadband day platform filter feb speak myanmar violat human everyday ,"['#WhatsHappeningInMyanmar', '#InternetShutdown', '#ASEANsupportNUG']",[],[],[],2
2144,"Govt says curfew is from 9pm friday to 6am monday, news channel says the same, police personnels in markets at 6pm friday "" bandh madro angadi galu curfew start aithu, eeche hodado haagilla"" i mean these people dnt have proper communication and they expect public to follow rules.",govt curfew friday monday news channel polic personnel market friday bandh madro angadi galu curfew start aithu eech hodado haagilla mean peopl dnt proper commun expect public follow rule ,[],[],[],[],2
2145,@Clau83840963 A curfew in effect would do the trick,curfew effect trick ,[],['@Clau83840963'],[],[],2
2146,A MASK IS BETTER THAN A VENTILATOR  HOME IS BETTER THAN ICU   PREVENTION IS BETTER THAN TREATMENT  IT'S NOT A CURFEW  IT'S CARE FOR YOU  #CovidIndia  @msisodia,mask better ventil home better icu prevent better treatment curfew care ,['#CovidIndia'],['@msisodia'],[],[],2
2147,"During curfew around 1:00 am in Tachileik, two unidentified motorcyclists were raiding into Yadanar 2 st, WangKao ward by opening gunfires and swore offensively at whoever looked outside. ASEAN ACCEPT NUG #Apr23Coup #WhatsHappeningInMyanmar  https://t.co/KH9pYrPFBk",curfew tachileik unidentifi motorcyclist raid yadanar wangkao ward open gunfir swore offens look outsid asean accept nug ,"['#Apr23Coup', '#WhatsHappeningInMyanmar']",[],['https://t.co/KH9pYrPFBk'],[],2
2148,"It's been 10 days of Mahe Ramadan. In this Pandemic situation &amp; the tremendous worst wave of Corona Virus is spreading very wide, I request you guys kindly follow the Curfew rules and the Pray to Almighty to get us out of this situation sooner. #BreakTheChain #CoronavirusPandemic",day mahe ramadan pandem situat tremend worst wave corona viru spread wide request guy kindli follow curfew rule pray almighti situat sooner ,"['#BreakTheChain', '#CoronavirusPandemic']",[],[],[],2
2149,-internet curfew 69th nights  -Mobile data disabled 40 days -Public wifi limited 38 days -Wireless broadband 22 days - Platforms filtered since Feb Speak out for Myanmar. They are violating our human rights everyday #WhatsHappeningInMyanmar #InternetShutdown #ASEANsupportNUG  https://t.co/bTt29RsRAM,internet curfew night mobil data disabl day public wifi limit day wireless broadband day platform filter feb speak myanmar violat human everyday ,"['#WhatsHappeningInMyanmar', '#InternetShutdown', '#ASEANsupportNUG']",[],['https://t.co/bTt29RsRAM'],[],2
2150,Yesterday our health minister sh. anil vij sir (@anilvijminister ) guides as and notify for night curfew from today onward. Here are some image of my village to obeying guidelines  #COVID19India #COVIDEmergency2021 #lockdown #NightCurfew  https://t.co/cuPIPCEqlt,yesterday health minist anil vij guid notifi night curfew today onward imag villag obey guidelin ,"['#COVID19India', '#COVIDEmergency2021', '#lockdown', '#NightCurfew']",[],['https://t.co/cuPIPCEqlt'],[],2
2152,@ashokgehlot51 Emitra week end curfew me band rhega ya open rhega,emitra week end curfew band rhega open rhega ,[],['@ashokgehlot51'],[],[],2
2153,"During curfew around 1:00 am in Tachileik, two unidentified motorcyclists were raiding into Yadanar 2 st, WangKao ward by opening gunfires and swore offensively at whoever looked outside. ASEAN ACCEPT NUG #Apr23Coup #WhatsHappeningInMyanmar  https://t.co/eUCUPjnIAC",curfew tachileik unidentifi motorcyclist raid yadanar wangkao ward open gunfir swore offens look outsid asean accept nug ,"['#Apr23Coup', '#WhatsHappeningInMyanmar']",[],['https://t.co/eUCUPjnIAC'],[],2
2154,"During curfew around 1:00 am in Tachileik, two unidentified motorcyclists were raiding into Yadanar 2 st, WangKao ward by opening gunfires and swore offensively at whoever looked outside. ASEAN ACCEPT NUG #Apr23Coup #WhatsHappeningInMyanmar  https://t.co/sGFcpylJS2",curfew tachileik unidentifi motorcyclist raid yadanar wangkao ward open gunfir swore offens look outsid asean accept nug ,"['#Apr23Coup', '#WhatsHappeningInMyanmar']",[],['https://t.co/sGFcpylJS2'],[],2
2156,#gettingfitterwithsandeep  cycling 🚴 office closed early due to night curfew 😌 @SandeepMall @vishyel @Vivekexambekar @MindMassMess  https://t.co/PDybo4jGgR,cycl offic close earli night curfew ,['#gettingfitterwithsandeep'],"['@SandeepMall', '@vishyel', '@Vivekexambekar', '@MindMassMess']",['https://t.co/PDybo4jGgR'],"['🚴', '😌']",2
2159,"Remaining 9 districts of J&amp;K to go #Locked from Tomorrow  #JAMMU: Remaining 9 districts will go under Corona Curfew from tomorrow i.e., 30/4/21 (Friday) evening (7 pm) till Monday morning (7 am).  @diprjk @OfficeOfLGJandK  https://t.co/JRdsEkAB98",remain district jampk tomorrow remain district corona curfew tomorrow friday till monday morn ,"['#Locked', '#JAMMU:']","['@diprjk', '@OfficeOfLGJandK']",['https://t.co/JRdsEkAB98'],[],2
2161,Enroute konaseema... Night Curfew and Heavy Rain💦☔️ #Vijayawada  https://t.co/eksLT1kijr,enrout konaseema night curfew heavi rain ,['#Vijayawada'],[],['https://t.co/eksLT1kijr'],"['💦', '☔']",2
2162,"Remaining 9 districts will go under Corona Curfew from tmrw i.e., 30/4/21 (Friday) evening (7 pm) till Monday morning (7 am).",remain district corona curfew tmrw friday till monday morn ,[],[],[],[],2
2163,"Remaining 9 districts will go under Corona Curfew from tmrw i.e., 30/4/21 (Friday) evening (7 pm) till Monday morning (7 am).",remain district corona curfew tmrw friday till monday morn ,[],[],[],[],2
2164,"9 districts Bandipora, Kupwara, Shopian, Rajouri, Poonch, Samba, Doda, Kishtwar and Ramban will go under Corona Curfew from tomorrow 07:00 pm till Monday 07:00 am.",district bandipora kupwara shopian rajouri poonch samba doda kishtwar ramban corona curfew tomorrow till monday ,[],[],[],[],2
2165,"France to relax nightly curfew on May 19, to scrap it on June 30: Source  https://t.co/SVjHY8esdR #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",franc relax nightli curfew scrap june sourc ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/SVjHY8esdR'],[],2
2166,@ShrikantS_H The District Magistrate Leh imposes weekend COVID Curfew from 30 April 9:00 P.M. to 3rd May 5:00 A.M.  Order Copy Attached  https://t.co/qNMdb5DK2q,district magistr leh impos weekend covid curfew april order copi attach ,[],['@ShrikantS_H'],['https://t.co/qNMdb5DK2q'],[],2
2167,"Remaining 9 districts in J&amp;K UT (Bandipore, Doda, Kishtwar, Kupwara, Poonch, Rajouri, Ramban, Samba, Shopian) will go under Corona Curfew from tomorrow i.e., 30/4/21 (Friday) evening (7 pm) till Monday morning (7 am).",remain district jampk bandipor doda kishtwar kupwara poonch rajouri ramban samba shopian corona curfew tomorrow friday till monday morn ,[],[],[],[],2
2168,@darbhanga_dm No curfew is visible on roads  ... specifically on streets  ... Mr. DM you are a big failure for the common people of Darbhanga  ... would be profitable to politicians and @NitishKumar,curfew visibl road specif street big failur common peopl darbhanga profit politician ,[],"['@darbhanga_dm', '@NitishKumar']",[],[],2
2170,"Remaining 9 districts in J&amp;K including Bandipora, Doda, Kishtwar, Kupwara, Poonch, Rajouri, Ramban, Samba and Shopian to go under Corona Curfew from tomorrow 7pm till Monday morning 7am",remain district jampk includ bandipora doda kishtwar kupwara poonch rajouri ramban samba shopian corona curfew tomorrow till monday morn ,[],[],[],[],2
2171,TRS 12th ward Gajwel municipal by-election candidate distributing money to the voters by violating the RP ACT MCC-2019 during night curfew when the Govt. and police has promulgated section 144 CrPC.@revanth_anumula @UttamTPCC @manickamtagore @KomatireddyKVR  https://t.co/1Zf1IFXkhs,ward gajwel municip byelect candid distribut money voter violat act mcc night curfew govt polic promulg section crpc ,[],"['@UttamTPCC', '@manickamtagore', '@KomatireddyKVR']",['https://t.co/1Zf1IFXkhs'],[],2
2172,@YinonMagal #BREAKING France to lift night-time curfew on June 30: President Macron  https://t.co/ggPvhlczQZ,franc lift nighttim curfew june presid macron ,['#BREAKING'],['@YinonMagal'],['https://t.co/ggPvhlczQZ'],[],2
2176,"My dear all twiter friends & My siniour person,In covid 19 we all knows what is happening in our india , so my specially request to all of u plz obey our government rules and social distance must be need for kill/destroy corona virus, and always wear mask on ur face.JayJagannath.",dear twiter friend siniour personin covid happen india special request plz obey govern rule social distanc killdestroy corona viru wear mask facejayjagannath ,[],[],[],[],2
2254,We Safe from Corona... #Covid_19,safe corona ,['#Covid_19'],[],[],[],2
2332,"People in prisons are especially vulnerable to COVID-19 infection, as prisons could serve as ""incubators"" for the Corona virus. Release Sant Shri Asharamji Bapu and Narayan Sai as soon as possible.
#CoronaRiskInPrisons",peopl prison especi vulner covid infect prison serv incub corona viru releas sant shri asharamji bapu narayan sai soon possibl ,['#CoronaRiskInPrisons'],[],[],[],2
2423,Uttar Pradesh becomes the Corona Graveyard of the world. #Corona #UttarPradesh,uttar pradesh corona graveyard world ,"['#Corona', '#UttarPradesh']",[],[],[],2
2434,"The corona pandemic would be dead serious in India just after the west Bengal elections. Till then play dodgeball with covid-19

#lockdown #CoronaPandemic #CoronaSecondWave",corona pandem dead india west bengal elect till play dodgebal covid ,"['#lockdown', '#CoronaPandemic', '#CoronaSecondWave']",[],[],[],2
2450,"Yogi Adityanaath has tested postive for Corona. He is renaming himself as Rogi Adityanaath. 

The only 'Positive' news coming out of UP today!!

#YogiAdityanath #Corona #KumbhMela #yogi",yogi adityanaath test postiv corona renam rogi adityanaath posit news today ,"['#YogiAdityanath', '#Corona', '#KumbhMela', '#yogi']",[],[],[],2
2473,"It's important to wear a Mask now a days 

#Covid_19 #StaySafe #WearMask #BeSafe #UseSanitizer #India #WestBengalElection2021",import wear mask day ,"['#Covid_19', '#StaySafe', '#WearMask', '#BeSafe', '#UseSanitizer', '#India', '#WestBengalElection2021']",[],[],[],2
2487,"Is lockdown a solution to control coronavirus? 
#CoronavirusIndia #lockdown #CoronaVaccine #coronavirus #lockdown2021 #Covid_19 #vaccination #coronavirus #COVIDSecondWave #CoronavirusPandemic #CoronaCurfew #",lockdown solut control coronaviru ,"['#CoronavirusIndia', '#lockdown', '#CoronaVaccine', '#coronavirus', '#lockdown2021', '#Covid_19', '#vaccination', '#coronavirus', '#COVIDSecondWave', '#CoronavirusPandemic', '#CoronaCurfew', '#']",[],[],[],2
