,tweet,clean_tweet,hastags,attherate,urls,emojis,label
0,COVID infection leads to clousure of two Jamshedpur schools : DBMS English School's Std.9 student &amp; Andhra Association School's Teacher was found corona positive on Thursday. Administration should close all the offline classes. @HemantSorenJMM @DCEastSinghbhum @BannaGupta76,covid infect lead clousur jamshedpur school dbm english school std student andhra associ school teacher found corona posit thursday administr close offlin class ,[],"['@HemantSorenJMM', '@DCEastSinghbhum', '@BannaGupta76']",[],[],1
1,"UK's Glastonbury Festival, cinemas, museums get government cash to survive COVID  https://t.co/zsvvfaO49b #Sipgrab #UnitingPeopleWithThePossibilities",glastonburi festiv cinema museum govern cash surviv covid ,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/zsvvfaO49b'],[],1
2,"These covid lockdowns make me desperate than ever.   Watch my #sissyclit leak cum like a true #ExposedSissySlut while getting brutally fucked.  Please expose me, Varun is a pathetic #sissy #faggot.  https://t.co/RB7Dse2yYF",covid lockdown desper watch leak cum like true brutal fuck expos varun pathet ,"['#sissyclit', '#ExposedSissySlut', '#sissy', '#faggot.']",[],['https://t.co/RB7Dse2yYF'],[],1
3,"@Dublin_Called @NFitzPsychology Thanks, Orla! The pandemic has made it tougher. My sis (in Canada) &amp; hubster can't even fly over to help out. Under normal conditions (we'll need to redefine ""normal"" post-Covid) we could take turns. However tough, I have no regrets caring for my mum ❤️ (really miss Dublin tho🍀)",orla pandem tougher canada hubster cant fli help normal condit well redefin normal postcovid turn tough regret care mum realli miss dublin tho ,[],"['@Dublin_Called', '@NFitzPsychology']",[],"['❤️', '🍀']",1
4,Please take strict action against the DPS &amp;C Premier Campus Faisalabad for opening and calling of the staff endangering their lives as already more than 10 teachers are diagnosed with Covid. @DCFaisalabad @ImranKhanPTI @OfficialNcoc @HealthPunjabGov @nhsrcofficial @DrMuradPTI,strict action ampc premier campu faisalabad open call staff endang life teacher diagnos covid ,[],"['@DCFaisalabad', '@ImranKhanPTI', '@OfficialNcoc', '@HealthPunjabGov', '@nhsrcofficial', '@DrMuradPTI']",[],[],1
5,"Personal Finance Daily: Compass CEO Robert Reffkin: COVID created a ‘permanent shift’ in real-estate demand, and don’t post your COVID-19 vaccination card on social media — here’s why  https://t.co/dOpO6WT55b #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",person financ daili compass ceo robert reffkin covid creat perman shift realest demand dont post covid vaccin card social medium here ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/dOpO6WT55b'],[],1
6,"Personal Finance Daily: Compass CEO Robert Reffkin: COVID created a ‘permanent shift’ in real-estate demand, and don’t post your COVID-19 vaccination card on social media — here’s why  https://t.co/03E3Pc5mf4 #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",person financ daili compass ceo robert reffkin covid creat perman shift realest demand dont post covid vaccin card social medium here ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/03E3Pc5mf4'],[],1
7,Here's how you can be forced to get the Covid vaccine in the U.S.  https://t.co/eEJUm8GqOB #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,here forc covid vaccin ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/eEJUm8GqOB'],[],1
8,@GabbbarSingh Their PM for Covid 2 days after he was vaccinated.  But aapne Ghabrana nahi hai !,covid day vaccin aapn ghabrana nahi hai ,[],['@GabbbarSingh'],[],[],1
9,@BBMPCOMM @BBMPAdmn Congratulations Sir. A challenging task amidst Covid 19 second wave. My best wishes.,congratul challeng task amidst covid second wave best wish ,[],"['@BBMPCOMM', '@BBMPAdmn']",[],[],1
10,There's a less chance for Hasan Ali to play tomorrow because he's not fully fit after Covid-19!! 😢 #PAKvSA #SAvPAK,there chanc hasan ali play tomorrow fulli fit covid ,"['#PAKvSA', '#SAvPAK']",[],[],['😢'],1
11,: Compass CEO Robert Reffkin: COVID created a ‘permanent shift’ in real-estate demand  https://t.co/6jRoyLe93D #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,compass ceo robert reffkin covid creat perman shift realest demand ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/6jRoyLe93D'],[],1
12,Modi has sufficient time to blame others but not for his audience to be save from covid   by using mask and distance.,modi suffici time blame audienc save covid mask distanc ,[],[],[],[],1
13,"Respected education Minister, This message is in regard of the students of MNIT Jaipur.  When all other NITs are functioning online then why MNIT jaipur is putting the students life at risk amidst the rising number of covid cases.  @PrakashJavdekar @AmitShah  @narendramodi",respect educ minist messag regard student mnit jaipur nit function onlin mnit jaipur put student life risk amidst rise number covid case ,[],"['@PrakashJavdekar', '@AmitShah', '@narendramodi']",[],[],1
14,@EssexPR Those who got admitted in hospital with other reasons and caught covid there in hospitals.,admit hospit reason caught covid hospit ,[],['@EssexPR'],[],[],1
15,"Alhamdollilah, Allah gave them complete health wich are effected with Covid-19. And stay blessed",alhamdollilah allah give complet health wich effect covid stay bless ,[],[],[],[],1
16,"@abhymurarka @dakuwithchaku Hinduja Hospital - 9969201003. They'll register details &amp; allocate bed as soon as its available.   But If patient is not having any breathing issue, then covid center at Nesco, Parasdham Ghatkopar or BKC is anytime better options to opt immediately. Take care.",hinduja hospit theyll regist detail alloc bed soon avail patient breath issu covid center nesco parasdham ghatkopar bkc anytim better option opt immedi care ,[],"['@abhymurarka', '@dakuwithchaku']",[],[],1
17,People with disabilities should be prioritized &amp; get vaccinated soon. I teach at a special school &amp; I know that immune system of our kids is weak.The new British variant of Covid is dangerous &amp; hard on kids.Government should  make vaccine available and accessible for PWD #COVID,peopl disabl priorit vaccin soon teach special school immun system kid weakth new british variant covid danger hard kidsgovern vaccin avail access pwd ,['#COVID'],[],[],[],1
18,#AmitShah #NarendraModi  &amp; senior leadership of #BJP is doing election campaigns in #tn #WestBengal &amp; Assam. These senior responsible leaders are kicking the Covid Rules that we all are followin religiously for us and our family and to be saved from Cash Challans.  Is this right?  https://t.co/1LxwJMnF3o,senior leadership elect campaign assam senior respons leader kick covid rule followin religi famili save cash challan ,"['#AmitShah', '#NarendraModi', '#BJP', '#tn', '#WestBengal']",[],['https://t.co/1LxwJMnF3o'],[],1
19,I everyone I am journalist I hope everyone also fine but I asked everyone covid 9 (corona) was very spread in India then everyone use mask and take care your self 🙏🏻 I hopI will try my best to bring you the accumulated strength of the case in a positive way #jornalist  #Covid_19  https://t.co/cO1IMzN4SF,journalist hope fine ask covid corona spread india mask care self hopi best bring accumul strength case posit way ,"['#jornalist', '#Covid_19']",[],['https://t.co/cO1IMzN4SF'],['🙏🏻'],1
20,Temporarily closed due to pandemic #Covid_19  https://t.co/l71WUDF1WI,temporarili close pandem ,['#Covid_19'],[],['https://t.co/l71WUDF1WI'],[],1
21,"🛑🚨some very critical work by my buddy @andrabi_raiees on the #Covid’s, now infamous, spike proteins. He and his team conclude that this work may facilitate the development of new vaccines.",critic work buddi infam spike protein team conclud work facilit develop new vaccin ,"['#Covid’s,']",['@andrabi_raiees'],[],"['🛑', '🚨']",1
22,B.1.1.7 variant of COVID-19 spreading rapidly in United States  https://t.co/fiwnja3yQt #Nifty #sipgrab,variant covid spread rapidli unit state ,"['#Nifty', '#sipgrab']",[],['https://t.co/fiwnja3yQt'],[],1
23,Request everyone in #Mumbai &amp; #Maharashtra to come forward voluntarily &amp; donate blood. We don’t have the time &amp; we don’t know what future holds for us as far as Covid is concerned. Do it &amp; do it now. @BloodDonorsIn,request forward voluntarili donat blood dont time dont futur hold far covid concern ,"['#Mumbai', '#Maharashtra']",['@BloodDonorsIn'],[],[],1
24,"@PMOIndia @narendramodi  @vijayrupanibjp @collectorvalsad  My impression of Government run PHC was not good but change after visiting PHC, ORVAD, UDVADA, DIST. VALSAD, GUJARAT for Covid Vaccine. Very good improvement &amp; staff. Administrative &amp; Medical staff deserve appreciation.",impress govern phc chang visit phc orvad udvada dist valsad gujarat covid vaccin improv staff administr medic staff deserv appreci ,[],"['@PMOIndia', '@narendramodi', '@vijayrupanibjp', '@collectorvalsad']",[],[],1
25,@AUThackeray @mybmc Pls start COVID centers on urgent basis....,start covid center urgent basi ,[],"['@AUThackeray', '@mybmc']",[],[],1
26,So LRH new allied building 500 beded is being emptied for covid patients Meaning all services are being withheld for covid pandemic 3rd wave  God bless us all !! #CoronaUpdate #KPKUpdates,lrh new alli build bed empti covid patient mean servic withheld covid pandem wave god bless ,"['#CoronaUpdate', '#KPKUpdates']",[],[],[],1
27,"@A_Troglodyte_ Almost like covid but without sore throat. Headache,weakness,unusual fever.",like covid sore throat headacheweaknessunusu fever ,[],['@A_Troglodyte_'],[],[],1
28,#enjoythejourney #Fun #covid_19 #besafe #vaccination  Tour and Traveling is most enjoyable part of life but this is unprecedented time of pandemic so #besafeeveryone.  #enjoythejourney #anatomyofaction #theofficialanatomyofaction  @Gov_of_india @iucngys @GlobalGoals  https://t.co/Xt8fJJmOJm,tour travel enjoy life unpreced time pandem ,"['#enjoythejourney', '#Fun', '#covid_19', '#besafe', '#vaccination', '#besafeeveryone.', '#enjoythejourney', '#anatomyofaction', '#theofficialanatomyofaction']","['@Gov_of_india', '@iucngys', '@GlobalGoals']",['https://t.co/Xt8fJJmOJm'],[],1
29,The Skye Restaurant by Indigo Heights is sealed over #COVID19 SoPs violations.  Please report any violations #Covid_19  #Lahore  #Coronaviruspakistan #StayHome  https://t.co/arJbVQUheg,skye restaur indigo height seal sop violat report violat ,"['#COVID19', '#Covid_19', '#Lahore', '#Coronaviruspakistan', '#StayHome']",[],['https://t.co/arJbVQUheg'],[],1
30,#yesterday on 2nd April 2021#online test #political science ou pg college secunderabad HYD#never seen like these test in online#always slides were scrolling not attempt properly due to online test is not conduct properly#covid 19  https://t.co/gWIp0xXoVu,april test scienc colleg secunderabad hyd like test onlin slide scroll attempt properli onlin test conduct properli ,"['#yesterday', '#political']",[],['https://t.co/gWIp0xXoVu'],[],1
31,Hundreds of people died of Covid today It's not a small thing We got to worry We got to act,hundr peopl die covid today small thing worri act ,[],[],[],[],1
32,@FarooqAhmedX I lost my Covid fears last year.....not as deadly as painted,lose covid fear yearnot deadli paint ,[],['@FarooqAhmedX'],[],[],1
34,SOS I NEED COVID-19 HOSPITAL WITH DIALYSIS TREATMENT IN MUMBAI  WE ARE SEARCHING HOSPITAL BUT NO BEDS ARE AVAILABLE &amp; WHERE BEDS ARE AVAILABLE THEY ARE NOT ALLOWING DIALYSIS TREATMENT FOR PATIENT  #HelpMeUrgently @manoj_kotak  @OfficeofUT  @AUThackeray  @PawarSpeaks @PMOIndia,covid hospit dialysi treatment mumbai search hospit bed avail bed avail allow dialysi treatment patient ,['#HelpMeUrgently'],"['@manoj_kotak', '@OfficeofUT', '@AUThackeray', '@PawarSpeaks', '@PMOIndia']",[],[],1
35,ADD press release regarding current situation in K.Dhiffushi   #ADD #ADDhiffushi #ADDNGO #Dhiffushi #ADDawares #covid #covid2019 #covid19outbreak  https://t.co/eUv7EWbm78,add press releas current situat kdhiffushi ,"['#ADD', '#ADDhiffushi', '#ADDNGO', '#Dhiffushi', '#ADDawares', '#covid', '#covid2019', '#covid19outbreak']",[],['https://t.co/eUv7EWbm78'],[],1
36,See the Current active cases of Tamil Nadu and how rallies are going on. Now where are the Covid Protocols? Who Will answer? Elections hoge rallies hogi but exams Nahi hogi. Tyoharo par dukane band hogi.q #ElectionHongeExamnahihogi  https://t.co/YW18MxJSF6,current activ case tamil nadu ralli covid protocol answer elect hoge ralli hogi exam nahi hogi tyoharo par dukan band hogiq ,['#ElectionHongeExamnahihogi'],[],['https://t.co/YW18MxJSF6'],[],1
37,@LonewolfScyther The amount of opportunities i have lost because of covid have taken mental toll on me..  https://t.co/WL0g9nYhZV,opportun lose covid mental toll ,[],['@LonewolfScyther'],['https://t.co/WL0g9nYhZV'],[],1
38,Got #Vaccination of COVID-19.. ...Feeling thankful to government of india  https://t.co/I9HRdC6YHu,covid feel govern india ,['#Vaccination'],[],['https://t.co/I9HRdC6YHu'],[],1
39,TODAY NO VENTILATOR FREE IN HOSPITAL ON EVERY VENTILATOR COVID PATIENT FAMILY PRAYING  WORSHIP FOR SAVEING LIFE JUST LISTEN THREE MINUTE VEDIO SAY WHO BECOME COVID GOD @IndoreCollector @iShankarLalwani @JansamparkMP  #COVID19 #CoronavirusPandemic   https://t.co/LexRAldGcw,today ventil free hospit ventil covid patient famili pray worship save life listen minut vedio covid god ,"['#COVID19', '#CoronavirusPandemic']","['@IndoreCollector', '@iShankarLalwani', '@JansamparkMP']",['https://t.co/LexRAldGcw'],[],1
40,local council elections #LCE2021 has cured covid. 😒😂 #covid19dhifaau,local council elect cure covid ,"['#LCE2021', '#covid19dhifaau']",[],[],"['😒', '😂']",1
41,@manojkjhadu @EduMinOfIndia Well that has to be followed by students when the likes of you not following Covid protocol how u expect students to do so.,follow student like follow covid protocol expect student ,[],"['@manojkjhadu', '@EduMinOfIndia']",[],[],1
42,"@fadlism @kudanai ""Sinopharm is for the opposition and Covishield is for govt pro.""  &amp;  Covid-19 is for everyone.",sinopharm opposit covishield govt pro covid ,[],"['@fadlism', '@kudanai']",[],[],1
43,Just got this message from covid vaccination helpline. Such efficiency. 1 hour left in the day. Wow! 👏🏽👏🏽 @OfficialNcoc  https://t.co/OMliNrjQrF,messag covid vaccin helplin effici hour left day wow ,[],['@OfficialNcoc'],['https://t.co/OMliNrjQrF'],"['👏🏽', '👏🏽']",1
44,Europe recasts COVID-19 vaccine playbook after first-round flop  https://t.co/G6uv5yFtpg #Sipgrab #UnitingPeopleWithThePossibilities,europ recast covid vaccin playbook firstround flop ,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/G6uv5yFtpg'],[],1
45,"As covid cases are rising in Maharashtra,But @CMofKarnataka has not given any order regarding the closure of route for people coming or going to Maharashtra .I humbly request honorable CM to please take precautionary measures to tackle the virus. @siddaramaiah  @hd_kumaraswamy",covid case rise maharashtrabut give order closur rout peopl maharashtra humbl request honor precautionari measur tackl viru ,[],"['@CMofKarnataka', '@siddaramaiah', '@hd_kumaraswamy']",[],[],1
46,81300+ Covid cases today .. is Virus getting super activated or people have become reluctant and do not care about getting infected. Let's open Vaccination for all adults basis availability @drharshvardhan @PMOIndia #StaySafe #WearMask #SocialDistancing #WFH #LiveWithCare  https://t.co/MLS9POBBKb,covid case today viru super activ peopl reluct care infect open vaccin adult basi avail ,"['#StaySafe', '#WearMask', '#SocialDistancing', '#WFH', '#LiveWithCare']","['@drharshvardhan', '@PMOIndia']",['https://t.co/MLS9POBBKb'],[],1
47,"""France to enter a third national lockdown for four weeks amid COVID-19 surge""   https://t.co/mFZiZEbKfz",franc enter nation lockdown week amid covid surg ,[],[],['https://t.co/mFZiZEbKfz'],[],1
48,@OfficialDMRC You are praise these thing everyday on twitter but what for them who travel daily in crowded metro. There is any covid safety measure taken by dmrc for there passenger? Metro running as the same as running before Corona period and people are traveling same too.,prais thing everyday twitter travel daili crowd metro covid safeti measur dmrc passeng metro corona period peopl travel ,[],['@OfficialDMRC'],[],[],1
49,TOI Edit Page : Covid year in review: Four areas where India acquitted itself well during the worldwide pandemic crisis  https://t.co/aTamPkYzxM,toi edit page covid year review area india acquit worldwid pandem crisi ,[],[],['https://t.co/aTamPkYzxM'],[],1
50,the security was nice enough to let me take pics of the place but it’s closed rn cuz of covid :( i literally felt like i was in another world  https://t.co/0I2LZTjmYl,secur pic place close cuz covid liter felt like world ,[],[],['https://t.co/0I2LZTjmYl'],[],1
52,Congratulations @subodhagarwal Ji. This is really very kind work you have done during COVID. @ZeeNews @ashokgehlot51 @DrBDKalla @PSKhachariyawas @RajSampark,congratul kind work covid ,[],"['@subodhagarwal', '@ZeeNews', '@ashokgehlot51', '@DrBDKalla', '@PSKhachariyawas', '@RajSampark']",[],[],1
55,"Of vaccines for which we created gaga and did publicity during elections?Are we not ready infrastructure wise even after 1year of COVID-19 that we are talking about lockdown. Lockdown is not solution,we need solution.@narendramodi @AmitShah @drharshvardhan #nightcurfew #COVID19",vaccin creat gaga public electionsar readi infrastructur wise year covid talk lockdown lockdown solutionw solut ,"['#nightcurfew', '#COVID19']","['@AmitShah', '@drharshvardhan']",[],[],1
56,I just don't understand the point of spending billions in producing COVID-19 vaccine if we are not able to control the virus even after 1year. We are talking about imposing lockdown and in few states it's already imposed.Then what was the point of readines and production 1/2,dont understand point spend billion produc covid vaccin abl control viru year talk impos lockdown state imposedthen point readin product ,[],[],[],[],1
57,@ThatDjVega But that’s kinda always been a thing since before COVID.,that kinda thing covid ,[],['@ThatDjVega'],[],[],1
58,@uditprakash  And sir university is forcing us to give undertaking that mentions that university will not be responsible if anyone becomes covid positive &amp; no provision for students who miss their exams due to some emergency. Kind request Sir pls look into this matter...,univers forc undertak mention univers respons covid posit provis student miss exam emerg kind request look matter ,[],['@uditprakash'],[],[],1
59,Alhamdulillah got my 2nd dose of Covid 19 vaccine 2 days ago ✨  https://t.co/tIi5TNwTZ9,alhamdulillah dose covid vaccin day ago ,[],[],['https://t.co/tIi5TNwTZ9'],['✨'],1
60,A beautiful and self exploratory message... #WearAMask  #Covid_19  https://t.co/mStNaciISa,beauti self exploratori messag ,"['#WearAMask', '#Covid_19']",[],['https://t.co/mStNaciISa'],[],1
61,Jay Hind....🇮🇳🇮🇳🇮🇳  #upsc #ias #ips #ifs #irs #ies #upscexam #iasofficer #ipsofficer #ssc #gk #bpsc #kpsc #ukpsc #MBBS #iasmotivation #gpsc #mpsc #mp #crpf #Bihar #Punjabi #IPL2021 #Covid_19 #lbsnaa #ARMY #Delhi #India  #Modi #study #student #college ❤️ Like ➡️Comment  💚follow  https://t.co/XjnfvP7k1G,jay hind like comment follow ,"['#upsc', '#ias', '#ips', '#ifs', '#irs', '#ies', '#upscexam', '#iasofficer', '#ipsofficer', '#ssc', '#gk', '#bpsc', '#kpsc', '#ukpsc', '#MBBS', '#iasmotivation', '#gpsc', '#mpsc', '#mp', '#crpf', '#Bihar', '#Punjabi', '#IPL2021', '#Covid_19', '#lbsnaa', '#ARMY', '#Delhi', '#India', '#Modi', '#study', '#student', '#college']",[],['https://t.co/XjnfvP7k1G'],"['🇮🇳', '🇮🇳', '🇮🇳', '❤️', '➡️', '💚']",1
62,Kindly someone explain the paradox of millions collecting in one place and the super surge of covid 19 infection. The government am sure must be aware.,kindli explain paradox million collect place super surg covid infect govern sure awar ,[],[],[],[],1
63,@uditprakash  And sir college administration is justifying by saying we are following all covid precautions as prescribed by govt . Few days back only examination of some students was held and it can be seen no such rules were followed.  https://t.co/xOUnOcEvXi,colleg administr justifi follow covid precaut prescrib govt day examin student held rule follow ,[],['@uditprakash'],['https://t.co/xOUnOcEvXi'],[],1
64,Covid advisory panel wants Ekushey Book Fair closed to curb transmission  https://t.co/czBx0OsydN,covid advisori panel ekushey book fair close curb transmiss ,[],[],['https://t.co/czBx0OsydN'],[],1
65,Jay Hind....🇮🇳🇮🇳🇮🇳  #upsc #ias #ips #ifs #irs #ies #upscexam #iasofficer #ipsofficer #ssc #gk #bpsc #kpsc #ukpsc #MBBS #iasmotivation #gpsc #mpsc #mp #crpf #Bihar #Punjabi #IPL2021 #Covid_19 #lbsnaa #ARMY #Delhi #India  #Modi #study #student #college ❤️ Like ➡️Comment  💚follow  https://t.co/0BnLs4VBhL,jay hind like comment follow ,"['#upsc', '#ias', '#ips', '#ifs', '#irs', '#ies', '#upscexam', '#iasofficer', '#ipsofficer', '#ssc', '#gk', '#bpsc', '#kpsc', '#ukpsc', '#MBBS', '#iasmotivation', '#gpsc', '#mpsc', '#mp', '#crpf', '#Bihar', '#Punjabi', '#IPL2021', '#Covid_19', '#lbsnaa', '#ARMY', '#Delhi', '#India', '#Modi', '#study', '#student', '#college']",[],['https://t.co/0BnLs4VBhL'],"['🇮🇳', '🇮🇳', '🇮🇳', '❤️', '➡️', '💚']",1
66,It's important that the public too take over the responsibility of bringing down the #coronavirus count. We start with self and ensure everyone around us  follow the Covid precautions.  Let us show the Spirit of Mumbai. Together we can #Mumbai...,import public respons bring count start self ensur follow covid precaut spirit mumbai ,"['#coronavirus', '#Mumbai...']",[],[],[],1
67,"@rblbank @rblbank @rblbank Good night sir"" me covid 19 positive. Me credit card payment dely .me financely disturb sir .but payment collection boy matainly hurssment .sir pay partly me sour every months .full payment not possible.",night covid posit credit card payment deli financ disturb payment collect boy matainli hurssment pay partli sour month payment possibl ,[],"['@rblbank', '@rblbank', '@rblbank']",[],[],1
68,"If your child is having difficulty remembering skills they had mastered before COVID-19, such as toilet training and sleeping, they are not alone.  Check out our advice on how you can help your family navigate these challenges together.",child difficulti rememb skill master covid toilet train sleep check advic help famili navig challeng ,[],[],[],[],1
69,"@sumanchalissery U must have RTPCR test report from ur home state . Ivide enter cheyyunathinu oru 45-50 km munne they will check our report . If we are COVID negative , no test will be conducted and will give use this slip 😁 Athanu entry card 😜",rtpcr test report home state ivid enter cheyyunathinu oru munn check report covid neg test conduct slip athanu entri card ,[],['@sumanchalissery'],[],"['😁', '😜']",1
71,"@governorswaraj @Hemang_1 Yes, everyone bounce back.I lost my job during lockdown as I was working with China-based company &amp; it shut down its India operations. In between I fought with COVID as well. After struggling a lot I got my dream job with one of India’s leading IT companies.",bounc backi lose job lockdown work chinabas compani shut india oper fought covid struggl dream job india lead compani ,[],"['@governorswaraj', '@Hemang_1']",[],[],1
72,"I'm at Covid-19 Vaccine Center in Al Mubarraz, Ash Sharqiyah  https://t.co/XEOEw5syUP",covid vaccin center mubarraz ash sharqiyah ,[],[],['https://t.co/XEOEw5syUP'],[],1
73,We r not convinced with fees charged by school when already it’s COVID-19 panadamic period.. we r facing loses in our income sources.Schools last year fees already to high because it’s only online education provided by them. Still they want to increase fee.@DPSSurat @PMOIndia,convinc fee charg school covid panadam period face lose incom sourcesschool year fee high onlin educ provid increas fee ,[],['@PMOIndia'],[],[],1
74,"Black Hat #SEO isn’t illegal, it does only violate #webmaster guidelines set by search engines. Stay aware about your business and don't be a part of April Fool.  #aprilfools #april #aprilfoolsday #memes #aprilfool #corona #stayhome #digitalmarketing #covid #prank #funny #love  https://t.co/SOWjJhW5WR",black hat isnt illeg violat guidelin set search engin stay awar busi dont april fool ,"['#SEO', '#webmaster', '#aprilfools', '#april', '#aprilfoolsday', '#memes', '#aprilfool', '#corona', '#stayhome', '#digitalmarketing', '#covid', '#prank', '#funny', '#love']",[],['https://t.co/SOWjJhW5WR'],[],1
75,"@SBICard_Connect @SBICard_Connect @ Good night sir ""me covid 19 positive. Me credit card payment dely .me financely disturb sir .but payment collection boy matainly hurssment .sir pay partly me sour every months .full payment not possible.",night covid posit credit card payment deli financ disturb payment collect boy matainli hurssment pay partli sour month payment possibl ,[],"['@SBICard_Connect', '@SBICard_Connect', '@']",[],[],1
