,username,created_at,replies_count,retweets_count,likes_count,tweet,language
76,venupnair_nrmu,2021-06-22 04:49:15 India Standard Time,43.0,60.0,263,24 th RT PCR test since COVID-19 Pandemic starts last year .....🙏🚩🚩🚩  https://t.co/8uWiBeumHv,en
77,rajeshbadigerin,2021-06-22 04:33:44 India Standard Time,0.0,1.0,0,#National | #COVID19 #VaccinationDrive: RECORD! 80+ lakh vax jabs in a day «WELL DONE INDIA» @narendramodi  Congratulations! to those who got vaccinated &amp; #kudos to all the #frontlinewarriors working hard to ensure a stash of citizens got the vaccine. WELL DONE INDIA! he #tweeted  https://t.co/aCl21uBsN8,en
78,kayown,2021-06-22 04:18:26 India Standard Time,1.0,0.0,1,"I lost my MRSM batch mate to Covid-19 this morning. After 3 weeks fighting for his life. He was a good man, a caring and a wonderful father. Al Fatihah. Every minute of delay in getting people vaccinated is costing lives. It's not just statistics.. It's family and people we love.",en
81,usmanch06878397,2021-06-22 02:25:56 India Standard Time,0.0,0.0,1,"NIH along with WHO and the Government of Balochistan jointly conducted training on COVID-19 Laboratory Diagnostic Methods at Provicinal Public Health Ref Lab FJ Chest Hospital, Quetta.👍👍👍",en
84,epigene_kushwah,2021-06-22 02:06:19 India Standard Time,0.0,0.0,2,"@cmbjpup It's really a big news, I always looked the day wise covid19 data &amp; from the bigenning of pandemic this district did incredible job for controlling the infection and better treatment strategy. #WeldoneIndia @BJP4UP @CMOfficeUP @myogiadityanath @covid19indiaorg @CovidIndiaSeva",en
90,tariqzaheer54,2021-06-22 01:34:29 India Standard Time,0.0,0.0,0,"Get vaccinated, strengthen the fight against COVID-19. 😷🩺💉🇮🇳💉  https://t.co/Gmwf31KCYi",en
91,livarhi3,2021-06-22 01:24:31 India Standard Time,0.0,0.0,0,We need awareness...why..? Plastic rice is coming up due to lockdown effects  #lockdown  #awareness  #Covid_19  #digitalbusinesstransformation,en
92,jimmyrsyd,2021-06-22 01:23:40 India Standard Time,0.0,0.0,0,GG Chilwell &amp; Mount close contact COVID-19,en
96,manasbehera07,2021-06-22 00:48:52 India Standard Time,0.0,0.0,3,Only way to stop contaminated #COVID19.  Please follow this. Wear double mask.  Our CM @Naveen_Odisha requested all..  https://t.co/LY0U3pV3Rk,en
97,ayush_chorbele,2021-06-22 00:42:23 India Standard Time,0.0,0.0,0,CVC Arrangement For 22/06/2021. Tuesday #Pune #PuneVaccination #PuneFightsCorona #GetVaccinated #COVID19 #VaccineForAll #COVID19India  https://t.co/AtZY8emuJp,en
99,_rodahidup,2021-06-22 00:28:16 India Standard Time,0.0,1.0,0,Number of linked and unlinked COVID-19 community cases in Singapore  https://t.co/VmeLqjyihu via @ChannelNewsAsia,en
101,viraljharsuguda,2021-06-22 00:10:41 India Standard Time,0.0,0.0,2,"Till date covid report ( Active cases, Deaths, RTPCR tests, No of shop sealed, Functioning CCC/TMC) Till date Vaccination detail of jharsuguda District AND FINE collection from covid19 Guidlines violators #jharsuguda #viraljharsuguda  https://t.co/dbsgZAb21g",en
102,utsavku88124788,2021-06-22 00:09:36 India Standard Time,0.0,0.0,3,Everyone is a Gangster . Until The Real Gangster Arrives. #influencers #bangalorelockdown #fashionista #fashionblogger #bloggers #modelphotography #PicOfTheDay #COVID19 #StaySafe #Delhi #fashionaddict #Mumbai  https://t.co/UtbLqP2C4X,en
104,abhitanwar147,2021-06-22 00:06:01 India Standard Time,0.0,0.0,0,@RVCJ_FB Could you please let us know. Aj test kitne hue h covid 19 k?,en
105,zson_bakka,2021-06-22 00:05:06 India Standard Time,1.0,2.0,5,2. Include Covid 19 &amp; Mucormycosis under Aarogyasri and empanel all private hospitals under Aarogyasri and release the dues to these hospitals within  3 weeks  - Start Ayushmann Bharat immediately to include Covid 19 in this scheme -  @navjivanindia @NH_India @ANI @PTI_News,en
106,shuhaibasiraj,2021-06-21 23:58:48 India Standard Time,2.0,0.0,6,One positive moment I had at Maeps so far: Encountered a Covid-19 patient with hearing disability earlier today and I could sign and ask him about his symptoms,en
108,startupkesari,2021-06-21 23:43:48 India Standard Time,5.0,1.0,9,"Over 8 million vaccine doses administered in a single day - highest in the world. This is the first day of open for all adults, direct on site registration for Covid-19 vaccination in India! 🇮🇳  #COVID19 #COVID19India #VaccineForAll #IndiaFightsCorona #LargestVaccineDrive",en
109,mindkrraft,2021-06-21 23:43:08 India Standard Time,0.0,1.0,1,Plz book your #appointment in advance as we are following #Jammu covid19 directives... AASHA HERBALS AND MAKEOVER STUDIO Jammu #bridal #herbalcare #makeup #spa  aashaherbals1@gmail.com #WhatsApp  9055431419. #aashaherbals  Estd since 1979. #beautyhub  And plz #WearAMask  🙏  https://t.co/UDmOQ9GwZi,en
110,kunal29557041,2021-06-21 23:40:04 India Standard Time,1.0,0.0,0,"@BabaAaramdevp An incredible work done by our front line warriors under the leadership of Hon PM Shri @narendramodi Ji with more than 81,00,000 vaccinations done today The response to our mega vaccination drive has been overwhelming Lets strengthen the fight against #COVID19 and get #vaccinated",en
111,its7mmd,2021-06-21 23:37:12 India Standard Time,0.0,0.0,1,Frame ..   @fujifilmme  @fujifilm_kuwait   . . . . . #storytelling  #covıd19  #bnwphotography  #fujifilm  #its7mmd #everydaymiddleeast  #everydaykuwait @ Kuwait City  https://t.co/1mhV8SEoBs,en
113,rajeevmenonsl,2021-06-21 23:32:34 India Standard Time,1.0,15.0,15,This is frightening news! #DeltaVariant #COVID19,en
117,pati_suvam,2021-06-21 23:24:48 India Standard Time,0.0,0.0,0,One of the best news in recent times. 🙏 Onwards and upwards ❤️ #vaccine #COVIDVaccination #COVID19,en
118,sunilkumar4bjp,2021-06-21 23:24:12 India Standard Time,0.0,1.0,0,"An incredible work done by our front line warriors under the leadership of Hon. PM Shri @narendramodi Ji with more than 81,00,000 vaccinations done today, the response to our mega vaccination drive has been overwhelming!  Let's strengthen the fight against #COVID19  #Vaccinated!  https://t.co/uZ6WCLYZ7q",en
119,ajayverma2014,2021-06-21 23:19:15 India Standard Time,0.0,0.0,0,@narendramodi @PMOIndia @MoHFW_INDIA Kindly keep the track record of the people dying after taking the vaccinations doses with the symptoms of covid19 and other heart related problems with sudden heart attacks and other major complications.,en
121,otajonovanvar,2021-06-21 23:16:00 India Standard Time,0.0,0.0,0,"400 new COVID-19 cases per day in Uzbekistan (34 mln. + population). And, you are not interviewing #DV2021 winners because of ""critical"" situation in Uzbekistan with COVID. So, only DV winners may cause COVID harm? @usembtashkent @curtisatlaw @POTUS",en
122,nykthoubal,2021-06-21 23:13:47 India Standard Time,0.0,0.0,5,"Volunteers of Nehru Yuva Kendra Thoubal, Manipur motivated, encouraged and helped small children to perform #yoga on #InternationalDayOfYoga today by following Covid 19 protocols. #BeWithYogaBeAtHome #IDY2021  #YogaForHealth @Nyksindia @YASMinistry @RijijuOffice @moayush  https://t.co/kQe3w4kZI3",en
123,krishnaraoukey,2021-06-21 23:13:20 India Standard Time,0.0,0.0,0,"Don't compare with other countries, figures of vaccine is low considering d population. In fact blind Modi bhakt, u should b ashamed that d shameless n whimsical Modi failed in handling covid19, but bjp is full of idiots n shameless leaders, u have to praise Modi or loose chair",en
124,sparththeepan,2021-06-21 23:10:43 India Standard Time,0.0,0.0,0,"Covid-19  death 🇱🇰🇱🇰 A further 52 deaths were recorded; 2,633 Kovit deaths so far in Sri Lanka - 30 men, 22 women - Contents of one person under the age of 30 who died තවත් මරණ 52 ක් වාර්තා විය.  ශ්‍රී ලංකාවේ මේ දක්වා කෝවිට් මරණ 2,633 කි   සාමාන්‍යයෙන් දිනකට මරණ 50 ක් #SLK#🇱🇰🇱🇰  https://t.co/NiUUvuZtqE",en
125,syedhasanhaider,2021-06-21 23:08:34 India Standard Time,0.0,0.0,0,"Kids play at #seaview in #karachi. Seaview was opened for public last week after a prolonged closure due to the third wave of #covid_19   #karachidiaries #kidsofinstagram #kids #pakistanistreetstyle @ Karachi, Pakistan  https://t.co/TRkLqkwPgB",en
126,saradi_gogoi,2021-06-21 23:05:40 India Standard Time,0.0,0.0,2,"Hon'ble MP, Rajyasabha Sri Kamakhya Prasad Tasa in the presence of Hon'ble DC,Jorhat Sri Ashok Kr. Barman inaugurating the Model Vaccination Centre for Covid-19 Mega Vaccination Campaign at Dhalarsatra Higher Secondary School,Titabar,Jorhat  https://t.co/0ZBAWOZ0p3",en
130,vijayak45400293,2021-06-21 22:59:20 India Standard Time,0.0,0.0,0,"India's first indigenous vaccine against COVID-19, Covaxin, is safe and generates immune response without any serious side effects, according to the interim results of the phase 2 trials: Lancet Report |  https://t.co/uil2VTIEco",en
135,alamintipu4,2021-06-21 22:52:59 India Standard Time,0.0,0.0,0,May be covid-19 has gone.But i am still afraid.  https://t.co/hqcnJMlaI3,en
137,aychanali,2021-06-21 22:47:12 India Standard Time,0.0,0.0,0,#AssamCovidUpdate #IndiaFightsCorona  Media Bulletin on #Covid19 #Assam and actions taken as 21/6/2021 #StaySafe  https://t.co/kAlkkSTUf7,en
139,cholngo,2021-06-21 22:42:17 India Standard Time,0.0,3.0,6,@CholNgo  #bondhucholngo #NGO #socialforgood  To donate contact us bondhuchol.ngo@gmail.com #COVID19India #Covid_19 #covid19food #fooddistribution #StayHome #StaySafe #WearMask  https://t.co/dvV9SG2MTr,en
141,bilalkhawaja96,2021-06-21 22:41:37 India Standard Time,0.0,0.0,1,"1st dose done, please get yourself vaccinated everyone. #COVIDVaccination #vaccinated #CoronaVaccine #COVID19 #Sinovac  https://t.co/Q2EH5acmrj",en
142,cholngo,2021-06-21 22:40:13 India Standard Time,0.0,2.0,7,To donate contact us @CholNgo  bondhuchol.ngo@gmail.com #bondhucholngo #COVID19 #StayHome #COVID19India #socialforgood #dogood #StaySafe #StayHealthy #WestBengal #wearmask #NGO  https://t.co/UIjSILx2cn,en
143,lindanewmai,2021-06-21 22:37:02 India Standard Time,0.0,125.0,33,"Bravo 👏  India has vaccinated a record breaking number of 81 lakh people in a single day!  Congratulations to Hon’ble #PMModiji and it’s #frontlineworkers for this incredible milestone, a great feat in India's fight against #COVID19.    #LargestVaccineDrive  #BharatThanksModiJi  https://t.co/0T7QatLSE1",en
145,sunilghate1,2021-06-21 22:30:16 India Standard Time,0.0,1.0,8,"A nice reflection of colours on a rainy night. #RCitymall and #LBSRD Ghatkopar-w would be crowded at 10 PM. But, #Covid_19 has made all the difference! No one on the road. Unedited pic. Taken on IPhone 12 Pro Max.  https://t.co/ZZQVR6bnJP",en
146,arpitma28509962,2021-06-21 22:29:56 India Standard Time,0.0,0.0,1,"@OfficeofGSD @GovindDotasra @RajCMO @rajeduofficial @GovindDotasra plz sir #opencoaching centre and colleges with covid-19 guidelines, and held exam..all are closed from last year, it's not possible to survive all expenses, rent, emi, salary.. plz sir understand situation, otherwise it will definitely wrong",en
147,dkmcooper,2021-06-21 22:28:47 India Standard Time,0.0,0.0,1,@crackers_aaa @covid19indiaorg That's exactly the point that most people miss. Comparing Pulse Polio with COVID-19 vaccination is like comparing apples with oranges.,en
148,arpitma28509962,2021-06-21 22:28:37 India Standard Time,0.0,0.0,0,"@ashokgehlot51 @RajCMO @rajeduofficial @GovindDotasra plz sir #opencoaching centre and colleges with covid-19 guidelines, and held exam..all are closed from last year, it's not possible to survive all expenses, rent, emi, salary.. plz sir understand situation, otherwise it will definitely wrong",en
150,raviboseraj,2021-06-21 22:25:47 India Standard Time,1.0,7.0,25,"Visited the #COVID19 Vaccination centre at Raichur and interacted with the Doctors, paramedics and vaccine recipients.  https://t.co/nkbDcK9IWo",en
154,mrslipikabehera,2021-06-21 22:23:29 India Standard Time,1.0,1.0,2,"@DM_Bhadrak  @CdmoBhadrak  @shillamoharana  Sir, Please fixed a Covid-19 vaccination centre at Ichhapur area interest of locality (Maliarua Anganwadi Centre/ Nachhipur Nodal UP school/ Bhagabansuni UP School, Bhagabanpur/ Carmel School, Ichhapur/ Brahmapur High School, Ichhapur)",en
159,rac57riaz,2021-06-21 22:19:39 India Standard Time,1.0,8.0,41,Today vaccination has reached to its peak what expert opinion was atleast one crore vaccine in a day &amp; paramedical staff who usually administered vaccine have vaccinated about 80 lacks which is huge to tackle third wave of covid -19 appreciable work with this hope to maintain it,en
160,phoenixindranil,2021-06-21 22:17:11 India Standard Time,1.0,3.0,8,"GOI under @narendramodi has no problem in handing over Rs.40,000 crore debt laden Videocon 2 a crony capitalist at barely Rs.4000 crs by writing off balance Rs 36,000 crs. but has problem in giving just Rs.4 lakh 2 each #COVID19 death affected family 4 total cost of Rs.15000 crs.",en
161,dhubribuzz,2021-06-21 22:17:04 India Standard Time,0.0,0.0,5,#COVID19  Daily Cases Reported in Dhubri Today  Dated :- 14.06.2021   @DhubriNhm @nhm_assam #vaccination #dhubri #dhubribuzz #AssamCovidUpdate  #Assam,en
162,arpitma28509962,2021-06-21 22:13:40 India Standard Time,0.0,0.0,2,"@TheUpenYadav @Ashokgehlot5 @RajCMO @rajeduofficial @GovindDotasra plz sir #opencoaching centre and colleges with covid-19 guidelines, and held exam..all are closed from last year, it's not possible to survive all expenses, rent, emi, salary.. plz sir understand situation, otherwise it will definitely wrong",en
163,sparththeepan,2021-06-21 22:11:34 India Standard Time,0.0,0.0,0,Srilankan covid 19 vaccinations update  ##slk🇱🇰🇱🇰  https://t.co/tBAnCpEfl3,en
167,darshitjoshi_,2021-06-21 22:06:24 India Standard Time,0.0,1.0,1,"@AamAadmiParty is bigger virus than Covid19, who will give vaccine of such filthy politicians?? #AntiHinduAAP",en
168,thatstanishk,2021-06-21 21:59:58 India Standard Time,0.0,0.0,1,"#BREAKING: several individuals in #jharkhand have tested +ve for the #deltaplus form of #coronavirus, raising the prospect of a third #covid19 wave in the state very soon. x",en
169,prasad0307,2021-06-21 21:59:34 India Standard Time,0.0,0.0,0,These vaccines are just meant for immunity boosters. These won't guarantee to cure disease.  #COVID19  https://t.co/68TfDbtdR1,en
170,pragyeshsingh,2021-06-21 21:59:10 India Standard Time,0.0,10.0,13,"Getting safe, robust #Fortuner #Legender is great but Happiness level was melt down by #COVID19 only satisfying fact is tax paid to govt on the #NewCar  This is for my lovely wife @ProfSavitaSingh She was willing to postpone delivery due to difficult time for lot of people.  https://t.co/T9UnE6vbUp",en
171,anurag_singh06,2021-06-21 21:56:27 India Standard Time,0.0,0.0,0,"Historic Day for India !  As India administers over 80 lakh COVID-19 vaccine doses, highest single-day jabs in world.  #IndiaFightsCorona #COVIDVaccination #80lakhdoses  https://t.co/Tc0ylux8kg",en
173,kalyansri_cult,2021-06-21 21:43:13 India Standard Time,0.0,0.0,0,"#Unite2FightCorona #LargestVaccineDrive  ➡️ India’s #COVID19 Vaccination Coverage crosses the landmark of 28 Cr (28,00,36,898).  ➡️ More than 30 lakh vaccine doses administered in last 24 hours. @CMofKarnataka @VijayanagarLive @ssrajamouli @NammaKalyana @BellaryNamma @Belagayithu  https://t.co/xmGU5PEhzW",en
174,docvjg,2021-06-21 21:41:57 India Standard Time,1.0,19.0,25,This step by @PunjabGovtIndia not only just shameful but also very painful 🙏 Even #COVID19 failed to convince our policymakers.Still too ignorant towards corona warriors&amp;Health infrastructure development @BhagwantMann  @HarsimratBadal_  @officeofssbadal  @RahulGandhi Plz help,en
176,satishj19322014,2021-06-21 21:36:53 India Standard Time,0.0,0.0,0,Full Commitment to the Battle against COVID-19  https://t.co/0UE4Ne3iq4  via NaMo App,en
177,madversity,2021-06-21 21:36:38 India Standard Time,6.0,21.0,40,"While Modi government is making progress on #VaccinationDrive @drshamamohd is throwing solid data to show govt fell well short of its  targets on oxygen. It isn't over until the Fat Lady sings, be it opera or #Vaccinationforall . #COVID19 #Covid19India",en
178,newspatro,2021-06-21 21:36:06 India Standard Time,0.0,0.0,0,Overall news by #newspatro   Follow @newspatro for regular news and updates.  #NEWS #Nepal #COVID19  https://t.co/Z9l7YwZ3xm,en
184,sillydentist,2021-06-21 21:21:32 India Standard Time,0.0,0.0,0,In the world full of covid variants be someone's covishield.  #COVID19  #medtwitter,en
185,vishalmbe,2021-06-21 21:19:31 India Standard Time,0.0,0.0,0,"From #bigbull he is changed his profession to #Medical prediction. Pure Non-sense, must be lot of money on stake in Market by him.  #RakeshJhunjhunwala #COVID19 #thirdwave @MoHFW_INDIA @NSEIndia @BSEIndia  https://t.co/4QMKEz9xe8",en
187,kuldeep_2105,2021-06-21 21:18:05 India Standard Time,0.0,5.0,20,"Goodbye #COVID19, hello #Rajasthan ! Tired of being cooped up inside homes, Gujaratis throng hotels &amp; resorts in #Udaipur, #Kumbhalgarh &amp; #MtAbu on weekends.  Read More:  https://t.co/lJVEPQueqP  #Ahmedabad #Gujarat #Tourists #India #Corona @incredibleindia @tourismgoi  https://t.co/X0VlFlNY1s",en
191,sagarmishrain,2021-06-21 21:08:33 India Standard Time,9.0,50.0,60,India recorded highest ever single day #COVID19 vaccine doses administering over 81L vaccines today (till 8 PM).   #LargestVaccineDrive #FreeVaccineForAll  https://t.co/ybHhHb4STK,en
192,adityarajkaul,2021-06-21 21:08:24 India Standard Time,11.0,63.0,625,"This is huge.  COVID-19 Vaccination Update- Day 157  As New Phase of COVID-19 Vaccination begins, India crosses landmark of more than 80 lakh doses administered in a single day.  https://t.co/eMqvpe5LCu",en
193,harshalthakare7,2021-06-21 21:08:03 India Standard Time,0.0,0.0,0,Apart from day2day living and lives the most disruption that #COVID19 have cause is #barbeque in a box 📦 by @BarbequeNation . I mean who would have thought 💭🤪  https://t.co/HvZfk8IFOT,en
194,policekulgam,2021-06-21 21:08:01 India Standard Time,0.0,5.0,17,"#JKPCARES To contain the spread of highly contagious Corona virus COVID-19 &amp; to ensure the strict implementation of guidelines/SOPs, Kulgam Police realised fine of ₹241800/- from 1369 violators for not wearing Face masks/defying guidelines.  @JmuKmrPolice @KashmirPolice @DigSkr",en
198,himanshuusingh_,2021-06-21 21:02:57 India Standard Time,0.0,5.0,8,"Huge!! More than 81,00,000 people were inoculated today with Covid -19 Vaccination in India. This is biggest single day record of vaccination in the world. Under the able leadership of PM @narendramodi we will defeat this virus!   #BharatThanksModiJi  https://t.co/p5NKDr5Mmp",en
199,saqibbuttpk,2021-06-21 21:01:49 India Standard Time,0.0,0.0,0,"Why do US even has to bother about Afghanistan anymore, isn’t the #COVID19 enough for this century ? #AbsolutelyNot",en
202,jplinteau,2021-06-21 20:56:18 India Standard Time,0.0,0.0,1,Important update on entry into Canada for fully vaccinated eligible travelers     #GoingHome #Covid19   https://t.co/HVi13tTxEz,en
204,udaykr_bhumihar,2021-06-21 20:52:08 India Standard Time,0.0,0.0,1,"New Zealand's population is 50 lakhs  Experts say, even by the end of December 2021, New Zealand may not vaccinate everyone  But today India has vaccinated more than 50 lakh people  Yes, in a single day!  Credit goes to Modi ji's centralised free covid-19 vaccination policy!",en
210,hd_brts,2021-06-21 20:42:55 India Standard Time,1.0,3.0,71,We're glad to see you. Please maintain social distance and follow the Covid-19  Protocols which are in place for you .  #surakshithachigari #safechigari  https://t.co/wXMJyhnKwp,en
212,supritinathsha1,2021-06-21 20:39:36 India Standard Time,0.0,1.0,13,Congratulations 👏👏 @HFWOdisha for doing this  drive successfully &amp; achieve more than one crore doses of #COVID19 vaccination till 16th June 2021. @CMO_Odisha @bjd_odisha @odisha_bcjd @pranabpdas @tripathy_devi @Naveen_Odisha  https://t.co/XB4nLVatHn,en
222,rightways19,2021-06-26 03:56:54 India Standard Time,0.0,0.0,1,"It's high time now guys! Heads Up &amp; take control on your career.  Let go of this Corona thing, boost yourself &amp; don’t let anything haunt your career.  #COVID19 #CovidVaccine #career #quotes #WTC21 #RadheShyam  https://t.co/Ixzv0XgtM1",en
223,pradeeepjourno,2021-06-26 03:13:33 India Standard Time,0.0,0.0,0,Third COVID-19 wave unlikely to be as severe as second: ICMR:  https://t.co/9Yhq24dvMK,en
224,nicholas_gomez,2021-06-26 02:59:36 India Standard Time,0.0,3.0,7,"@KKMPutrajaya @kkmm_gov @DGHisham @AzminAli @MITIMalaysia @PDRMsia please audit and investigate. What is MARii ""Medical Advisor"" deregistered Dr. Faizal Anwar's involvement?  #Covid #covid19  https://t.co/reA1pZUnsl",en
228,mekotweet,2021-06-26 01:16:30 India Standard Time,0.0,0.0,0,"Over 1,859 #COVID19 positive cases reported in #SriLanka today #coronavirus #COVID19  #lka  https://t.co/mH6uSodCKO",en
230,_rodahidup,2021-06-26 01:10:23 India Standard Time,0.0,0.0,0,How many new COVID-19 cases are there in Singapore?  https://t.co/SqrOvOZ9kQ via @ChannelNewsAsia,en
231,sthirunilath,2021-06-26 01:08:33 India Standard Time,0.0,1.0,2,"@IndiaInBahrain @MEAIndia @IndianDiplomacy @SecySanjay @MOS_MEA Great initiative by  @PiyushIFS Ambassador of India to solve many issues during the pandemic COVID 19 period ,many of us can produce several cases in open house Thank you HE",en
1,sureshg56595674,2021-06-05 05:24:27 India Standard Time,0.0,0.0,0,Sir iam suresh from Thumkunta .my sister daughter had married. But kalyana Laxmi as not came . now his pregnancy and she is delivery date is 13/6/21 . Married on 03/11/2019 . check as came to mandal office.and check as expared due to covid. . given to RDO OFFICE . till now not c,en
10,duchokt,2021-06-05 04:08:43 India Standard Time,0.0,0.0,0,If it is imposed and executed properly then probably would help so many bright students who have gone through such a big crisis during the covid phase🙏,en
12,raheemaamir,2021-06-05 03:37:43 India Standard Time,0.0,0.0,1,"And I totally agree with Dr in demand that current COVID-19 Pandemic Doctors are suffering! It’s already been stressful and this NLE will make it more worse, at least an online module and exam like @NBRC_tweets and documenting CME will solve the problem 3/3.",en
13,aruncps34,2021-06-05 03:35:52 India Standard Time,0.0,0.0,0,"#TamilNadu COVID ""Normal, O2 &amp; ICU""  bed occupancy fill rate %  Update 04June'21 - graphs refreshed - by district: refer image -  https://t.co/Vsfix11GF8  src:  https://t.co/sW1kKEsNaJ  #COVIDSecondWaveInIndia #TNCoronaUpdate  https://t.co/y5kV3Za9wP",en
14,sipgrab,2021-06-05 03:35:03 India Standard Time,0.0,0.0,0,Airlines press U.S. on refusal to lift COVID-19 travel restrictions  https://t.co/jBoPHUEiBA #Sipgrab #UnitingPeopleWithThePossibilities,en
15,aruncps34,2021-06-05 03:33:50 India Standard Time,0.0,0.0,0,"#Chennai Street Level COVID Impact:  Update 04June'21: - graphs refreshed - by zone: refer image     - 7dma 📉      - 900+ streets - by area:   https://t.co/XhWIpGcqGH  src: @chennaicorp No upload on: 24/5, 02/6.  #COVIDSecondWaveInIndia #ChennaiLockDown  https://t.co/LT2UyNOev1",en
16,anurag876,2021-06-05 03:17:25 India Standard Time,0.0,0.0,0,":(  Lioness dies of Covid-19 at Chennai zoo, eight other lions test positive  https://t.co/RoGOuy4zQN via @IndianExpress",en
23,vbrarinc,2021-06-05 02:14:16 India Standard Time,0.0,1.0,5,"On the directives of Chief Minister @Capt_Amarinder Singh, the Punjab govt issued an order for taking back COVID Vaccines from Pvt. Hospitals with immediate effect and all these vaccines will be administered free of cost to 18-44 years age group at Government vaccination centres.",en
25,mannojagarwalaa,2021-06-05 02:05:51 India Standard Time,0.0,1.0,2,@himantabiswa @CMOfficeAssam @nhm_assam A very welcome step Sir. This will help these delivery people a lot as they are equal warriors in current covid situation 🙏🙏,en
26,engahmedradwan5,2021-06-05 02:05:15 India Standard Time,0.0,0.0,2,Our meeting before COVID-19  https://t.co/LEGyjTPaqT,en
27,protect2others,2021-06-05 01:56:12 India Standard Time,1.0,0.0,0,Another side people’s were facing COVID-19 people’s expired in home &amp; cant report the daily reports that’s only media figures if you want to plus them then 100+ death daily as per @AJEnglish next can’t listen the Govt. Sop’s. I said to our Prime Minister @ImranKhanPTI  https://t.co/qACRayEEkT,en
28,protect2others,2021-06-05 01:56:09 India Standard Time,1.0,0.0,0,Alway's God blessed to Pakistan but right nowadays in that pandemic people’s were violent to much because of COVID-19 that’s after shocks respectively. please save the Pakistan because in every side either it was provinces Sindh &amp; Punjab to much critical condition like CIVIL WAR.  https://t.co/fxncpPHtaF,en
29,_rodahidup,2021-06-05 01:42:34 India Standard Time,0.0,0.0,0,"Employers must vaccinate their workers before opening for production, otherwise risk mass infection among employees. @AzminAli  Malaysia manufacturers reduce output as COVID-19 lockdown limits workforce capacity to 60%    https://t.co/34vdMp4PEP",en
30,kurmasathya,2021-06-05 01:41:11 India Standard Time,0.0,0.0,0,#చందానగర్_పోలీస్_స్టేషన్_ని_సానిటైజ్_చేసిన_శేరిలింగంపల్లి_జీవై_ఫౌండేషన్_కోవిడ్_రక్ష_టీమ్  SLP GY Foundation Covid Raksha Team has today done dis infectant fogging in the Chandanagar police station in the morning and dis infectant spray in the evening.   #CovidRakshaTeam  https://t.co/vLBAkgezUQ,en
31,_rodahidup,2021-06-05 01:39:26 India Standard Time,0.0,0.0,0,G.Prix officially off for 2021.  Formula 1: Singapore Grand Prix cancelled for second year in a row amid COVID-19 pandemic   https://t.co/CArcrLNtSD,en
33,agrharsh,2021-06-05 01:37:14 India Standard Time,0.0,0.0,0,"@Sudhakar9293 @srivatsayb Did you know there 2-wheeler outnumber cars? Most of them only afford to fill just enough for the day, everyday. Despite reduced daily earning due to COVID, they hv to fill for Rs.150-170, instead of Rs.100, per day. Many poor now cycle 3-4 hrs coz fuel is out of their reach now",en
34,senarlongbiram,2021-06-05 01:31:35 India Standard Time,0.0,0.0,0,@RNTata2000 @tourismgoi @MoHFW_INDIA @ajaydevgn @BillGates  Please welcome to this place once Covid pandemic is over. Most cleanliness place in Karbi Anglong and West Karbi Anglong District in Assam Max. 200 km from Guwahati metropolitan Assam. Thank you.,en
36,denzaban,2021-06-05 01:25:13 India Standard Time,0.0,0.0,0,"@CentenaryBank Lord, but these are consequences of covid",en
43,arpitshukla001,2021-06-05 01:01:25 India Standard Time,0.0,0.0,3,ABVP led DUSU and all ABVP College Units had been demanding fee waiver for students who lost their parents due to COVID in Delhi University! DU administration has decided for the same! We welcome this decision by DU and we stand with every student in this tough hour!  @ABVPVoice  https://t.co/k3BnBfXiw0,en
46,ro_hitranjan,2021-06-05 00:51:45 India Standard Time,0.0,0.0,8,"In different areas of Jehanabad district, covid kit is being distributed continuously by youth RJD State Secretary Sonu Yadav ji and people are being given medical advice by organizing camps. @yadavtejashwi @laluprasadrjd @RJDforIndia @sanjuydv @ChitranjanGaga1 @TejYadav14  https://t.co/fM1fTXRkNv",en
47,sukant_media,2021-06-05 00:50:03 India Standard Time,0.0,0.0,4,"The Samaja, 4.6.2021 Sambalpur Municipal Corporation area is facing power cut everday. In Lockdown period life of people is miserable. Even COVID patients in home isolation are suffering a lot. The District Admn and Government should look into this matter. @CMO_Odisha @MoSarkar5T  https://t.co/H9weF9ccRn",en
48,milindtawde2,2021-06-05 00:49:20 India Standard Time,1.0,0.0,0,@VijaySales  My order fully 3 days back ... Got an invoice 2 days back and ur online order tracking shows processing ...spoke call centre 3 times in 3 days but they don't have a clue...Covid times..But why don't u manage ur delivery schedules  better. As a customer frustrating,en
50,mittal096,2021-06-05 00:44:57 India Standard Time,8.0,28.0,15,Our well deserved award for working tirelessly in covid. Govt's order to junior doctors to deposit bond amount of 10/30 lacs and and vacate the hostels immediately. How low they'll go?? #shameonMPgovt  #standwithdoctors  @revathii95 @vinodkapri @rohini_sgh  https://t.co/LB0ZK1KCQN,en
52,shaunling,2021-06-05 00:40:02 India Standard Time,0.0,0.0,1,More than 90% entrepreneurs will suffer if MCO continues. 🥵 And it most likely to happen😱 so take care fellow #entrepreneurs in #malaysia.  Let's work together to survive this. 🤩  #lifegoeson #staysafe #stayathome #covid #iprimamedia #businesssurvival   @staronline  https://t.co/PzG0ngzdJN,en
