id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1389368332462092291,1389368332462092291,2021-05-04 05:26:38 India Standard Time,2021-05-04,05:26:38,+0530,1345063921561063426,dhruvpatel200,Patel Dhruv,,#khansir #vaccination #vaccine #VaccineFor18Plus #VaccinationForAll @KhansirOfficial @khansir_patna @khansirpatna #vaccinated  https://t.co/EfprS5FFfO,und,"[{'screen_name': 'khansirofficial', 'name': 'khan sir fans', 'id': '749111484358111232'}, {'screen_name': 'khansir_patna', 'name': 'khan sir official patna', 'id': '1406197235042328576'}, {'screen_name': 'khansirpatna', 'name': 'khan gs research centre', 'id': '1297496345708650496'}]",['https://youtu.be/7VjbVCSXevQ'],[],0,0,1,"['khansir', 'vaccination', 'vaccine', 'vaccinefor18plus', 'vaccinationforall', 'vaccinated']",[],https://twitter.com/Dhruvpatel200/status/1389368332462092291,False,,0,,India,,,,,,[],,,,
1389367720437686272,1389367720437686272,2021-05-04 05:24:12 India Standard Time,2021-05-04,05:24:12,+0530,2906128986,wasimdfo,𝐖𝐚𝐬𝐞𝐞𝐦 𝐅𝐚𝐫𝐨𝐨𝐪 𝐌𝐢𝐫 🌐,,#COVID19 vaccines can help us to larger extent by boosting our immunity.                                        Despite that need to be careful and fallow SOPs considering the recent mortalities  witnessed in past few days around us . #VaccinationForAll #Unite2FightCorona  https://t.co/5mPCAbrLZh,en,[],[],"['https://pbs.twimg.com/media/E0gGjiPVoAMtk7m.jpg', 'https://pbs.twimg.com/media/E0gGjiWUUAEMPwz.jpg', 'https://pbs.twimg.com/media/E0gGjijUUAA5EDD.jpg', 'https://pbs.twimg.com/media/E0gGjipVIAMIBdN.jpg']",1,1,8,"['covid19', 'vaccinationforall', 'unite2fightcorona']",[],https://twitter.com/wasimdfo/status/1389367720437686272,False,,1,https://pbs.twimg.com/media/E0gGjiPVoAMtk7m.jpg,India,,,,,,[],,,,
1389367688611303425,1389182795105329158,2021-05-04 05:24:04 India Standard Time,2021-05-04,05:24:04,+0530,2523154956,pvenuma,V,,@chetan_bhagat It's not money it's will to fight the virus n discipline and most imp enforcement of guidelines by medical experts unfortunately there is no medicine.. vaccine is the shield and it should be given govt is doing it's best vaccinating India means vaccinating US n EU put together,en,[],[],[],0,0,0,[],[],https://twitter.com/PVenuma/status/1389367688611303425,False,,0,,India,,,,,,"[{'screen_name': 'chetan_bhagat', 'name': 'Chetan Bhagat', 'id': '44588485'}]",,,,
1389367515877310466,1389367515877310466,2021-05-04 05:23:23 India Standard Time,2021-05-04,05:23:23,+0530,27144809,sarahshdn,Sarah the Lil' Mochi 🇲🇾🇵🇸🏎️⚡🏴,,"Uhhh, I had to cancelled the AZ vaccination appointment. Not just being skeptical about blood clots thingy, but getting the jab at night and going back to my apartment late...  Well, I will still get the jab on another day as I'm on the queue for the allocated vaccines.",en,[],[],[],1,0,0,[],[],https://twitter.com/sarahshdn/status/1389367515877310466,False,,0,,India,,,,,,[],,,,
1389366284458946560,1389366284458946560,2021-05-04 05:18:30 India Standard Time,2021-05-04,05:18:30,+0530,717973514762870784,naphbutt,Mariem Naph,,Vaccine jahaa varakah goas vanee,hi,[],[],[],0,0,3,[],[],https://twitter.com/naphbutt/status/1389366284458946560,False,https://twitter.com/miljunaid/status/1389222620277608452,0,,India,,,,,,[],,,,
1389360323040145410,1389360323040145410,2021-05-04 04:54:48 India Standard Time,2021-05-04,04:54:48,+0530,2259531900,venkatn_twitt,Venkatesh Nataraj,,@Surgeon_General I was there in the US between feb 11 to apr 13 and got J&amp;J vaccine on apr 6th. Now I’ve come to India and wanted to return to the US in my B1 visa for business purpose. Can there be an exception in this case. I need to travel back desperately for my business.,en,[],[],[],0,0,0,[],[],https://twitter.com/venkatn_twitt/status/1389360323040145410,False,,0,,India,,,,,,[],,,,
1389358909962420226,1389353447691104263,2021-05-04 04:49:11 India Standard Time,2021-05-04,04:49:11,+0530,1370976693452566528,sayedha39253634,Sayed Hasan সাঈদ হাসান,,@_taylorhudak Forging vaccine passport  #SolutionsWatch   https://t.co/dNSF1bD0bi,en,[],['https://youtu.be/rTMN0VT2yNQ'],[],0,1,4,['solutionswatch'],[],https://twitter.com/SayedHa39253634/status/1389358909962420226,False,,0,,India,,,,,,"[{'screen_name': '_taylorhudak', 'name': 'Taylor Hudak', 'id': '906273810248196097'}]",,,,
1389355054520438789,1389106919030157312,2021-05-04 04:33:52 India Standard Time,2021-05-04,04:33:52,+0530,2286417703,blrrocks,ತರ್ಲೆ 𝗧𝗵𝗶𝗺𝗺𝗮,,"@Manjula22794787 @Sowmyareddyr @CMofKarnataka @mla_sudhakar @Tejasvi_Surya @INCKarnataka @RLR_BTM @Kanagalogy @DHFWKA Please reserve using ""Book my vaccine"" app.. Avoid the line at the venue! Jokes apart, we are in the midst of the peak, so these days ought to be factored.. Give it 2 weeks, we should be good.",en,[],[],[],0,0,0,[],[],https://twitter.com/BLRrocKS/status/1389355054520438789,False,,0,,India,,,,,,"[{'screen_name': 'Manjula22794787', 'name': 'Manjula V', 'id': '921035783129088000'}, {'screen_name': 'Sowmyareddyr', 'name': 'Sowmya | ಸೌಮ್ಯ', 'id': '744592927553249282'}, {'screen_name': 'CMofKarnataka', 'name': 'CM of Karnataka', 'id': '2713703797'}, {'screen_name': 'mla_sudhakar', 'name': 'Dr Sudhakar K', 'id': '742801860914864128'}, {'screen_name': 'Tejasvi_Surya', 'name': 'Tejasvi Surya', 'id': '390677061'}, {'screen_name': 'INCKarnataka', 'name': 'Karnataka Congress', 'id': '758572309368098816'}, {'screen_name': 'RLR_BTM', 'name': 'Ramalinga Reddy', 'id': '781363363754352640'}, {'screen_name': 'Kanagalogy', 'name': 'Prathap ಕಣಗಾಲ್', 'id': '11325012'}, {'screen_name': 'DHFWKA', 'name': ""K'taka Health Dept"", 'id': '826734320018661378'}]",,,,
1389354478977970177,1389354478977970177,2021-05-04 04:31:35 India Standard Time,2021-05-04,04:31:35,+0530,459132110,nandydr,Dr Ashish Nandy,,@narendramodi   Spray the vaccine from cloud.,en,[],[],[],0,1,1,[],[],https://twitter.com/NANDYDR/status/1389354478977970177,False,,0,,India,,,,,,[],,,,
1389354324350824448,1389354324350824448,2021-05-04 04:30:58 India Standard Time,2021-05-04,04:30:58,+0530,459132110,nandydr,Dr Ashish Nandy,,@narendramodi  RAT followed by vaccine will be helpful for mass vaccination.,en,[],[],[],0,0,0,[],[],https://twitter.com/NANDYDR/status/1389354324350824448,False,,0,,India,,,,,,[],,,,
