,created_at,username,tweet,language,replies_count,retweets_count,likes_count
295,2021-07-19 01:02:35 India Standard Time,temptempholder,Home made pastry + daily report of covid  https://t.co/pi8Q5s9N9z,en,0,0,0
300,2021-07-19 00:36:37 India Standard Time,kudaykiran10,Yes. You can get COVID after vaccination but it’s typically mild disease   With                                    Without Vaccination                 Vaccination  https://t.co/J4bd5gXH8z,en,0,0,0
309,2021-07-19 00:02:16 India Standard Time,unknowu97881401,"Covid delta Enjoying  party in revolution,indore with 300 others✌🏻🎉🦠  @ChouhanShivraj @TOIIndoreNews @narendramodi @InvestinMP @BJP4MP @News18MP @adarpoonawalla @PMOIndia @ManishS00423742 @cnnbrk @CNBCTV18News  https://t.co/4VfP2XMnFK",en,0,0,0
312,2021-07-18 23:50:48 India Standard Time,temptempholder,"To eat up by covid.  Then next eat up by neighbouring country who just   ""oops, accidentally swallowed this village. Just a village.. nothing to see world""",en,0,0,0
318,2021-07-18 23:35:09 India Standard Time,arushe12,All about Health regain event at COVID center @srikalahasti Happiness in extending our support for those who are in need is worthless...event..#healthregain  #fruitdonation  #immunitygain  #covidindia  #stayhomestaysafe  https://t.co/prBzs87PxR,en,0,0,1
326,2021-07-18 23:19:27 India Standard Time,mrsuperblessed,2 defeat delta variant 2nd dose done 🦠🧬💉💉✅  #MrBlessed is now #MrBlessedProMax 🤣😇🤩😇 #IamBlessed to be #FullyVaccinated  Practice #Inhaleसब्र (#Patience) #Exhaleशुक् ( #ThankYou) #Meditation along with #Medication🧘🏻‍♂️  #WearAMask #GetVaccinated #Covid19Vaccination #Covid  https://t.co/09y5EGdeBO,en,0,1,0
331,2021-07-18 23:05:55 India Standard Time,satyaji06982101,"@EasternRailway  Sir, travelling in GOUR SPECIAL covid special Dated:18.07.21,train no.03153 from SDAH to MLDT, coach:B2.The ac is not working for the entire compartment and as per train superintendent this is usual thing due to power supply disruption in neutral zone however ac.",en,0,1,0
332,2021-07-18 23:03:59 India Standard Time,aimanamrdn,Aku supposedly dapat AZ first batch but sadly +covid and second batch pon tak lepas nak dapatkan slot 😭,en,0,0,0
336,2021-07-18 22:52:25 India Standard Time,crnath113,"Line BTWN Violence &amp; Non-violence : The Farmers, Ram Vriksh &amp; the FARIDABAD reserved forest occupier--belong to same type of PPL. In fact the farmers are more privileged by GOVT'S implied consent to exempt them from Covid protocol. They r an unhealthy example",en,1,0,0
341,2021-07-18 22:46:43 India Standard Time,beingsaurabhgkp,'Test-Track-Treat-Tika': PM Modi's mantra to states with high caseload to flatten Covid curve  https://t.co/MZdKlkyFZ8  https://t.co/LA6WXv8lyV,en,0,0,1
350,2021-07-22 05:01:50 India Standard Time,dwallbank,Singapore's Marina Bay Sands Casino will shut for two weeks after authorities detected a Covid cluster there  https://t.co/SZvf3pXsts via @business,en,0,8,5
355,2021-07-22 04:31:18 India Standard Time,abdulrahimwahab,Will sports become Covid Nursery Ports ?   https://t.co/6eezXgd3Tp,en,0,0,0
356,2021-07-22 04:18:53 India Standard Time,drdrjawaharl,"@nehel_hafeez The sky overcastWi rain-bearg Wayward,stray clouds,unabashedly enticg&amp;invitgThe scantily-dressed, transluscent-limbed beautiesTo come out ofThe Covid-induced Biobubbles in open fields&amp;enjoyToBe drenched in rain-showers&amp;dance wiThem,bec such opportunities seldom comeInThr lives. ,",en,1,0,0
359,2021-07-22 03:48:07 India Standard Time,lizabdh,@K_rAzY_ @poppymckenzi @channyp1986 @piersmorgan Covid mutates every 2 weeks. The more unprotected people out there the more the mutations spread,en,0,0,1
362,2021-07-22 02:54:31 India Standard Time,aioksharma,@robertwiblin @razibkhan A likely scenario amongst others. Other perspective is that Covid could just become another flu by Jan 2022. We don't know.,en,0,0,1
371,2021-07-22 01:28:42 India Standard Time,anmolp04,"And thus, COVID-19 took away my Master's thesis for which I have been striving for so long. A dead-end to the work! #disappointment_overloaded",en,0,0,0
383,2021-07-22 00:25:17 India Standard Time,greven83529121,Covid  - 19  https://t.co/vwgRiVXaMm,en,0,0,0
389,2021-07-21 23:55:33 India Standard Time,sourojeetdatta,Hi our vaccine makers Immediately stop producing covid vaccines and instead focus on vaccine to heal people like our former IT Minister. Covid can wait. But people like them cannot.  Such levels of insanity is very contagious.  Can spread fast. Can cause a lot o damage,en,0,0,0
400,2021-07-21 23:38:06 India Standard Time,walidfreiha,"@business Bloomberg « More Covid variants are coming, and the U.S. isn't ready to track them. »   https://t.co/Q9582A0OIA (via @BW)  https://t.co/vDJE5SGbAv",en,0,0,0
401,2021-07-21 23:35:08 India Standard Time,ugotbala,@Rajesh_0670 @MinhazMerchant ...a death certificate will either state COVID or contact morbities. ...the whole theatrics is a farce!,en,0,0,0
404,2021-07-23 04:37:06 India Standard Time,amarkinthailand,"Really important to remember this. The impact of COVID isn’t just on who dies but on social units like the family that the individual was a part of. Those who are left ( children, elders) are also victims of COVID.",en,0,0,3
409,2021-07-23 04:09:36 India Standard Time,vijayak45400293,Now a days traders were increased Due to covid problems participents Gradually increased They were using poor margin money mode Colletral of DP holding  Or dp pledge amount or Broker fund ..levarge amount using Which resulted FIIs Diis mutual fund High net worth persons acted,en,2,0,0
410,2021-07-23 04:09:31 India Standard Time,meisanmui,@rivoire_julien @heh_hedgehoge Hey julien ! Please take care Covid is very strong nowadays,en,1,0,2
413,2021-07-23 03:21:42 India Standard Time,dsbvirtualworld,@DadaSahebPhalkeIconAward Films - DPIAF Present Covid 19 Yodha Award Supported by @MaharashtraBazaarPeth  &amp; Virtual Partner @dsbVirtualWorld Private Limited  https://t.co/oXlasUnt1G,en,0,0,0
420,2021-07-23 02:02:19 India Standard Time,jamezbu,"@matthewfsmith @FortifyRights ‘We can’t breathe... and the whole world is silent’: Myanmar begs for oxygen as Covid crisis worsens  Just like in India, Myanmar's citizens take their desperate pleas for help to social media",en,0,0,0
428,2021-07-25 04:28:05 India Standard Time,andpakistani,What are your thoughts on this?   Via. @Ayezakhan_ak   #vaccine #covid_19 #vaccinationdone✔️ #pakistanicelebrities #ayezakhan #danishtaimoor #lahore #karachi #islamabad,en,0,0,0
439,2021-07-25 02:30:56 India Standard Time,salmanhundred,Pre call stress… COVID is on peak.. :( same things,en,0,0,0
440,2021-07-25 02:26:51 India Standard Time,annestoppable_,Fast forward to year na wala ng covid please!!! ☹️,en,0,0,0
441,2021-07-25 02:09:20 India Standard Time,jackjames331,"@BelgiumTron @CryptoKingDavid @_benkaufman But these vaccines don’t protect the vaxxed from Covid, no matter the variant. The natural immune system does however.",en,1,0,4
442,2021-07-25 02:05:02 India Standard Time,maaniish11,Mint: #UK to review 'red list' travel ban as #India briefs officials on Covid-19 situation.  https://t.co/ypDo5EUecE #COVID19  https://t.co/hhrIRx74fv,en,0,0,1
446,2021-07-25 01:06:21 India Standard Time,iamsuperkirvy,@benigknowles Medical profs are dying because of these people. The audacity to brawl amidst Covid pandemic. What a shame!!!,en,0,0,1
450,2021-07-25 00:48:15 India Standard Time,malikemal,@DrShahidRazzaq3 Covid cases data since March 2020????,en,0,0,0
451,2021-07-25 00:47:56 India Standard Time,amreshmouryabjp,Government is gearing up its efforts to fight against the #COVID-19 pandemic. #IndiaFightsCorona  @PMOIndia @drharshvardhan @AmitShah  https://t.co/u2aCpJbloV,en,0,2,3
452,2021-07-25 00:40:07 India Standard Time,mehulthakkar_,".@MoHFW_INDIA informed parliament that ₹35,000 crore has been budgeted for COVID-19 #VaccinationDrive in FY 2021-22. Meanwhile, govt has collected over ₹94,000 crore in Q1 itself as central excise duty on sale of #petrol &amp; #diesel.",en,1,1,6
454,2021-07-25 00:31:32 India Standard Time,ali_maruuf,Covid cases on 24 July 2021  https://t.co/6TnDMyZd6L,en,0,0,1
455,2021-07-25 00:23:07 India Standard Time,sec_thoddoo,✳️ COVID-19 Live Updates: 24/07/2021  @thoddoo_hc  https://t.co/0TtjIrx6aR,en,0,0,0
459,2021-07-25 00:13:53 India Standard Time,nishitshawhere,ONE WORD FOR @makemytrip service:  EXTRAORDINARY!! 🔥🔥  Even at 12:13am during Covid era. Hats off.  @makemytripcare,en,0,0,0
462,2021-07-25 00:05:17 India Standard Time,mohan_pursnani,"@my_umcofficial @ULHASNAGAR_ @SwachhUMC @ThaneCollector @JagrukU @manchtv @AilaniMla we shopkeepers of Ulhasnagar do not want increase in timing to keep shop open, instead reduce morning two hours and increase evening two hours, Number of covid cases are negligable plz help 🙏🙏",en,0,2,2
463,2021-07-24 23:54:46 India Standard Time,realexo_cy,"Covid-19 flourishes under the Myanmar junta: ""Doctors and nurses on the front line of a civil-disobedience movement refuse to staff government-run hospitals....Medical professionals who volunteer on nongovernmental response teams are at risk of arrest."" #WhatsHappeningInMyanmar",en,0,0,0
464,2021-07-24 23:54:05 India Standard Time,parasindianlion,Abs check.. Hanging leg raise.. . #abs #workout   #gymnastics #Weightlifting #yoga #Olympics #OlympicGames #Olympics2021 #Olympics2020 #Olympicsindia #OlympicGamesTokyo2020 #olympischespelen #OlympicGamesTokyo2020 #Tokyo2020 #TokyoOlympics #TokyoOlympics2021 #Tokyo2021 #Covid_19  https://t.co/b7wjc5q4M9,en,0,0,1
468,2021-07-24 23:46:52 India Standard Time,drmehru1,"The COVID-19 vaccine is highly effective,but small percentage of people well still get ill from COVID-19 after vaccination. you could also pass the virus on to others who are not vaccinated. Everyone should continue to distance.wear mask clean hands frequently.",en,0,1,8
470,2021-07-24 23:38:39 India Standard Time,guptajaideep,@koelc @Westin @WestinGurgaonND @smukerjee99 Expect the unexpected . Hyatt Regency closed down due to Covid,en,0,0,0
474,2021-07-24 23:33:29 India Standard Time,iamamkay,#India continues its Global #Covid cooperation as soon as its own position stabilises. Remarkable cooperation with #Bangladesh &amp; #Indonesia to help each other in times of needs. Surely a friend in need is friend indeed.  https://t.co/Z9RMgNQA9c,en,0,1,0
475,2021-07-24 23:32:09 India Standard Time,deeparyaa_,Every contribution counts. Find out how you can also help these organisations fight COVID-19 in India ⬇️ #Covid19IndiaHelp,en,0,0,2
479,2021-07-24 23:23:10 India Standard Time,fallenangel0231,"@AdamaneAnish @CNNnews18 @SiddiquiMaha Wel ur missing d point. It’s not about supporting the Gandhi’s , it’s bout the lies this feku modi is spinning. Have a guts to show where has money from PMcares gone, why not come clean on Pegasus, be true on Covid deaths, lack of oxygen…",en,1,0,0
481,2021-07-24 23:20:39 India Standard Time,damodarhegde4,"@ShineHamesha @MamataOfficial @ArvindKejriwal @SitaramYechury @officeofssbadal @PressClubOfI1 @MamataOfficial @ArvindKejriwal @SitaramYechury @officeofssbadal @PressClubOfI1  OUTBURSTS WITHOUT PROOF that IT raids are bcz of fearless coverage of covid by #DainikBhaskar ARESILLY! 😜   Then there must be many IT Raids on media houses,political netas who have also criticised!",en,0,0,0
482,2021-07-24 23:16:07 India Standard Time,nareshkallya,@drshamamohd Please follow #COVID protocol,en,0,0,0
483,2021-07-24 23:15:28 India Standard Time,bjp4ward71,Today our Corporator Aneesh Naval Makwaaney alongwith with team BJP visited *West Gaothan* residents and addressed them on how important it is to get vaccinated and shared its benefits. Also he requested people to get vaccinated as soon as possible to fight against Covid .  https://t.co/43SEhz8yw2,en,0,0,2
485,2021-07-24 23:10:06 India Standard Time,grayalodge,@amandamilling @JustinTomlinson @BorisJohnson @Conservatives Brexit... Yes agree  NHS... You would never know. Including Nightingales?  Kids missed school  Arresting Covid breakers  Towns... Businesses now closed  Can't defend our border   Trade can't get to shelves.  Miss-reading the room at this time!,en,0,0,2
486,2021-07-24 23:06:01 India Standard Time,rajukum55097473,CV Raman Nagar residents worry over rising Covid cases  https://t.co/MBUTQEp8Ea via @NewIndianXpress,en,0,0,0
487,2021-07-24 23:05:27 India Standard Time,anilkaul2,"Thackeray Sarkar Health Minister Rajesh Tope says "" No #COVID19 Death in Maharashtra due to lack of Oxygen Supply  What about Hundreds Death of COVID Patients due to Defects in Oxygen Supply at Vasai, Virar, Thane, Trauma Hospital Jogeshwari, Thane, Aurangabad, Nashik, Bhiwandi?",en,0,0,0
492,2021-07-24 23:03:17 India Standard Time,anilkaul2,"@ANI Thackeray Sarkar Health Minister Rajesh Tope says "" No #COVID19 Death in Maharashtra due to lack of Oxygen Supply  What about Hundreds Death of COVID Patients due to Defects in Oxygen Supply at Vasai, Virar, Thane, Trauma Hospital Jogeshwari, Thane, Aurangabad, Nashik, Bhiwandi?",en,0,0,0
495,2021-07-24 22:58:23 India Standard Time,pankajvij,@KumariRukshmani Covid 19,en,0,0,3
497,2021-07-24 22:53:08 India Standard Time,djnev,West End cast of Lion King singing Circle of Life for the first time since Covid. Incredible.    https://t.co/fehla3xkm1,en,0,0,7
499,2021-07-24 22:51:17 India Standard Time,being_krk1,Vaccines Bring COVID’s Risk Down to Flu  The risk of COVID death in VACCINATED people aged 0-85 years is less than a flu death!   Flu kills ~0.1% of patients. See graph below and rejoice!   https://t.co/UL1Pp1wacT  https://t.co/BKHlvr5zoM,en,0,0,1
501,2021-07-24 22:49:00 India Standard Time,kadarithirumal,"@DgpKarnataka Today we are coming from tuljapur temple to hyderabad near telangana border stopped karnataka police and asking money other wise asking covid negative reports,2persons have final vacation certificate.also  https://t.co/wDOyPljjF2  https://t.co/Q58twrfMHz",en,0,0,0
503,2021-07-24 22:44:20 India Standard Time,jeevan213,All it took was 10 days and now we all have to live accepting the new reality. I hope I can ease my mother’s pain of losing her only sibling. Il ensure every damn protection against covid is done at home. Praying for all of us to come out of this misery. Pandemic must be over.,en,1,0,2
504,2021-07-24 22:44:19 India Standard Time,jeevan213,Overwhelmed healthcare system of the country is another reason till date someone I know is passing away daily since the day my aunt passed away. My aunt left a family still struggling to recover from covid and her death while the rest of us stand helpless at a dist cause COVID!!,en,1,0,2
506,2021-07-24 22:44:11 India Standard Time,jeevan213,"Final words mom was able to speak with her sis, through these letters besides WhatsApp. It had love, hopes, prayers and a lot of pain in a single piece of note. Not sure if it would be the last she spoke to her so we ensured the note was delivered with some covid cure remedies.  https://t.co/O5tlVEi0D5",en,1,0,1
507,2021-07-24 22:44:08 India Standard Time,jeevan213,"She’s a week plus infected when her test confirmed positive and sadly whole family, grandma aged 74 oldest until her daughter, 12, all 7 of them confirmed positive. All were home quarantined except aunt suffered shortness of breath. Admitted ER covid Category 4.",en,1,0,1
508,2021-07-24 22:44:07 India Standard Time,jeevan213,Aunt vaccinated on the same week she contracted covid. Symptoms were mistaken for side effects of vaccine and mistreated by doc with no advice to take a swab test. Office didn’t inform positive case of employee till my aunt found out herself. Ignorance at its best.Pic after vac.  https://t.co/n17LIodKVl,en,1,0,2
509,2021-07-24 22:44:05 India Standard Time,jeevan213,"She had to go to work exposing herself despite being extremely careful about covid at home with family. Infected at work and was admitted in GH klang. Pic of my aunt with o2 mask, VC with her sis, my mum, waving with hope my aunt would recover. We lost her. Indescribable pain.  https://t.co/1VlIIBxJKf",en,1,2,5
511,2021-07-24 22:39:14 India Standard Time,mudiwa_deez,I have no idea if I have been COVID free. I haven’t exactly tried to avoid it,en,0,0,0
513,2021-07-24 22:38:23 India Standard Time,iammohsein,Money is ultimately the best metric to gauge just how much less off we are collectively because of COVID. And this amount will be astronomical in the end. Nobody will be willing to consider calculating just how much that figure is because of how huge that number may be.,en,0,1,1
514,2021-07-24 22:37:40 India Standard Time,kadarithirumal,"Today we are coming from tuljapur temple to hyderabad near telangana border stopped karnataka police and asking money other wise asking covid negative reports, we have an final dose vaccine certificate,please stop corruption on hai ways.  https://t.co/wDOyPljjF2",en,0,1,1
516,2021-07-27 05:28:01 India Standard Time,werenphan2008,Perfection made in weakness #weak #strong #perfect #Covid_19  https://t.co/0g0kXHlLiK,en,0,0,0
519,2021-07-27 05:03:29 India Standard Time,jawadzafarahmed,Work from home in this COVID-19 new wave  Stay Safe  #Covid_19 #NCOC  https://t.co/XtWixPrI6e,en,0,1,8
524,2021-07-27 04:42:59 India Standard Time,raihanahariff,My family and friends know that I really don’t like to share makanan yang directly guna straw/ sudu/ garfu/ pinggan/ cawan yang sama. I’m not that ones yang lokek kongsi makanan ye. 🤪  p/s: now I have strong argument why I don’t want to share my foodsㅡ it’s COVID-19!,en,0,0,0
528,2021-07-27 04:13:57 India Standard Time,mukundrtiwari1,"Wow! Although I'm sure these are very inefficient in terms of power per compute performance - probably best used to work with small sensors in grocery stores (to gauge the freshness of fruit/detect rancid cheese) and smart wearables, medical tech (Covid/pregnancy tests) etc.",en,0,0,0
530,2021-07-27 03:54:08 India Standard Time,uaecics,Click ⬇ to watch the full video.  COVID-19 Passport. Yello Passport By WHO  What Vaccines Required for Europe visa. Tourism Latest updates 2021.  Click ⬇ to watch the full video.  https://t.co/HDxsZ7eOcV,en,0,0,0
531,2021-07-27 03:52:51 India Standard Time,j94chaudhry,"@qatarairways boarding your flight from LHE to DOH, QR621. The seats are way too congested, and specially in the days of Covid when you are flying jam packed flights. Hopefully; you’ll guys will make some considerations for the devils in Economy too. Thanks.",en,0,0,0
533,2021-07-27 03:27:26 India Standard Time,ou_foundation,Come Together and Let’s make someone smile.  #Oneunityfoundation  #humanityfirst #humanitarianaid #volunteering #donate #philanthropy #helpthem #notforprofit #ouf #donatetoday #volunteer #contribute #socialservice #ngo #charitytuesday #nonprofit #support #change #covid_19 #bhfyp  https://t.co/yXBvCcRHr7,en,0,0,1
541,2021-07-28 04:43:16 India Standard Time,bhushansz,No contact CHECK IN in Bengaluru airport ... the total process is flawless... technology driven life ... covid era ...,en,0,0,1
553,2021-07-28 01:56:24 India Standard Time,prank__,@TOIMumbai Yes in State Covid cases,en,0,0,2
556,2021-07-29 05:16:19 India Standard Time,echaichaa,"My parents grew 2 years older without having us frequently visiting like how it usually was, both infected with covid once, now their condition are not as fit as they used to be,let alone their mental health and on top of that missing and longing for their children/grandchildren",en,1,0,0
559,2021-07-29 05:12:17 India Standard Time,abdulrahimwahab,"Nicely fried bfst comes wth black nescafe classic.  Happy Covid day, get bz indoor that will help maintain mental health.  https://t.co/uPl7c1kqPb",en,1,0,0
560,2021-07-29 05:01:20 India Standard Time,pandavrajesh,@NyantiSara @unicef_nepal @WHONepal @UN_Nepal @UNFPANepal @mohpnep @dravinashkayast @2shashi @Paras21K @NepalMedAssoc @sclekhak @sushilbaral @debashisshkundu Take all recommended doses of your COVID-19 vaccine to get the maximum level of protection 👇  https://t.co/54GwfLeR6F,en,0,4,8
561,2021-07-29 05:00:21 India Standard Time,pandavrajesh,"@NyantiSara @unicef_nepal @WHONepal Even after getting vaccinated against COVID-19, keep taking precautions to protect yourself, family and friends 👇  https://t.co/rkcZaDkwRm",en,1,4,6
562,2021-07-29 04:58:14 India Standard Time,fammythaw,"Selamat pagi. Scheduled lunch delivery for mom and my brother.  Hey covid, go away please! We want our normal life back!!!",en,0,0,2
572,2021-07-29 03:45:52 India Standard Time,pknainpk00,Kerela is being unfair with other states. Covid cases rising high in kerela and soon it will reach high death rate. Lets be safe.  #SealKeralaBordersNow #KeralaCovidBlunder  https://t.co/2GInKVKvPZ,en,0,1,4
577,2021-07-29 02:25:18 India Standard Time,abhifour,"Soumya Swaminathan, a regular on NDTV spewing nonsense on Covaxin, “praised” Kerala for “handling” covid.",en,0,0,0
578,2021-07-29 02:17:57 India Standard Time,motherslovenest,@vijayanpinarayi Any comment on rise in covid cases???,en,0,0,0
585,2021-07-29 01:28:03 India Standard Time,nishasnet,"AMIDST #COVID-19, #ONTARIO BECOMES THE #RAYOFHOPE!  For more details, read on or connect with us  https://t.co/0n5tL5ke1g  #Nishas #NishasNet  #Dream #Explore #Relocate #CanadaExpressEntry #PNPs #Professionals #CANADAPNP #Opticians #BankingJobs #AdvertisingJobs #ManagerJobs",en,0,0,1
586,2021-07-29 01:27:31 India Standard Time,vampire5300,Now kerala is real Number one in Covid Cases🙏🏼  #KeralaCovidBlunder,en,0,0,1
587,2021-07-31 05:28:04 India Standard Time,missssssbeeee,The way COVID is running through the states. Chile I do not wanna go back 😬😩.  https://t.co/IArmYqmMuj,en,0,0,1
593,2021-07-31 04:29:50 India Standard Time,mosazzadi,2019 BC (before covid)  https://t.co/X3HEGQ7RyA,en,0,0,1
595,2021-07-31 04:05:52 India Standard Time,onaijii,ok kind of worried cuz im getting my vaccine this sunday then 2 hrs after getting vaccinated ill have to attend to my client. huhu hopefully the side effect isnt as strong as they said la because i just recovered frm covid but STILL,en,1,0,0
600,2021-07-31 03:34:48 India Standard Time,ahshabbar,"@_thatssotaylor_ @POTUS Hold up.. He literally said highly effective, not 100% effective. Also.. Ppl getting covid despite vaccination makes it political? Wot, mate? 🤦🏽",en,0,0,4
601,2021-07-31 03:32:57 India Standard Time,munisjothee2,What's the difference? They are Covid proof is it? If other gatherings are not allowed then this too should not be. Wait for GE15 to vent your anger!,en,2,15,26
603,2021-07-31 03:05:20 India Standard Time,muzammil_ullah,"Covid will stay in USA for a long long long time, thanks to idiots who refuse to get vaccinated and refuse to wear masks. The best part is that the Republican party Governers and other senior office holders are actively supporting the morons who think Covid is a hoax.",en,0,0,0
614,2021-07-31 01:30:43 India Standard Time,aqudduskhan,@NadeemAfzalChan SOPs are being violated.  Be safe boss. Covid is not a joke.,en,0,0,0
617,2021-07-31 00:44:56 India Standard Time,vinaydokania,Bhakt 1 ~ Why is Covid spreading at fast pace in UK and USA despite 50% Population being vaccinated?  Bhakt 2~ Bcoz they dont put Modi ji s photo on Vaccine certificate,en,6,28,233
618,2021-07-31 00:33:54 India Standard Time,sougata_b_true,"@stelo_verda @RajeevDubey_Ind @sankrant Let common people decide the price of petrol!  Governance is also about future looking directives. Path of least resistance is not the right one always.  Eg: Wearing masks during this CoVid pandemic. People don't want to, but should they?",en,1,0,0
621,2021-07-31 00:12:12 India Standard Time,shakti_rashtra,"4 nos complaint of DHS submitted by HRS, waiting UT Admin respons, retired officer name was used in CPGRAM portal as nodal officer, NO FAN, AC is working in COVID &amp; ICU ward, cause of death in death certificate not mentioned @cpgrams @jitendra_narain @Andaman_Admin @MediaRN_ANI",en,0,0,2
11,2021-07-01 23:48:25 India Standard Time,rony33397506,corona is deeply thinking to Bangladesh peoole,en,0,0,1
13,2021-07-01 23:28:11 India Standard Time,deadmanwalkin_g,"To keep increasing prices of gas, petrol, diesel, milk and other essential items continously every month in the backdrop of the lockdown/Corona horrors where crores of people have seen dwindling incomes, it must take a very special set of parasites to do it..",en,0,0,0
14,2021-07-01 23:20:00 India Standard Time,khaleeqrahman,@JafferyAzmath Congratulations to all the Electronic and Social Media Corona Warriors who received the awards today at a very impressive function at Wood Bridge Hotel.,en,0,0,3
16,2021-07-01 23:00:14 India Standard Time,paramje83000858,We are fed up from life not due to corona but due to the break down of light in daily routine,en,0,0,0
17,2021-07-01 22:57:34 India Standard Time,ajayraj2080194,@HemantSorenJMM No doubt Dr have given their blood and sweat for Corona unlike you who can't manage electricity for atleast 20 hr a day. Good for nothing,en,0,0,0
26,2021-07-01 22:23:53 India Standard Time,venkateshkanike,"""Covaxine booster dose?"" Oxford University scientists find in a research that Covisheild booster dose given 6 months after second dose will doubles antibodies. Also it is effective for alfa, beta,delta variants of Corona. Our scientists must research on the Covaxine booster dose?",en,0,0,1
29,2021-07-01 22:04:22 India Standard Time,alpeshbjym,@ChaudhryShankar Salute to all the warriors fighting the Corona epidemic on National Doctors Day ....,en,0,0,1
33,2021-07-01 22:00:51 India Standard Time,espysid,"@somewheresierra I am not even entered the field and industry, Corona is already crushing my dreams😭",en,1,0,2
35,2021-07-01 21:51:40 India Standard Time,shobaram_yogi,@yogrishiramdev @indiatvnews Om - Prevention is better than cure. Follow swamiji advice and drive away Corona,en,0,0,0
41,2021-07-03 01:45:21 India Standard Time,zeeshan_zaffer,May ALLAH safe all muslims from corona virus .,en,0,0,1
42,2021-07-02 23:43:46 India Standard Time,alveenaagha,@MUsmanNaeem4 No no pls stop this drama All of you people were earlier protesting to close institutes warna corona say aap log maaaaar jaingay U all blackmailed educational ministry now u guys want promotion without exams Im a graduate in journalism practicing journalist along with work,en,2,0,0
47,2021-07-02 23:00:05 India Standard Time,shyambsavlani,@narendramodi @AmitShah  @Dev_Fadnavis kis bhi cheeze ki rihat nai rent emi intrest salary tax school fees etc please look into this matter n do something nai to corona se nai berozagari se mar jayenge biggest crime in India to become a businessmen Sab log inke hi peeche hai,en,0,0,0
53,2021-07-02 22:04:52 India Standard Time,bikramsamalrct,Teachers under 45 who were vaccinated with corona for the Pipili bypoll have already had time to take the second phase of the vaccine but are unable to register their names for the second vaccine. Please @samarth_verma sir arrange the second phase of vaccine.🙏🙏,en,0,0,6
98,2021-07-02 14:29:55 India Standard Time,ravit30375613,@CollectorCbe @Subramanian_ma Today some people mislead corona injection  token system at  upppilipalayam centre  nessary action want,en,0,0,0
99,2021-07-02 14:02:15 India Standard Time,rohitghosh123,"People has stopped taking precautions for covid, I wish aise logon ke baap ne kaash dusre tarah ka protection use kiya hota. 😤  #Population #Corona Bhai Bhai",en,0,0,3
112,2021-07-02 12:45:35 India Standard Time,aligarhfob,Corona virus update  https://t.co/D3Jj2nclke,en,0,2,1
115,2021-07-04 00:58:32 India Standard Time,kallaicentral,Corona update  #covid19 Follow for more fun @kallakurichi_central  #kallakurichi_central #kallakurichidistrict #kallakurichi #chinnasalem #ulundurpet #sankarapuram #chinnasalem #kalvarayanhills #kachirayapalayam #tamilmemes #tamilnadu #salem #thiruvanamalai #cuddalore #chengalpa  https://t.co/N0aUivzd7n,en,0,1,0
126,2021-07-03 23:05:10 India Standard Time,csharma00080444,I request to all Citizens for attention Against Corona+&amp;Post Corona negative After Corona man feeling Weekend So them Fruits z&amp;Milk &amp;Vitamins Tonic  regular  Ars album&amp;Causticum &amp;Spigelia200Per day2Drops Ferrmphos6x4Tablets2Times,en,0,0,0
130,2021-07-03 22:34:43 India Standard Time,sgyyogarajah,IT IS TRUE THAT UNO WITH ANTONIOGUTERRES CAN ACHIEVE MORE FOR GLOBAL WELFARISM IF CORONA SPREAD LESS OR NO CORONA  .,en,0,0,0
142,2021-07-03 20:54:06 India Standard Time,smritychakma,Why aren't students being vaccinated in Bangladesh? Is the Bangladesh government unable to collect corona vaccine?,en,0,0,0
144,2021-07-03 20:51:46 India Standard Time,mohamedali2018n,..Disaster of corona war and climate war will surely intensify. Imam Mahdi Nasser Mohammad Al-Yemeni 21 - Ramadan - 1442 AH 03 - 05 - 2021 AD 12:35 pm  https://t.co/yv1cE1pVlu  #CoronaClimateWarCalamity,en,0,1,2
163,2021-07-03 17:59:30 India Standard Time,neil_hasnat,"I request @EUCouncil ,  plz don't accept Indian vaccines.  Cause in Bangladesh people affected by corona for the 2nd time after taking Indian vaccine. It's harmful they made vaccines by cow urine I guess. Throw those, it'd be good fertilizer bdw. @germanyintheeu #EuropeanUnion",en,0,0,0
166,2021-07-03 17:25:54 India Standard Time,shrutithea,@RailMinIndia @PiyushGoyal @PMOIndia with due respect this is what we r seeing in our journey  There is no one who is following Corona guidelines  Numbers of people are more than the available seats   #COVID19 #CoronaPandemic #COVID #Corona  https://t.co/lqb00rmgiV,en,2,0,1
171,2021-07-03 16:30:47 India Standard Time,abdulla40247407,This is the place we're going to give our board exams. Does anyone thinks that this place is Corona free? Even my friends gets Corona positive during session. And they want us to give exam in this dirty piece of shit. @ImranKhanPTI #cancelboardexams2021  #ImranKhanStudentKiSunLo  https://t.co/Y7o9tMcBk5,en,0,0,0
175,2021-07-07 04:50:22 India Standard Time,jahmahmood,Corona relief package  https://t.co/eTegrJRFm6,en,0,1,3
176,2021-07-07 04:34:46 India Standard Time,laksmansanga,"@v_sanjai @nuts2406 Corona kills less but fear from it killing more ~  Invisible but not invincible, Virus is just bare ;  Cannot put down Humanity, life goes on -  Cowardice to stay home when the fight is on !",en,1,0,0
