created_at,username,tweet,language,replies_count,retweets_count,likes_count
2021-03-01 09:01:01 India Standard Time,inoorulhassan,"""Took my first dose of the #COVID19 vaccine at AIIMS"": Prime Minister Narendra Modi. #coronavirus #CoronaVirusUpdates  #agaramnews  https://t.co/WaSeQI0bI6",en,0,0,1
2021-03-01 08:34:25 India Standard Time,balumahe,Stay Safe Folk's. This coronavirus not getting even tired. #StaySafeStayHome #WearAMask,en,0,0,0
2021-03-01 07:35:51 India Standard Time,rdxgoa,Prime Minister Narendra Modi Monday received his first dose of coronavirus vaccine.  #NarendraModi  https://t.co/RRzkj0ayMf,en,0,0,4
2021-03-01 07:21:02 India Standard Time,digvijaypsingha,Campaigns like #Maskuary how much changed your vision to stop #maskpollution becoming #plasticpollution? @UN. @IMOHQ #Tiredearth #COVID19 #coronavirus #COVID19Vaccine,en,0,4,5
2021-03-06 01:50:53 India Standard Time,vaibhavgtoi,#COVID19-19 scare may force deferment of HCBA polls. Link -   https://t.co/nVbW6wNYVN  @timesofindia @TOI_Nagpur @SunilWarrier1 @NagpurHcba @bombaybench @SCofInd @RanjitVDeshmukh @ProshuncTOI @TOIsarfaraz @abhishekcTOI @vijaypTOI @TOICitiesNews @TOIMumbai @rsprasad #coronavirus,en,0,0,0
2021-03-06 01:43:33 India Standard Time,vaibhavgtoi,HCBA mulls online polling due to Covid-19 surge. Link -   https://t.co/atfw4Q9NSL   @timesofindia @TOI_Nagpur @SunilWarrier1 @NagpurHcba @ProshuncTOI @RanjitVDeshmukh @TOIsarfaraz @abhishekcTOI @bombaybench @firdosmirza @vijaypTOI @SCofInd @TOIMumbai @TOIPune #COVID19 #coronavirus,en,0,0,0
2021-03-06 01:43:25 India Standard Time,habeebmohamed11,I Ask Onething to Everyone I Have One Doubt We Were Wearing The Corona Mask Only Covered 👃 Only But Not Cover Ear.  Ear Too Having Two Holes Is There Why Corona Virus Not Going Through Ear.  Let's Think About 🤔 it,en,0,0,1
2021-03-06 00:31:17 India Standard Time,arunchadha6,"Honourable Greg Abbot at Texas lifts all Corona Virus' restrictions today rescinding state stipulations as well for the Texan economy to function smoothly that includes commercial establishments, institutions and offices.",en,0,0,0
2021-03-06 00:09:06 India Standard Time,tahliil30,This picture shows the increase in the death of the second wave of the coronavirus and the difficult situation in which doctors who sacrificed their lives to save their people.  https://t.co/kAarWNH7TB,en,0,0,1
2021-03-06 00:03:18 India Standard Time,drvibhujit,A candle march to pay tribute  to Shubhendu Shubham  2k16 NMCH who went for  heavenly abode while his fight  against the Corona Virus. #COVID19 #nmch #Bihar #CovidVaccine #Covaxin #coronavirus #CovishieldVaccine #mbbs  https://t.co/SB9vQuQEW3  https://t.co/eyZfnY6XHF,en,0,1,2
2021-03-05 22:46:15 India Standard Time,srilankatweet,350 coronavirus cases report in Sri Lanka today #LKA,en,1,3,44
2021-03-05 22:00:41 India Standard Time,jennu_sahadev,"Coronavirus: Blood type O has lower COVID contraction risk and organ complication, says study | The Times of India  https://t.co/kTxV14pBT1",en,0,0,0
2021-03-05 21:50:39 India Standard Time,gauravwankhede,"#IndooKiJawani is such a movie that if you have #coronavirus and if you saw this movie, then more than likely the virus would leave your body. 🥵  #CringeWorthy  @advani_kiara - pls choose your scripts wisely.  #NetflixIndia",en,0,0,0
2021-03-05 21:22:38 India Standard Time,stranshad,Pope Francis begins historic Iraq visit despite security and coronavirus risks  https://t.co/8zQaJWxJZv via @nbcnews,en,0,0,1
2021-03-05 20:55:06 India Standard Time,fahadpirzada6,I just sneezed and everyone gave me a look like I'm an outcast... #coronavirus #phobia,en,0,0,0
2021-03-05 20:25:36 India Standard Time,mulund_info,#4 ....  T-Ward Covid Growth rate upto 4th March’2021 @ 0.36%  #mulund  #COVID19  #coronavirus  #CoronaVirusUpdate #COVID19India #coronavirus #Mumbai  https://t.co/ZikJs8ZKIR,en,0,1,3
2021-03-05 19:57:55 India Standard Time,srilankatweet,"Four more coronavirus deaths report in Sri Lanka, total death count is now 493 #LKA #SriLanka #COVID19SL",en,0,13,60
2021-03-05 19:36:50 India Standard Time,dhavalkulkarni,"#Maharashtra records a jump of over 10,000 #COVID cases in a day. Almost 1,200 cases detected in #Mumbai in a 24-hour period.   #Corona #COVID19 #COVIDー19 #coronavirus  https://t.co/9NU5saSv0b",en,0,0,2
2021-03-05 19:15:10 India Standard Time,arunchadha6,A news card from UNICEF informs that more than 180 million children have been completely deprived of education. The world governments need to prioritise opening of schools maintaining precautions required against 'Corona Virus'.,en,0,0,0
2021-03-05 19:10:54 India Standard Time,ayushma93012092,Dear #coronavirus  https://t.co/8Ccd03IwPS,en,0,0,1
2021-03-09 00:09:49 India Standard Time,singhironman,"Celebrated #internationalwomensday2021 by felicitating front line #CoronaWarriors like sanitation staffs and police, who worked with real bravery in fight against #coronavirus @Navimumpolice @NMMConline @MoHUA_India @SwachhBharatGov @SwachSurvekshan @CMOMaharashtra @narendramodi  https://t.co/UBvfOWEynJ",en,0,1,3
2021-03-08 21:57:53 India Standard Time,soundirarajanr,Coronavirus marriage home marriage small group marriage and low budget cost marriage  https://t.co/KhwcQRR6VB,en,0,0,0
2021-03-08 21:57:23 India Standard Time,soundirarajanr,Coronavirus death husband wife enjoy death best life  https://t.co/UZpLhJy44s,en,0,0,0
2021-03-08 14:25:11 India Standard Time,soundirarajanr,Coronavirus marriage home marriage small group marriage and low budget cost marriage  https://t.co/40JjXZt1Vg,en,0,0,0
2021-03-08 14:24:42 India Standard Time,soundirarajanr,Coronavirus death husband wife enjoy death best life  https://t.co/nUY39sPYl2,en,0,0,0
2021-03-08 12:03:46 India Standard Time,rajeshwarhospi2,Stay immunized.   #hospital #covid #doctor #medical #nurse #medicine #health #healthcare #doctors #medicina #coronavirus #surgery #medico #nurselife #nursing #surgeon #nurses #medstudent #clinica  #medicalstudent #corona #healthcareworkers #besthospital #besthospitalinpatna  https://t.co/RTwvYZEYYm,en,0,0,0
2021-03-07 22:55:40 India Standard Time,vrmahajan,"Dear @DHFWKA &amp; @CMofKarnataka, we share border with 3 States in this list.  Take a right step in right time to save the state from another complete #lockdown. @mla_sudhakar  #COVID19 #KarnatakaFightsCorona #coronavirus #COVID #Lockdown4 #LockdownNao #lockdown2021",en,0,0,0
2021-03-07 16:50:32 India Standard Time,neeshu91,Going Back #home after 1.5 yr ☺️ #CKMKB #coronavirus  #Bangalore ➡️ #Varanasi  https://t.co/aYEPBeVSdO,en,0,0,0
2021-03-07 14:56:27 India Standard Time,aaradhyatweets,"“शक्तीप्रदर्शन” of @narendramodi  At brigade Ground estimates to hold 10 lakh peoples at a time as per ABP news ,There is no place left to stand in the ground . The point is where is Coronavirus hiding now ?",en,0,0,0
2021-03-07 10:18:56 India Standard Time,sharaadkuttan,@_Kheri_ Did you get a chance to read an analysis of World Doctors Alliance claims? BTW What for you are the unshakable truth of the current situation: no coronavirus; no disease (Covid19); no pandemic; lockdowns unnecessary; masks/ SPO not necessary; mass vaccination not needed?,en,1,0,1
2021-03-07 08:55:21 India Standard Time,aiims_pharmacy,"🗣️1. Remove PM pic from vax certificates: EC to Centre  🗣️2. Europe records 1M coronavirus cases last week  🗣️3. Covid-19: India sees 18,700 new cases, highest in almost 2 month  🗣️4. Quicker decrease in Covid infection treated with Molnupiravir  🗣️5. FIR filed against 2 Mumbai  https://t.co/BXr0WRkiFY",en,0,0,0
2021-03-07 08:20:59 India Standard Time,raghuveer814155,"After South Asia, India sends coronavirus vaccines to Morocco in Africa   https://t.co/e9USqYCTZ6 #OurVaccineOurPride।।",en,0,2,1
2021-03-07 08:14:31 India Standard Time,prajapati1842,"After South Asia, India sends coronavirus vaccines to Morocco in Africa   https://t.co/O1ehjrWMrk #OurVaccineOurPride",en,0,6,2
2021-03-07 07:00:43 India Standard Time,sonupinkoo,#coronavirus #COVID19 #Sanremo2021 #Goya2021 #famemma9 #WIDM #drgrandprix #ختام_برنامج_السوق #يامؤمنه_يامىْيوك_قدم_استقالتك #ibrahimzaraptutuklansın #DSDS #ม็อบ6มีนา #قوم_لوط #Penthouse2Ep6 #乙骨憂太誕生祭2021 #تم_القبض #YelloIndependence #ChineseVirus #ChinaVirus #China RAM RAM.,en,0,0,1
2021-03-07 06:05:50 India Standard Time,s_niwas_1,"Pakistan Corona virus vaccine  Subscribe my YouTube channel ""niwasoffpoint""   #INDvsENG #coronavirus #Indian #India #COVID #Pakistan  https://t.co/V8yzxt8zh0",en,0,0,1
2021-03-07 00:25:59 India Standard Time,lala_aayush,"The Senate approved a $1.9 trillion coronavirus relief plan on Saturday, as Democrats muscled through a marathon debate — and overcame dissent from moderates within their own ranks — to move one step closer to delivering President Biden his first legislative victory.",en,0,0,1
2021-03-07 00:12:46 India Standard Time,waseemsyed747,I would like to live without wearing mask #COVIDIOT #Covid_19 #mask #vaccination #CovidVaccine #coronavirus #worldwide,en,0,0,0
2021-03-06 22:29:49 India Standard Time,bluesanitation, https://t.co/VPpvaLrvbx For more information visit our web #BinanceSmartChain #BOjakarta #Coming2America #ComingToAmerica2 #coronavirus #Dont_Call_Me #DigitalMarketing #Defenceless #ETH #EricaXSuccess #FightFor15 #Google #health #HYUNJIN #HarryandMeghan #JAYB #JujutsuKaisen,en,0,0,2
2021-03-06 22:20:39 India Standard Time,arunchadha6,The Honourable leader Dalai Lama gets himself vaccinated and assures everyone in the hill community that we all stand benefited by getting vaccinated to combat the 'Corona Virus'.,en,0,0,0
2021-03-06 22:20:38 India Standard Time,bmkgiftsnr1,Democratic leaders in the U.S. Senate are hoping to pass a $1.9 trillion coronavirus relief bill before Monday after making a series of late changes to the bill to shore up support from party members.,en,0,0,0
2021-03-06 21:19:54 India Standard Time,waseemjourno,Night curfew imposed in 4 districts of Punjab amid rising #coronavirus cases.,en,0,0,30
2021-03-06 19:15:13 India Standard Time,sahmed7799,@KTRoffice good evening sir i am trying to complain since long time but all in vain there is a dustbin which is causing all the  suffer from various diseases and two of them have also got coronavirus in our community. Please remove the this dustbin  https://t.co/NzflGGQv1K,en,0,0,0
2021-03-06 19:13:47 India Standard Time,mulund_info,#4 ....  T-Ward Covid Growth rate upto 5th March’2021 @ 0.38%  #mulund  #COVID19  #coronavirus  #CoronaVirusUpdate #COVID19India #coronavirus #Mumbai  https://t.co/4MDcRtT9vc,en,1,0,3
2021-03-06 18:42:37 India Standard Time,sirajnoorani,"2,791 new #coronavirus cases in #Kerala, tally 10.76 lakh, active cases 42,819; toll 4,287 with 16 more deaths: Health Minister K K Shailaja",en,0,0,0
2021-03-06 18:40:28 India Standard Time,parokee,The search for animals harbouring coronavirus — and why it matters  https://t.co/hsWjulZFyk,en,0,0,0
2021-03-06 16:28:26 India Standard Time,ekdantum,"@IndiaToday Wonder:Whether  IndiaToday Indian Media?leaves no opportunity belittle country shows  negatives only;positives missing promoting hate on CAA upping opposition’s victory increased Coronavirus cases no kudos to NDA on resolve: ‘Save humanity,rising Economy?Save Country?",en,0,0,0
2021-03-06 16:25:49 India Standard Time,ekdantum,"@republic Wonder:Whether  IndiaToday Indian Media?leaves no opportunity belittle country displays negatives only;positives missing promoting hate on CAA upping opposition’s victory increased Coronavirus cases no kudos to NDA on resolve: ‘Save humanity,rising Economy?Save Country?",en,0,0,0
2021-03-06 16:08:57 India Standard Time,ekdantum,"@TimesNow Wonder:Whether  IndiaToday Indian Media?leaves no opportunity belittle country displays negatives only;positives missing promoting hate on CAA upping opposition’s victory increased Coronavirus cases no kudos to NDA on resolve: ‘Save humanity,rising Economy?Save Country?",en,0,0,0
2021-03-06 15:59:44 India Standard Time,jaggirm,"#brazilcovidBrazil World's worst covid crisis is unfolding in Brazil where no fix seem 2 work, outbreak is out of control experts say next 3 months will see a surge in death as there is nothing 2 stop it. In 2nd coronavirus wave covid deaths have reached all time high in Brazil  https://t.co/2OA432OkYo",en,0,1,1
2021-03-06 15:42:22 India Standard Time,abaska1271,"With the coronavirus, a massive Locust invasion, and a looming drought throughout Somalia, you would think those in power will have the decency to address the plight of their citizens. They hold dozens of press releases everyday of which non of them mention the people’s severing.",en,0,0,0
2021-03-06 15:00:10 India Standard Time,kirenrijiju,His Holiness The Dalai Lama who took his Covid-19 vaccine dose at the Dharamshala Covid Centre has suggested everyone to take the vaccine to prevent serious problem. #Coronavirus #CoronaVaccine #Vaccination  https://t.co/bhnmknQzs8,en,51,365,2336
2021-03-06 12:56:44 India Standard Time,jehlamtimes,Dalai Lama receives 1st dose of Covid vaccine  HIMACHAL PRADESH: Tibetan spiritual leader the Dalai Lama was administered the first dose of anti-coronavirus vaccine at Zonal Hospital here on Saturday morning.  https://t.co/Ucx4UEH45d,en,0,0,1
2021-03-06 12:33:04 India Standard Time,stigmabasea,"INGMT — India, Mexico top list of coronavirus-related attacks on health workers: “We must address the structural issues, whether its deprivation of the rights of women or inequitable access to healthcare,” he said. The true number of ... View article...  https://t.co/XZCElTY0t1",en,0,1,0
2021-03-06 12:00:22 India Standard Time,sudharsansubash,"The Union Railway Ministry, in a statement, said the platform ticket fare hike is a ""temporary measure"" to prevent over crowding at stations amid coronavirus pandemic. #IndianRailways #Railways #India #PlatformTicket #train #TamilNadu #Chennai #Subash",en,0,1,1
2021-03-06 11:49:54 India Standard Time,vzvczmjeurcydhz,Coronavirus in India | Think Global Health  https://t.co/rWXvjvFkI5,en,0,0,2
2021-03-06 11:06:03 India Standard Time,haseebzafar222,"Pakistan reports 1,714 new coronavirus cases, 38 deaths  https://t.co/q3R4OJylSX…  https://t.co/uZ8FcxzHAh",en,0,0,0
2021-03-06 10:42:39 India Standard Time,deepadoc,"Brazil's #coronavirus outbreak is out of control. Experts say the next 3 months will see a surge in deaths, “because there’s nothing to stop it from happening.”  #COVID19 #COVID19Vaccine   https://t.co/ds2Xc3r7Eo",en,1,1,4
2021-03-06 10:42:01 India Standard Time,ceo_oxylusnutra,"CHOVSAFE - SAFE LUNGS SAFE NATION, A #MakeInIndia product. Protects Lungs Against ✅ Infections ✅ Respiratory Disorders ✅ Cigarettes Smoking ✅ CORONAVIRUS #AatmanirbharBharat #TV9Telugu @TwitterBusiness @NutWorld @startupindia @EduMinOfIndia @MoHFW_INDIA @minmsme  https://t.co/kSE3bwidJK",en,0,0,0
2021-03-06 10:27:16 India Standard Time,drtareksultan,"Coronavirus (COVID-19) Update: FDA Issues Authorization for First Molecular Non-Prescription, At-Home Test  https://t.co/D4PWtnSumw",en,0,0,0
2021-03-06 09:25:05 India Standard Time,bluesanitation, https://t.co/wqWKyVkQ2R For more information visit our website #Cardano #CHUANG2021 #ColdWar #coronavirus #donate #DOT #Eurovision #Japan #JAYB #Jazz #JasLy #justiceon5march #JusticeForRanjitSingh #JoeBiden #KissesDelavin #Kashmir #KooApp #LetsDance #LoveIslandSA #LGBT #sink,en,0,0,1
2021-03-06 09:23:07 India Standard Time,mahatma_kodiyar,Alarming situation. #Covid_19 isn't yet over. Requesting all to take precautions &amp; minimize travel plans. It seems to be a long battle. We all still need to continue our fight against #coronavirus,en,2,2,9
2021-03-06 08:29:50 India Standard Time,jayantp34347127,@mrsfunnyrc Good morning have a good day and beautiful weekend enjoy with your family and friends but take care of yourself from Corona Virus  https://t.co/QTjjQH9VBX,en,0,0,0
2021-03-11 00:41:53 India Standard Time,shefalibg,Looks like there will be huge 2nd wave in #Maharashtra if nothing is done to keep things under control.  #Covid_19 #covid #coronavirus  #coronadebat #lockdown #India  https://t.co/qVqGGBJJy8,en,0,0,1
2021-03-11 00:05:37 India Standard Time,sirajnoorani,"Coronavirus in Pune: PMC's COVID-19 tally rises by 1352, seven fatalities recorded on March 10  #Pune #COVID19    https://t.co/uyD89dGzsp",en,0,0,0
2021-03-10 23:58:15 India Standard Time,sirajnoorani,"Brazil has registered record daily #COVID19 deaths.   WHO Director-General, Tedros Adhanom Ghebreyesus has urged the country to take aggressive steps, warning that Brazil could affect its neighbours and beyond if it did not take the #coronavirus seriously.",en,0,0,0
2021-03-10 22:59:23 India Standard Time,ajv_ind,"Expert panel approves Covaxin for emergency use, waives off clinical trial condition - Coronavirus Outbreak News  Now Vaccination will increase significantly  😍  https://t.co/47odOLKiYb",en,0,1,1
2021-03-10 22:28:12 India Standard Time,abincorportion,Covid-19 🌏 update 10th Mar  2021 ⚠  1710 Positive cases+ *8* Deaths ☠.. *947* Patient Recovered  Recover Rate *_90. 13%_* #COVID19 #abincorporation #coronavirus #pandemic #StayHomeStaySafe #COVID #nagpur #Maharashtra #newsupdate #NewsAlert #news #CoronaVirusUpdates #pandemic  https://t.co/of5tpvTje9,en,0,1,0
