,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken
141,Travel and tourism set to witness a paradigm shift amid the Covid scare. Will India fare well?  https://t.co/yldQdjPulZ #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/yldQdjPulZ'],"['Travel', 'and', 'tourism', 'set', 'to', 'witness', 'a', 'paradigm', 'shift', 'amid', 'the', 'Covid', 'scare', 'Will', 'India', 'fare', 'well', 'https', 't.co/yldQdjPulZ', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']","['Will', 'witness', 'UnitingPeopleWithThePossibilities', 't.co/yldQdjPulZ', 'https', 'India', 'Covid', 'Sipgrab', 'tourism', 'Travel', 'well', 'amid', 'paradigm', 'fare', 'scare', 'set', 'shift', 'Nifty']"
142,COVID-19 vaccination 2nd (COVAXIN)  https://t.co/XjDPBmSCwK,en,[],[],['https://t.co/XjDPBmSCwK'],"['COVID-19', 'vaccination', '2nd', 'COVAXIN', 'https', 't.co/XjDPBmSCwK']","['COVAXIN', 't.co/XjDPBmSCwK', 'COVID-19', 'https', 'vaccination', '2nd']"
143,"Russia's COVID-19 death toll as of February crosses 225,000 - stats service  https://t.co/FXYDucUzks #Sipgrab #UnitingPeopleWithThePossibilities",en,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/FXYDucUzks'],"['Russia', ""'s"", 'COVID-19', 'death', 'toll', 'as', 'of', 'February', 'crosses', '225,000', 'stats', 'service', 'https', 't.co/FXYDucUzks', 'Sipgrab', 'UnitingPeopleWithThePossibilities']","['toll', 'COVID-19', 'UnitingPeopleWithThePossibilities', 'service', 'https', '225,000', 'stats', 'February', 'crosses', 'death', 't.co/FXYDucUzks', 'Russia', ""'s"", 'Sipgrab']"
144,"@mybmc @mybmc OnePointOne has options for Giving Work from home but they wont give, asks mask on entry amd inside when some one keeps for checking they say to wear masks after they are gone we can be without masks, there are found covid postives peoples. Pls see. All are students",en,[],"['@mybmc', '@mybmc']",[],"['mybmc', 'mybmc', 'OnePointOne', 'has', 'options', 'for', 'Giving', 'Work', 'from', 'home', 'but', 'they', 'wont', 'give', 'asks', 'mask', 'on', 'entry', 'amd', 'inside', 'when', 'some', 'one', 'keeps', 'for', 'checking', 'they', 'say', 'to', 'wear', 'masks', 'after', 'they', 'are', 'gone', 'we', 'can', 'be', 'without', 'masks', 'there', 'are', 'found', 'covid', 'postives', 'peoples', 'Pls', 'see', 'All', 'are', 'students']","['students', 'All', 'home', 'mybmc', 'masks', 'without', 'peoples', 'one', 'wear', 'keeps', 'covid', 'give', 'amd', 'mask', 'wont', 'Pls', 'entry', 'Giving', 'options', 'see', 'gone', 'say', 'OnePointOne', 'asks', 'inside', 'checking', 'Work', 'postives', 'found']"
145,"I would prefer not getting COVID because of this reason only. And no, you don’t need to suffer from severe Covid to get these lungs - those with minor to moderate infection can also have bad long COVID19. So those who think they will not have a problem are in La La Land.",en,[],[],[],"['I', 'would', 'prefer', 'not', 'getting', 'COVID', 'because', 'of', 'this', 'reason', 'only', 'And', 'no', 'you', 'don', '’', 't', 'need', 'to', 'suffer', 'from', 'severe', 'Covid', 'to', 'get', 'these', 'lungs', 'those', 'with', 'minor', 'to', 'moderate', 'infection', 'can', 'also', 'have', 'bad', 'long', 'COVID19', 'So', 'those', 'who', 'think', 'they', 'will', 'not', 'have', 'a', 'problem', 'are', 'in', 'La', 'La', 'Land']","['’', 'So', 'severe', 'problem', 'think', 'suffer', 'prefer', 'reason', 'long', 'La', 'COVID', 'minor', 'Land', 'bad', 'lungs', 'COVID19', 'infection', 'moderate', 'I', 'getting', 'need', 'get', 'Covid', 'And', 'also', 'would']"
146,Doctors who do duties in #covid ICUs tweet like this.,en,['#covid'],[],[],"['Doctors', 'who', 'do', 'duties', 'in', 'covid', 'ICUs', 'tweet', 'like', 'this']","['ICUs', 'duties', 'tweet', 'covid', 'Doctors', 'like']"
147,"Twice I wanted to type CIVIC, and my thumbs automatically typed COVID 🤔 Three times now actually with this tweet",en,[],[],[],"['Twice', 'I', 'wanted', 'to', 'type', 'CIVIC', 'and', 'my', 'thumbs', 'automatically', 'typed', 'COVID', '🤔', 'Three', 'times', 'now', 'actually', 'with', 'this', 'tweet']","['🤔', 'Three', 'actually', 'COVID', 'thumbs', 'automatically', 'tweet', 'Twice', 'wanted', 'typed', 'CIVIC', 'type', 'times', 'I']"
148,@DNeurosx Only X ray can show covid infection??,en,[],['@DNeurosx'],[],"['DNeurosx', 'Only', 'X', 'ray', 'can', 'show', 'covid', 'infection']","['show', 'ray', 'Only', 'X', 'covid', 'DNeurosx', 'infection']"
149,@redalphababe The liars in charge will blame the ‘slump’ in fortunes in the UK on the long term effects of Covid. There had to be a distinction between the two damaging things. Allowing Brexit to do it’s own damage will have far greater impact on voters than allowing constant lies to be told.,en,[],['@redalphababe'],[],"['redalphababe', 'The', 'liars', 'in', 'charge', 'will', 'blame', 'the', '‘', 'slump', '’', 'in', 'fortunes', 'in', 'the', 'UK', 'on', 'the', 'long', 'term', 'effects', 'of', 'Covid', 'There', 'had', 'to', 'be', 'a', 'distinction', 'between', 'the', 'two', 'damaging', 'things', 'Allowing', 'Brexit', 'to', 'do', 'it', '’', 's', 'own', 'damage', 'will', 'have', 'far', 'greater', 'impact', 'on', 'voters', 'than', 'allowing', 'constant', 'lies', 'to', 'be', 'told']","['’', 'liars', 'slump', 'constant', 'greater', 'two', 'things', 'far', 'effects', 'fortunes', 'lies', 'impact', 'charge', 'long', 'There', 'UK', 'blame', 'voters', 'Allowing', 'told', 'redalphababe', 'damaging', '‘', 'distinction', 'Brexit', 'term', 'allowing', 'damage', 'Covid', 'The']"
150,There gonna be strong wave in Bengal not sure of BJP but confident COVID gonna hit Bengal due to idiotic behaviour of government. #COVID #BengalElection2021 #COVIDIOTS,en,"['#COVID', '#BengalElection2021', '#COVIDIOTS']",[],[],"['There', 'gon', 'na', 'be', 'strong', 'wave', 'in', 'Bengal', 'not', 'sure', 'of', 'BJP', 'but', 'confident', 'COVID', 'gon', 'na', 'hit', 'Bengal', 'due', 'to', 'idiotic', 'behaviour', 'of', 'government', 'COVID', 'BengalElection2021', 'COVIDIOTS']","['sure', 'confident', 'behaviour', 'COVID', 'BJP', 'There', 'idiotic', 'COVIDIOTS', 'government', 'hit', 'BengalElection2021', 'na', 'Bengal', 'strong', 'due', 'wave', 'gon']"
151,11:11  Everybody turns out to be safe and happy  And covid-19 vanishes as if never existed   AMEN 🙏🤲 WHATEVER MAKES THIS TRUE,en,[],[],[],"['11:11', 'Everybody', 'turns', 'out', 'to', 'be', 'safe', 'and', 'happy', 'And', 'covid-19', 'vanishes', 'as', 'if', 'never', 'existed', 'AMEN', '🙏🤲', 'WHATEVER', 'MAKES', 'THIS', 'TRUE']","['AMEN', 'happy', '🙏🤲', 'WHATEVER', 'MAKES', 'THIS', 'Everybody', 'And', 'existed', 'vanishes', 'never', 'safe', 'turns', 'covid-19', '11:11', 'TRUE']"
152,"Have got stories commissioned but that requires travel and I feel scared that lockdown may get in force in view of rising Covid cases. That's the life of a freelance reporter. No security, nothing. Sometimes being driven by passion takes toll on you personally.",en,[],[],[],"['Have', 'got', 'stories', 'commissioned', 'but', 'that', 'requires', 'travel', 'and', 'I', 'feel', 'scared', 'that', 'lockdown', 'may', 'get', 'in', 'force', 'in', 'view', 'of', 'rising', 'Covid', 'cases', 'That', ""'s"", 'the', 'life', 'of', 'a', 'freelance', 'reporter', 'No', 'security', 'nothing', 'Sometimes', 'being', 'driven', 'by', 'passion', 'takes', 'toll', 'on', 'you', 'personally']","['No', 'view', 'force', 'life', 'may', 'takes', 'lockdown', ""'s"", 'cases', 'freelance', 'security', 'reporter', 'travel', 'requires', 'Sometimes', 'passion', 'I', 'toll', 'That', 'got', 'scared', 'get', 'Covid', 'stories', 'driven', 'feel', 'commissioned', 'personally', 'Have', 'nothing', 'rising']"
153,@szarabi @PMOIndia @narendramodi Lot of money spent to spread covid.  Congratulations to our PM who is organizing gatherings in covid situation.  Health is compromised for the sake of elections,en,[],"['@szarabi', '@PMOIndia', '@narendramodi']",[],"['szarabi', 'PMOIndia', 'narendramodi', 'Lot', 'of', 'money', 'spent', 'to', 'spread', 'covid', 'Congratulations', 'to', 'our', 'PM', 'who', 'is', 'organizing', 'gatherings', 'in', 'covid', 'situation', 'Health', 'is', 'compromised', 'for', 'the', 'sake', 'of', 'elections']","['spent', 'money', 'organizing', 'narendramodi', 'sake', 'PMOIndia', 'gatherings', 'PM', 'Congratulations', 'covid', 'Lot', 'situation', 'Health', 'compromised', 'szarabi', 'spread', 'elections']"
154,The World’s Largest Distributer &amp; Manufacturer of Vaccines is in Pune. Pune District has the Highest Number of #COVID Cases...!! #Irony  https://t.co/9HOelepBXL,en,"['#COVID', '#Irony']",[],['https://t.co/9HOelepBXL'],"['The', 'World', '’', 's', 'Largest', 'Distributer', 'amp', 'Manufacturer', 'of', 'Vaccines', 'is', 'in', 'Pune', 'Pune', 'District', 'has', 'the', 'Highest', 'Number', 'of', 'COVID', 'Cases', 'Irony', 'https', 't.co/9HOelepBXL']","['Vaccines', '’', 'Highest', 'District', 'Distributer', 'World', 'COVID', 'https', 'Cases', 'Pune', 'amp', 'Irony', 'Manufacturer', 'The', 'Number', 'Largest', 't.co/9HOelepBXL']"
155,Covid vaccine selfie is in vogue. Do we really need to flaunt it....? I find little over exuberance in this though it is individual prerogative.,en,[],[],[],"['Covid', 'vaccine', 'selfie', 'is', 'in', 'vogue', 'Do', 'we', 'really', 'need', 'to', 'flaunt', 'it', 'I', 'find', 'little', 'over', 'exuberance', 'in', 'this', 'though', 'it', 'is', 'individual', 'prerogative']","['vogue', 'exuberance', 'find', 'selfie', 'really', 'prerogative', 'though', 'flaunt', 'little', 'need', 'individual', 'Do', 'Covid', 'vaccine', 'I']"
156,I'm at COVID-19 vaccination center in Riyadh  https://t.co/Oyt2YtoQpF,en,[],[],['https://t.co/Oyt2YtoQpF'],"['I', ""'m"", 'at', 'COVID-19', 'vaccination', 'center', 'in', 'Riyadh', 'https', 't.co/Oyt2YtoQpF']","[""'m"", 'COVID-19', 't.co/Oyt2YtoQpF', 'https', 'vaccination', 'center', 'Riyadh', 'I']"
157,"I went out today for a while in the evening to meet someone, someone new. She was beautiful, inside and out. before yall jump the gun, I took all the covid precautions necessary. I had a wonderful time. ❤️❤️ Hope she did too! #EasterWeekend #KeepingFaith #FridayVibes",en,"['#EasterWeekend', '#KeepingFaith', '#FridayVibes']",[],[],"['I', 'went', 'out', 'today', 'for', 'a', 'while', 'in', 'the', 'evening', 'to', 'meet', 'someone', 'someone', 'new', 'She', 'was', 'beautiful', 'inside', 'and', 'out', 'before', 'yall', 'jump', 'the', 'gun', 'I', 'took', 'all', 'the', 'covid', 'precautions', 'necessary', 'I', 'had', 'a', 'wonderful', 'time', '❤️❤️', 'Hope', 'she', 'did', 'too', 'EasterWeekend', 'KeepingFaith', 'FridayVibes']","['❤️❤️', 'EasterWeekend', 'meet', 'gun', 'beautiful', 'necessary', 'She', 'precautions', 'new', 'jump', 'covid', 'time', 'Hope', 'I', 'took', 'yall', 'KeepingFaith', 'today', 'FridayVibes', 'someone', 'evening', 'inside', 'wonderful', 'went']"
158,"@PoliceIndore @jdjsindore @IndoreTalk @comindore @iShankarLalwani  Do all the Covid Restrictions doesn’t apply for Buddy’s Cafe , MG Road Indore. It’s 11:00 PM and still the Turf is operating without #COVID Protocols and #SocialDistancing  https://t.co/jTKS0OGG9P",en,"['#COVID', '#SocialDistancing']","['@PoliceIndore', '@jdjsindore', '@IndoreTalk', '@comindore', '@iShankarLalwani']",['https://t.co/jTKS0OGG9P'],"['PoliceIndore', 'jdjsindore', 'IndoreTalk', 'comindore', 'iShankarLalwani', 'Do', 'all', 'the', 'Covid', 'Restrictions', 'doesn', '’', 't', 'apply', 'for', 'Buddy', '’', 's', 'Cafe', 'MG', 'Road', 'Indore', 'It', '’', 's', '11:00', 'PM', 'and', 'still', 'the', 'Turf', 'is', 'operating', 'without', 'COVID', 'Protocols', 'and', 'SocialDistancing', 'https', 't.co/jTKS0OGG9P']","['’', 'SocialDistancing', 'apply', 'Indore', 't.co/jTKS0OGG9P', 'operating', 'jdjsindore', 'Buddy', 'COVID', 'https', 'PoliceIndore', 'still', 'Do', 'Cafe', 'Protocols', 'Road', 'Restrictions', '11:00', 'IndoreTalk', 'comindore', 'Covid', 'It', 'iShankarLalwani', 'PM', 'MG', 'Turf', 'without']"
159,"@narendramodi I respect you sir but why rallies can't be banned in prevailing covid situation, why covid protocol like social distancing is not being maintained nd very next day in voting day whether imposing covid protocol is justified...",en,[],['@narendramodi'],[],"['narendramodi', 'I', 'respect', 'you', 'sir', 'but', 'why', 'rallies', 'ca', ""n't"", 'be', 'banned', 'in', 'prevailing', 'covid', 'situation', 'why', 'covid', 'protocol', 'like', 'social', 'distancing', 'is', 'not', 'being', 'maintained', 'nd', 'very', 'next', 'day', 'in', 'voting', 'day', 'whether', 'imposing', 'covid', 'protocol', 'is', 'justified']","['nd', 'rallies', 'whether', 'imposing', 'next', 'distancing', 'covid', 'day', 'banned', 'maintained', 'like', 'I', 'sir', 'respect', 'situation', ""n't"", 'prevailing', 'voting', 'narendramodi', 'ca', 'protocol', 'justified', 'social']"
160,MLB postpones rest of Nationals-Mets series due to COVID-19  https://t.co/8b5NPiEQfH #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/8b5NPiEQfH'],"['MLB', 'postpones', 'rest', 'of', 'Nationals-Mets', 'series', 'due', 'to', 'COVID-19', 'https', 't.co/8b5NPiEQfH', 'Sipgrab', 'UnitingPeopleWithThePossibilities']","['postpones', 'COVID-19', 'rest', 'UnitingPeopleWithThePossibilities', 'MLB', 'https', 't.co/8b5NPiEQfH', 'series', 'due', 'Sipgrab', 'Nationals-Mets']"
161,Today participated festival of Vaccination &amp; Took my first Dose of the #COVID19 vaccine. 🙌🏻  India’s resolve for making the country #COVID free has been strengthened by this inoculation drive.   The vaccine is completely safe and hassle free. 💯   #CovidVaccine,en,"['#COVID19', '#COVID', '#CovidVaccine']",[],[],"['Today', 'participated', 'festival', 'of', 'Vaccination', 'amp', 'Took', 'my', 'first', 'Dose', 'of', 'the', 'COVID19', 'vaccine', '🙌🏻', 'India', '’', 's', 'resolve', 'for', 'making', 'the', 'country', 'COVID', 'free', 'has', 'been', 'strengthened', 'by', 'this', 'inoculation', 'drive', 'The', 'vaccine', 'is', 'completely', 'safe', 'and', 'hassle', 'free', '💯', 'CovidVaccine']","['’', 'festival', 'India', 'vaccine', 'safe', 'CovidVaccine', 'participated', 'COVID', 'resolve', '💯', 'drive', 'COVID19', 'making', 'first', 'country', 'free', 'amp', 'hassle', '🙌🏻', 'Dose', 'completely', 'strengthened', 'The', 'Vaccination', 'Took', 'Today', 'inoculation']"
162,@baxirahul *Covid 19 Bed Availability BMC Helpline Number* 1/1 ☎️ *A Ward* - 022-22700007 ☎️ *B Ward* - 022-23759023 ☎️ *C Ward* - 022-22197331 ☎️ *D Ward* - 022-23835004 ☎️ *E Ward* - 022-23000150 ☎️ *F South* - 022-24177507 ☎️ *F North* - 022-24011380 ☎️ *G South* - 022-24219515,en,[],['@baxirahul'],[],"['baxirahul', 'Covid', '19', 'Bed', 'Availability', 'BMC', 'Helpline', 'Number', '1/1', '☎️', 'A', 'Ward', '022-22700007', '☎️', 'B', 'Ward', '022-23759023', '☎️', 'C', 'Ward', '022-22197331', '☎️', 'D', 'Ward', '022-23835004', '☎️', 'E', 'Ward', '022-23000150', '☎️', 'F', 'South', '022-24177507', '☎️', 'F', 'North', '022-24011380', '☎️', 'G', 'South', '022-24219515']","['BMC', 'Helpline', '022-24177507', 'South', '022-24219515', '022-22197331', 'G', '022-24011380', 'baxirahul', 'Availability', '022-22700007', '022-23759023', 'North', 'C', 'Ward', 'B', '1/1', 'E', 'A', '022-23835004', '022-23000150', 'Covid', 'D', 'F', '19', '☎️', 'Bed', 'Number']"
163,"how many have died due to Covid-19, and how many have died due to depression and/or financial issue, yet government hasn't come up with a right plan to save the people. this is making me sad, and I pray this is just a terrible dream that we will go through once and never again.",en,[],[],[],"['how', 'many', 'have', 'died', 'due', 'to', 'Covid-19', 'and', 'how', 'many', 'have', 'died', 'due', 'to', 'depression', 'and/or', 'financial', 'issue', 'yet', 'government', 'has', ""n't"", 'come', 'up', 'with', 'a', 'right', 'plan', 'to', 'save', 'the', 'people', 'this', 'is', 'making', 'me', 'sad', 'and', 'I', 'pray', 'this', 'is', 'just', 'a', 'terrible', 'dream', 'that', 'we', 'will', 'go', 'through', 'once', 'and', 'never', 'again']","['yet', 'financial', 'issue', 'Covid-19', 'government', 'pray', 'and/or', 'dream', 'people', 'terrible', 'go', 'many', 'I', 'come', 'making', 'save', 'plan', 'right', 'never', ""n't"", 'sad', 'due', 'depression', 'died']"
164,"All schools, colleges and other educational institutions in Punjab to remain closed till April 15 amidst sharp spike in COVID-19 positive cases.",en,[],[],[],"['All', 'schools', 'colleges', 'and', 'other', 'educational', 'institutions', 'in', 'Punjab', 'to', 'remain', 'closed', 'till', 'April', '15', 'amidst', 'sharp', 'spike', 'in', 'COVID-19', 'positive', 'cases']","['institutions', 'April', 'All', 'COVID-19', 'closed', 'sharp', 'Punjab', 'till', 'amidst', 'remain', 'educational', 'spike', 'schools', '15', 'positive', 'cases', 'colleges']"
165,Roz election rakh do bc  COVID-19 ke cases automatically kam ho jaye ge India se😂,en,[],[],[],"['Roz', 'election', 'rakh', 'do', 'bc', 'COVID-19', 'ke', 'cases', 'automatically', 'kam', 'ho', 'jaye', 'ge', 'India', 'se😂']","['rakh', 'COVID-19', 'India', 'automatically', 'ke', 'Roz', 'election', 'kam', 'ho', 'ge', 'cases', 'jaye', 'se😂', 'bc']"
166,@BesuraTaansane @kkalpu @ragiing_bull @impuni @Kavita_M57 @AparBharat @mgnayak5 Covid comes into action...wen centre dosent pay u...lol,en,[],"['@BesuraTaansane', '@kkalpu', '@ragiing_bull', '@impuni', '@Kavita_M57', '@AparBharat', '@mgnayak5']",[],"['BesuraTaansane', 'kkalpu', 'ragiing_bull', 'impuni', 'Kavita_M57', 'AparBharat', 'mgnayak5', 'Covid', 'comes', 'into', 'action', 'wen', 'centre', 'dosent', 'pay', 'u', 'lol']","['Kavita_M57', 'lol', 'pay', 'comes', 'kkalpu', 'mgnayak5', 'BesuraTaansane', 'u', 'ragiing_bull', 'wen', 'action', 'AparBharat', 'dosent', 'centre', 'impuni', 'Covid']"
167,Once covid is over can all Healthcare officials be sent on six month paid leave please,en,[],[],[],"['Once', 'covid', 'is', 'over', 'can', 'all', 'Healthcare', 'officials', 'be', 'sent', 'on', 'six', 'month', 'paid', 'leave', 'please']","['six', 'paid', 'please', 'officials', 'Once', 'covid', 'month', 'Healthcare', 'leave', 'sent']"
168,"COVID-19: Mumbai local services to be suspended again? Here's what Vijay Vadettiwar has to say   https://t.co/86e9cYsBvS Source : ""Lokmat """,en,[],[],['https://t.co/86e9cYsBvS'],"['COVID-19', 'Mumbai', 'local', 'services', 'to', 'be', 'suspended', 'again', 'Here', ""'s"", 'what', 'Vijay', 'Vadettiwar', 'has', 'to', 'say', 'https', 't.co/86e9cYsBvS', 'Source', 'Lokmat']","['Source', 'Mumbai', 'Lokmat', 'Here', 'Vijay', 't.co/86e9cYsBvS', 'https', 'COVID-19', 'services', 'say', 'suspended', 'local', ""'s"", 'Vadettiwar']"
169,Radio talk on COVID 19 Response with City FM on 1April  https://t.co/sqpNBOVuEI,en,[],[],['https://t.co/sqpNBOVuEI'],"['Radio', 'talk', 'on', 'COVID', '19', 'Response', 'with', 'City', 'FM', 'on', '1April', 'https', 't.co/sqpNBOVuEI']","['Radio', '1April', 'FM', 'https', 'COVID', '19', 'talk', 't.co/sqpNBOVuEI', 'Response', 'City']"
170,@DighavkarKiran @Shahhiren77 @kshahhofficial pile of construction scrap lying on road on R K Vaidya Road outside a Khandke Bldg no  https://t.co/VuEfumFjHX’s COVID 19 times.  https://t.co/ibGdkySc7x,en,[],"['@DighavkarKiran', '@Shahhiren77', '@kshahhofficial']","['https://t.co/VuEfumFjHX’s', 'https://t.co/ibGdkySc7x']","['DighavkarKiran', 'Shahhiren77', 'kshahhofficial', 'pile', 'of', 'construction', 'scrap', 'lying', 'on', 'road', 'on', 'R', 'K', 'Vaidya', 'Road', 'outside', 'a', 'Khandke', 'Bldg', 'no', 'https', 't.co/VuEfumFjHX', '’', 's', 'COVID', '19', 'times', 'https', 't.co/ibGdkySc7x']","['’', 'road', 'lying', 'https', 'COVID', 'scrap', 'Bldg', 'DighavkarKiran', 't.co/ibGdkySc7x', 't.co/VuEfumFjHX', 'R', 'Vaidya', 'Khandke', 'pile', 'Road', 'kshahhofficial', 'K', 'construction', 'Shahhiren77', '19', 'outside', 'times']"
171,"#UddavThackeray Uddhav Thackeray addressing the state said that he cannot rule out imposing a lock down the current covid-19 situation people have become complacent, he said rate in which cases are increasing they  will run out of health infrastructure in next 15 to 20 days.  https://t.co/Jr4AXiDnsY",en,['#UddavThackeray'],[],['https://t.co/Jr4AXiDnsY'],"['UddavThackeray', 'Uddhav', 'Thackeray', 'addressing', 'the', 'state', 'said', 'that', 'he', 'can', 'not', 'rule', 'out', 'imposing', 'a', 'lock', 'down', 'the', 'current', 'covid-19', 'situation', 'people', 'have', 'become', 'complacent', 'he', 'said', 'rate', 'in', 'which', 'cases', 'are', 'increasing', 'they', 'will', 'run', 'out', 'of', 'health', 'infrastructure', 'in', 'next', '15', 'to', '20', 'days', 'https', 't.co/Jr4AXiDnsY']","['20', 't.co/Jr4AXiDnsY', 'lock', 'Thackeray', 'addressing', 'imposing', 'rate', 'cases', 'Uddhav', 'health', 'become', 'https', 'people', 'run', 'next', 'current', 'said', '15', 'state', 'situation', 'covid-19', 'infrastructure', 'rule', 'UddavThackeray', 'complacent', 'days', 'increasing']"
172,Getting so many reports of Covid exploding in #Gujarat #GujaratCoronaUpdate but nobody is talking about it @DeepalTrevedie @TOIAhmedabad @ahmedabadmirror @BarodaRocksz please update on the status of Gujarat  https://t.co/4awxQcbave,en,"['#Gujarat', '#GujaratCoronaUpdate']","['@DeepalTrevedie', '@TOIAhmedabad', '@ahmedabadmirror', '@BarodaRocksz']",['https://t.co/4awxQcbave'],"['Getting', 'so', 'many', 'reports', 'of', 'Covid', 'exploding', 'in', 'Gujarat', 'GujaratCoronaUpdate', 'but', 'nobody', 'is', 'talking', 'about', 'it', 'DeepalTrevedie', 'TOIAhmedabad', 'ahmedabadmirror', 'BarodaRocksz', 'please', 'update', 'on', 'the', 'status', 'of', 'Gujarat', 'https', 't.co/4awxQcbave']","['TOIAhmedabad', 'nobody', 'update', 't.co/4awxQcbave', 'https', 'Gujarat', 'Getting', 'status', 'GujaratCoronaUpdate', 'ahmedabadmirror', 'talking', 'exploding', 'please', 'reports', 'DeepalTrevedie', 'BarodaRocksz', 'Covid', 'many']"
173,Sir please give 100% Occupancy. We will educate the people and we will follow the Covid rules  @CMofKarnataka @PuneethRajkumar @SanthoshAnand15 @CMofKarnataka #WeWant100PercentOccupancy #Yuvarthnaa @CMofKarnataka #savekannadacinemas  https://t.co/Zu3sa3hOXG  @CMofKarnataka,en,"['#WeWant100PercentOccupancy', '#Yuvarthnaa', '#savekannadacinemas']","['@CMofKarnataka', '@PuneethRajkumar', '@SanthoshAnand15', '@CMofKarnataka', '@CMofKarnataka', '@CMofKarnataka']",['https://t.co/Zu3sa3hOXG'],"['Sir', 'please', 'give', '100', 'Occupancy', 'We', 'will', 'educate', 'the', 'people', 'and', 'we', 'will', 'follow', 'the', 'Covid', 'rules', 'CMofKarnataka', 'PuneethRajkumar', 'SanthoshAnand15', 'CMofKarnataka', 'WeWant100PercentOccupancy', 'Yuvarthnaa', 'CMofKarnataka', 'savekannadacinemas', 'https', 't.co/Zu3sa3hOXG', 'CMofKarnataka']","['100', 'Occupancy', 't.co/Zu3sa3hOXG', 'PuneethRajkumar', 'rules', 'Sir', 'SanthoshAnand15', 'https', 'people', 'CMofKarnataka', 'educate', 'give', 'Yuvarthnaa', 'WeWant100PercentOccupancy', 'savekannadacinemas', 'We', 'follow', 'Covid', 'please']"
174,@MumbaiMirror. Your channel discuss M'tra covid but don't have guts to discuss poll state covid issues where rallies done without mask you don't discuss BJP ruled states covid issues Seems ads given by BJP not to discuss shame news channels should be impartial #COVID,en,['#COVID'],['@MumbaiMirror.'],[],"['MumbaiMirror', 'Your', 'channel', 'discuss', ""M'tra"", 'covid', 'but', 'do', ""n't"", 'have', 'guts', 'to', 'discuss', 'poll', 'state', 'covid', 'issues', 'where', 'rallies', 'done', 'without', 'mask', 'you', 'do', ""n't"", 'discuss', 'BJP', 'ruled', 'states', 'covid', 'issues', 'Seems', 'ads', 'given', 'by', 'BJP', 'not', 'to', 'discuss', 'shame', 'news', 'channels', 'should', 'be', 'impartial', 'COVID']","['channel', 'MumbaiMirror', 'rallies', ""M'tra"", 'impartial', 'shame', 'without', 'COVID', 'ruled', 'covid', 'guts', 'mask', 'BJP', 'channels', 'state', 'states', 'issues', 'poll', 'discuss', 'done', 'given', ""n't"", 'news', 'Your', 'Seems', 'ads']"
175,@BloodAid @BloodDonorsIn @AmolMhaske5 #BloodMatters #blood #plasma #Mumbai #Mumbai #Blood #Plasma from #CoVid  @ELister_social @iCanSaveLife @FanGirlOfNani @_Saamarthya_ @SRKFC_INDIA @skfcmh2712 @BloodDonorWorld @BloodBucket1 @M_Sona_ @prathod2008 @BloodDonorWorld @Bloodpointorg  https://t.co/b8dNvtENcF,en,"['#BloodMatters', '#blood', '#plasma', '#Mumbai', '#Mumbai', '#Blood', '#Plasma', '#CoVid']","['@BloodAid', '@BloodDonorsIn', '@AmolMhaske5', '@ELister_social', '@iCanSaveLife', '@FanGirlOfNani', '@_Saamarthya_', '@SRKFC_INDIA', '@skfcmh2712', '@BloodDonorWorld', '@BloodBucket1', '@M_Sona_', '@prathod2008', '@BloodDonorWorld', '@Bloodpointorg']",['https://t.co/b8dNvtENcF'],"['BloodAid', 'BloodDonorsIn', 'AmolMhaske5', 'BloodMatters', 'blood', 'plasma', 'Mumbai', 'Mumbai', 'Blood', 'Plasma', 'from', 'CoVid', 'ELister_social', 'iCanSaveLife', 'FanGirlOfNani', 'Saamarthya', 'SRKFC_INDIA', 'skfcmh2712', 'BloodDonorWorld', 'BloodBucket1', 'M_Sona', 'prathod2008', 'BloodDonorWorld', 'Bloodpointorg', 'https', 't.co/b8dNvtENcF']","['Blood', 'Saamarthya', 'BloodMatters', 'AmolMhaske5', 'Mumbai', 'BloodDonorsIn', 'iCanSaveLife', 'https', 'plasma', 'prathod2008', 'BloodAid', 'BloodDonorWorld', 'FanGirlOfNani', 't.co/b8dNvtENcF', 'SRKFC_INDIA', 'Plasma', 'M_Sona', 'BloodBucket1', 'ELister_social', 'skfcmh2712', 'CoVid', 'blood', 'Bloodpointorg']"
